Datas,Cidades,Estados,Geocode
2020-10-03,coari,AM,1301209.0
2020-10-03,codajás,AM,1301308.0
2020-10-03,cruzeiro do sul,AC,1200203.0
2020-10-03,curralinho,PA,1502806.0
2020-10-03,curuá,PA,1502855.0
2020-10-03,faro,PA,1503002.0
2020-10-03,fonte boa,AM,1301605.0
2020-10-03,gararu,SE,2802403.0
2020-10-03,grossos,RN,2404408.0
2020-10-03,guaraqueçaba,PR,4109500.0
2020-10-03,gurupá,PA,1503101.0
2020-10-03,humaitá,AM,1301704.0
2020-10-03,humberto de campos,MA,2105005.0
2020-10-03,icatu,MA,2105104.0
2020-10-03,imaruí,SC,4207205.0
2020-10-03,imperatriz,MA,2105302.0
2020-10-03,ipixuna,AM,1301803.0
2020-10-03,iranduba,AM,1301852.0
2020-10-03,itacoatiara,AM,1301902.0
2020-10-03,itaguatins,TO,1710706.0
2020-10-03,itaituba,PA,1503606.0
2020-10-03,itaparica,BA,2916104.0
2020-10-03,itapiranga,AM,1302009.0
2020-10-03,itapiranga,SC,4208401.0
2020-10-03,japurá,AM,1302108.0
2020-10-03,juruti,PA,1503903.0
2020-10-03,juruá,AM,1302207.0
2020-10-03,jutaí,AM,1302306.0
2020-10-03,laguna,SC,4209409.0
2020-10-03,laranjal do jari,AP,1600279.0
2020-10-03,limoeiro do ajuru,PA,1504000.0
2020-10-03,lábrea,AM,1302405.0
2020-10-03,macapá,AP,1600303.0
2020-10-03,manacapuru,AM,1302504.0
2020-10-03,manaquiri,AM,1302553.0
2020-10-03,manaus,AM,1302603.0
2020-10-03,mangaratiba,RJ,3302601.0
2020-10-03,manicoré,AM,1302702.0
2020-10-03,marabá,PA,1504208.0
2020-10-03,maraã,AM,1302801.0
2020-10-03,marechal thaumaturgo,AC,1200351.0
2020-10-03,maués,AM,1302900.0
2020-10-03,melgaço,PA,1504505.0
2020-10-03,mocajuba,PA,1504604.0
2020-10-03,monte alegre,PA,1504802.0
2020-10-03,muaná,PA,1504901.0
2020-10-03,nhamundá,AM,1303007.0
2020-10-03,nova olinda do norte,AM,1303106.0
2020-10-03,novo airão,AM,1303205.0
2020-10-03,novo aripuanã,AM,1303304.0
2020-10-03,oeiras do pará,PA,1505205.0
2020-10-03,oriximiná,PA,1505304.0
2020-10-03,paranaguá,PR,4118204.0
2020-10-03,parintins,AM,1303403.0
2020-10-03,penedo,AL,2706703.0
2020-10-03,piaçabuçu,AL,2706802.0
2020-10-03,pilão arcado,BA,2924405.0
2020-10-03,pinheirinho do vale,RS,4314498.0
2020-10-03,ponta de pedras,PA,1505700.0
2020-10-03,portel,PA,1505809.0
2020-10-03,porto real do colégio,AL,2707503.0
2020-10-03,porto velho,RO,1100205.0
2020-10-03,porto walter,AC,1200393.0
2020-10-03,porto de moz,PA,1505908.0
2020-10-03,prainha,PA,1506005.0
2020-10-03,primeira cruz,MA,2109403.0
2020-10-03,propriá,SE,2805703.0
2020-10-03,remanso,BA,2926004.0
2020-10-03,rio grande,RS,4315602.0
2020-10-03,salvador,BA,2927408.0
2020-10-03,salvaterra,PA,1506302.0
2020-10-03,santa cruz do arari,PA,1506401.0
2020-10-03,santa isabel do rio negro,AM,1303601.0
2020-10-03,santana do são francisco,SE,2806404.0
2020-10-03,santana,AP,1600600.0
2020-10-03,santarém,PA,1506807.0
2020-10-03,santo antônio do içá,AM,1303700.0
2020-10-03,senador josé porfírio,PA,1507805.0
2020-10-03,sento sé,BA,2930204.0
2020-10-03,soure,PA,1507904.0
2020-10-03,são gabriel da cachoeira,AM,1303809.0
2020-10-03,são josé de ribamar,MA,2111201.0
2020-10-03,são josé do norte,RS,4318507.0
2020-10-03,são luís,MA,2111300.0
2020-10-03,são paulo de olivença,AM,1303908.0
2020-10-03,são sebastião da boa vista,PA,1507706.0
2020-10-03,são sebastião do uatumã,AM,1303957.0
2020-10-03,tabatinga,AM,1304062.0
2020-10-03,tapauá,AM,1304104.0
2020-10-03,tefé,AM,1304203.0
2020-10-03,terra santa,PA,1507979.0
2020-10-03,tonantins,AM,1304237.0
2020-10-03,traipu,AL,2709202.0
2020-10-03,tucumã,PA,1508084.0
2020-10-03,tucuruí,PA,1508100.0
2020-10-03,uarini,AM,1304260.0
2020-10-03,urucará,AM,1304302.0
2020-10-03,urucurituba,AM,1304401.0
2020-10-03,vera cruz,BA,2933208.0
2020-10-03,viseu,PA,1508308.0
2020-10-03,vitória do jari,AP,1600808.0
2020-10-03,vitória do xingu,PA,1508357.0
2020-10-03,xique-xique,BA,2933604.0
2020-10-03,óbidos,PA,1505106.0
2020-10-04,abaetetuba,PA,1500107.0
2020-10-04,acará,PA,1500206.0
2020-10-04,afuá,PA,1500305.0
2020-10-04,alcântara,MA,2100204.0
2020-10-04,alenquer,PA,1500404.0
2020-10-04,almeirim,PA,1500503.0
2020-10-04,altamira,PA,1500602.0
2020-10-04,alvarães,AM,1300029.0
2020-10-04,amaturá,AM,1300060.0
2020-10-04,anajás,PA,1500701.0
2020-10-04,anamã,AM,1300086.0
2020-10-04,angra dos reis,RJ,3300100.0
2020-10-04,anori,AM,1300102.0
2020-10-04,areia branca,RN,2401107.0
2020-10-04,autazes,AM,1300300.0
2020-10-04,aveiro,PA,1501006.0
2020-10-04,bagre,PA,1501105.0
2020-10-04,baião,PA,1501204.0
2020-10-04,barcarena,PA,1501303.0
2020-10-04,barcelos,AM,1300409.0
2020-10-04,barreirinha,AM,1300508.0
2020-10-04,belém,PA,1501402.0
2020-10-04,benjamin constant,AM,1300607.0
2020-10-04,beruri,AM,1300631.0
2020-10-04,boa vista do ramos,AM,1300680.0
2020-10-04,borba,AM,1300805.0
2020-10-04,brejo grande,SE,2800704.0
2020-10-04,breves,PA,1501808.0
2020-10-04,caapiranga,AM,1300839.0
2020-10-04,cachoeira do arari,PA,1502004.0
2020-10-04,cametá,PA,1502103.0
2020-10-04,canutama,AM,1300904.0
2020-10-04,carauari,AM,1301001.0
2020-10-04,careiro da várzea,AM,1301159.0
2020-10-04,carutapera,MA,2102903.0
2020-10-04,chaves,PA,1502509.0
2020-10-04,coari,AM,1301209.0
2020-10-04,codajás,AM,1301308.0
2020-10-04,cruzeiro do sul,AC,1200203.0
2020-10-04,curralinho,PA,1502806.0
2020-10-04,curuá,PA,1502855.0
2020-10-04,faro,PA,1503002.0
2020-10-04,fonte boa,AM,1301605.0
2020-10-04,gararu,SE,2802403.0
2020-10-04,grossos,RN,2404408.0
2020-10-04,guaraqueçaba,PR,4109500.0
2020-10-04,gurupá,PA,1503101.0
2020-10-04,humaitá,AM,1301704.0
2020-10-04,humberto de campos,MA,2105005.0
2020-10-04,icatu,MA,2105104.0
2020-10-04,imaruí,SC,4207205.0
2020-10-04,imperatriz,MA,2105302.0
2020-10-04,ipixuna,AM,1301803.0
2020-10-04,iranduba,AM,1301852.0
2020-10-04,itacoatiara,AM,1301902.0
2020-10-04,itaguatins,TO,1710706.0
2020-10-04,itaituba,PA,1503606.0
2020-10-04,itaparica,BA,2916104.0
2020-10-04,itapiranga,AM,1302009.0
2020-10-04,itapiranga,SC,4208401.0
2020-10-04,japurá,AM,1302108.0
2020-10-04,juruti,PA,1503903.0
2020-10-04,juruá,AM,1302207.0
2020-10-04,jutaí,AM,1302306.0
2020-10-04,laguna,SC,4209409.0
2020-10-04,laranjal do jari,AP,1600279.0
2020-10-04,limoeiro do ajuru,PA,1504000.0
2020-10-04,lábrea,AM,1302405.0
2020-10-04,macapá,AP,1600303.0
2020-10-04,manacapuru,AM,1302504.0
2020-10-04,manaquiri,AM,1302553.0
2020-10-04,manaus,AM,1302603.0
2020-10-04,mangaratiba,RJ,3302601.0
2020-10-04,manicoré,AM,1302702.0
2020-10-04,marabá,PA,1504208.0
2020-10-04,maraã,AM,1302801.0
2020-10-04,marechal thaumaturgo,AC,1200351.0
2020-10-04,maués,AM,1302900.0
2020-10-04,melgaço,PA,1504505.0
2020-10-04,mocajuba,PA,1504604.0
2020-10-04,monte alegre,PA,1504802.0
2020-10-04,muaná,PA,1504901.0
2020-10-04,nhamundá,AM,1303007.0
2020-10-04,nova olinda do norte,AM,1303106.0
2020-10-04,novo airão,AM,1303205.0
2020-10-04,novo aripuanã,AM,1303304.0
2020-10-04,oeiras do pará,PA,1505205.0
2020-10-04,oriximiná,PA,1505304.0
2020-10-04,paranaguá,PR,4118204.0
2020-10-04,parintins,AM,1303403.0
2020-10-04,penedo,AL,2706703.0
2020-10-04,piaçabuçu,AL,2706802.0
2020-10-04,pilão arcado,BA,2924405.0
2020-10-04,pinheirinho do vale,RS,4314498.0
2020-10-04,ponta de pedras,PA,1505700.0
2020-10-04,portel,PA,1505809.0
2020-10-04,porto real do colégio,AL,2707503.0
2020-10-04,porto velho,RO,1100205.0
2020-10-04,porto walter,AC,1200393.0
2020-10-04,porto de moz,PA,1505908.0
2020-10-04,prainha,PA,1506005.0
2020-10-04,primeira cruz,MA,2109403.0
2020-10-04,propriá,SE,2805703.0
2020-10-04,remanso,BA,2926004.0
2020-10-04,rio grande,RS,4315602.0
2020-10-04,salvador,BA,2927408.0
2020-10-04,salvaterra,PA,1506302.0
2020-10-04,santa cruz do arari,PA,1506401.0
2020-10-04,santa isabel do rio negro,AM,1303601.0
2020-10-04,santana do são francisco,SE,2806404.0
2020-10-04,santana,AP,1600600.0
2020-10-04,santarém,PA,1506807.0
2020-10-04,santo antônio do içá,AM,1303700.0
2020-10-04,senador josé porfírio,PA,1507805.0
2020-10-04,sento sé,BA,2930204.0
2020-10-04,soure,PA,1507904.0
2020-10-04,são gabriel da cachoeira,AM,1303809.0
2020-10-04,são josé de ribamar,MA,2111201.0
2020-10-04,são josé do norte,RS,4318507.0
2020-10-04,são luís,MA,2111300.0
2020-10-04,são paulo de olivença,AM,1303908.0
2020-10-04,são sebastião da boa vista,PA,1507706.0
2020-10-04,são sebastião do uatumã,AM,1303957.0
2020-10-04,tabatinga,AM,1304062.0
2020-10-04,tapauá,AM,1304104.0
2020-10-04,tefé,AM,1304203.0
2020-10-04,terra santa,PA,1507979.0
2020-10-04,tonantins,AM,1304237.0
2020-10-04,traipu,AL,2709202.0
2020-10-04,tucumã,PA,1508084.0
2020-10-04,tucuruí,PA,1508100.0
2020-10-04,uarini,AM,1304260.0
2020-10-04,urucará,AM,1304302.0
2020-10-04,urucurituba,AM,1304401.0
2020-10-04,vera cruz,BA,2933208.0
2020-10-04,viseu,PA,1508308.0
2020-10-04,vitória do jari,AP,1600808.0
2020-10-04,vitória do xingu,PA,1508357.0
2020-10-04,xique-xique,BA,2933604.0
2020-10-04,óbidos,PA,1505106.0
2020-10-05,abaetetuba,PA,1500107.0
2020-10-05,acará,PA,1500206.0
2020-10-05,afuá,PA,1500305.0
2020-10-05,alcântara,MA,2100204.0
2020-10-05,alenquer,PA,1500404.0
2020-10-05,almeirim,PA,1500503.0
2020-10-05,altamira,PA,1500602.0
2020-10-05,alvarães,AM,1300029.0
2020-10-05,amaturá,AM,1300060.0
2020-10-05,anajás,PA,1500701.0
2020-10-05,anamã,AM,1300086.0
2020-10-05,angra dos reis,RJ,3300100.0
2020-10-05,anori,AM,1300102.0
2020-10-05,areia branca,RN,2401107.0
2020-10-05,autazes,AM,1300300.0
2020-10-05,aveiro,PA,1501006.0
2020-10-05,bagre,PA,1501105.0
2020-10-05,baião,PA,1501204.0
2020-10-05,barcarena,PA,1501303.0
2020-10-05,barcelos,AM,1300409.0
2020-10-05,barreirinha,AM,1300508.0
2020-10-05,belém,PA,1501402.0
2020-10-05,benjamin constant,AM,1300607.0
2020-10-05,beruri,AM,1300631.0
2020-10-05,boa vista do ramos,AM,1300680.0
2020-10-05,borba,AM,1300805.0
2020-10-05,brejo grande,SE,2800704.0
2020-10-05,breves,PA,1501808.0
2020-10-05,caapiranga,AM,1300839.0
2020-10-05,cachoeira do arari,PA,1502004.0
2020-10-05,cametá,PA,1502103.0
2020-10-05,canutama,AM,1300904.0
2020-10-05,carauari,AM,1301001.0
2020-10-05,careiro da várzea,AM,1301159.0
2020-10-05,carutapera,MA,2102903.0
2020-10-05,chaves,PA,1502509.0
2020-10-05,coari,AM,1301209.0
2020-10-05,codajás,AM,1301308.0
2020-10-05,cruzeiro do sul,AC,1200203.0
2020-10-05,curralinho,PA,1502806.0
2020-10-05,curuá,PA,1502855.0
2020-10-05,faro,PA,1503002.0
2020-10-05,fonte boa,AM,1301605.0
2020-10-05,gararu,SE,2802403.0
2020-10-05,grossos,RN,2404408.0
2020-10-05,guaraqueçaba,PR,4109500.0
2020-10-05,gurupá,PA,1503101.0
2020-10-05,humaitá,AM,1301704.0
2020-10-05,humberto de campos,MA,2105005.0
2020-10-05,icatu,MA,2105104.0
2020-10-05,imaruí,SC,4207205.0
2020-10-05,imperatriz,MA,2105302.0
2020-10-05,ipixuna,AM,1301803.0
2020-10-05,iranduba,AM,1301852.0
2020-10-05,itacoatiara,AM,1301902.0
2020-10-05,itaguatins,TO,1710706.0
2020-10-05,itaituba,PA,1503606.0
2020-10-05,itaparica,BA,2916104.0
2020-10-05,itapiranga,AM,1302009.0
2020-10-05,itapiranga,SC,4208401.0
2020-10-05,japurá,AM,1302108.0
2020-10-05,juruti,PA,1503903.0
2020-10-05,juruá,AM,1302207.0
2020-10-05,jutaí,AM,1302306.0
2020-10-05,laguna,SC,4209409.0
2020-10-05,laranjal do jari,AP,1600279.0
2020-10-05,limoeiro do ajuru,PA,1504000.0
2020-10-05,lábrea,AM,1302405.0
2020-10-05,macapá,AP,1600303.0
2020-10-05,manacapuru,AM,1302504.0
2020-10-05,manaquiri,AM,1302553.0
2020-10-05,manaus,AM,1302603.0
2020-10-05,mangaratiba,RJ,3302601.0
2020-10-05,manicoré,AM,1302702.0
2020-10-05,marabá,PA,1504208.0
2020-10-05,maraã,AM,1302801.0
2020-10-05,marechal thaumaturgo,AC,1200351.0
2020-10-05,maués,AM,1302900.0
2020-10-05,melgaço,PA,1504505.0
2020-10-05,mocajuba,PA,1504604.0
2020-10-05,monte alegre,PA,1504802.0
2020-10-05,muaná,PA,1504901.0
2020-10-05,nhamundá,AM,1303007.0
2020-10-05,nova olinda do norte,AM,1303106.0
2020-10-05,novo airão,AM,1303205.0
2020-10-05,novo aripuanã,AM,1303304.0
2020-10-05,oeiras do pará,PA,1505205.0
2020-10-05,oriximiná,PA,1505304.0
2020-10-05,paranaguá,PR,4118204.0
2020-10-05,parintins,AM,1303403.0
2020-10-05,penedo,AL,2706703.0
2020-10-05,piaçabuçu,AL,2706802.0
2020-10-05,pilão arcado,BA,2924405.0
2020-10-05,pinheirinho do vale,RS,4314498.0
2020-10-05,ponta de pedras,PA,1505700.0
2020-10-05,portel,PA,1505809.0
2020-10-05,porto real do colégio,AL,2707503.0
2020-10-05,porto velho,RO,1100205.0
2020-10-05,porto walter,AC,1200393.0
2020-10-05,porto de moz,PA,1505908.0
2020-10-05,prainha,PA,1506005.0
2020-10-05,primeira cruz,MA,2109403.0
2020-10-05,propriá,SE,2805703.0
2020-10-05,remanso,BA,2926004.0
2020-10-05,rio grande,RS,4315602.0
2020-10-05,salvador,BA,2927408.0
2020-10-05,salvaterra,PA,1506302.0
2020-10-05,santa cruz do arari,PA,1506401.0
2020-10-05,santa isabel do rio negro,AM,1303601.0
2020-10-05,santana do são francisco,SE,2806404.0
2020-10-05,santana,AP,1600600.0
2020-10-05,santarém,PA,1506807.0
2020-10-05,santo antônio do içá,AM,1303700.0
2020-10-05,senador josé porfírio,PA,1507805.0
2020-10-05,sento sé,BA,2930204.0
2020-10-05,soure,PA,1507904.0
2020-10-05,são gabriel da cachoeira,AM,1303809.0
2020-10-05,são josé de ribamar,MA,2111201.0
2020-10-05,são josé do norte,RS,4318507.0
2020-10-05,são luís,MA,2111300.0
2020-10-05,são paulo de olivença,AM,1303908.0
2020-10-05,são sebastião da boa vista,PA,1507706.0
2020-10-05,são sebastião do uatumã,AM,1303957.0
2020-10-05,tabatinga,AM,1304062.0
2020-10-05,tapauá,AM,1304104.0
2020-10-05,tefé,AM,1304203.0
2020-10-05,terra santa,PA,1507979.0
2020-10-05,tonantins,AM,1304237.0
2020-10-05,traipu,AL,2709202.0
2020-10-05,tucumã,PA,1508084.0
2020-10-05,tucuruí,PA,1508100.0
2020-10-05,uarini,AM,1304260.0
2020-10-05,urucará,AM,1304302.0
2020-10-05,urucurituba,AM,1304401.0
2020-10-05,vera cruz,BA,2933208.0
2020-10-05,viseu,PA,1508308.0
2020-10-05,vitória do jari,AP,1600808.0
2020-10-05,vitória do xingu,PA,1508357.0
2020-10-05,xique-xique,BA,2933604.0
2020-10-05,óbidos,PA,1505106.0
2020-10-06,abaetetuba,PA,1500107.0
2020-10-06,acará,PA,1500206.0
2020-10-06,afuá,PA,1500305.0
2020-10-06,alcântara,MA,2100204.0
2020-10-06,alenquer,PA,1500404.0
2020-10-06,almeirim,PA,1500503.0
2020-10-06,altamira,PA,1500602.0
2020-10-06,alvarães,AM,1300029.0
2020-10-06,amaturá,AM,1300060.0
2020-10-06,anajás,PA,1500701.0
2020-10-06,anamã,AM,1300086.0
2020-10-06,angra dos reis,RJ,3300100.0
2020-10-06,anori,AM,1300102.0
2020-10-06,areia branca,RN,2401107.0
2020-10-06,autazes,AM,1300300.0
2020-10-06,aveiro,PA,1501006.0
2020-10-06,bagre,PA,1501105.0
2020-10-06,baião,PA,1501204.0
2020-10-06,barcarena,PA,1501303.0
2020-10-06,barcelos,AM,1300409.0
2020-10-06,barreirinha,AM,1300508.0
2020-10-06,belém,PA,1501402.0
2020-10-06,benjamin constant,AM,1300607.0
2020-10-06,beruri,AM,1300631.0
2020-10-06,boa vista do ramos,AM,1300680.0
2020-10-06,borba,AM,1300805.0
2020-10-06,brejo grande,SE,2800704.0
2020-10-06,breves,PA,1501808.0
2020-10-06,caapiranga,AM,1300839.0
2020-10-06,cachoeira do arari,PA,1502004.0
2020-10-06,cametá,PA,1502103.0
2020-10-06,canutama,AM,1300904.0
2020-10-06,carauari,AM,1301001.0
2020-10-06,careiro da várzea,AM,1301159.0
2020-10-06,carutapera,MA,2102903.0
2020-10-06,chaves,PA,1502509.0
2020-10-06,coari,AM,1301209.0
2020-10-06,codajás,AM,1301308.0
2020-10-06,cruzeiro do sul,AC,1200203.0
2020-10-06,curralinho,PA,1502806.0
2020-10-06,curuá,PA,1502855.0
2020-10-06,faro,PA,1503002.0
2020-10-06,fonte boa,AM,1301605.0
2020-10-06,gararu,SE,2802403.0
2020-10-06,grossos,RN,2404408.0
2020-10-06,guaraqueçaba,PR,4109500.0
2020-10-06,gurupá,PA,1503101.0
2020-10-06,humaitá,AM,1301704.0
2020-10-06,humberto de campos,MA,2105005.0
2020-10-06,icatu,MA,2105104.0
2020-10-06,imaruí,SC,4207205.0
2020-10-06,imperatriz,MA,2105302.0
2020-10-06,ipixuna,AM,1301803.0
2020-10-06,iranduba,AM,1301852.0
2020-10-06,itacoatiara,AM,1301902.0
2020-10-06,itaguatins,TO,1710706.0
2020-10-06,itaituba,PA,1503606.0
2020-10-06,itaparica,BA,2916104.0
2020-10-06,itapiranga,AM,1302009.0
2020-10-06,itapiranga,SC,4208401.0
2020-10-06,japurá,AM,1302108.0
2020-10-06,juruti,PA,1503903.0
2020-10-06,juruá,AM,1302207.0
2020-10-06,jutaí,AM,1302306.0
2020-10-06,laguna,SC,4209409.0
2020-10-06,laranjal do jari,AP,1600279.0
2020-10-06,limoeiro do ajuru,PA,1504000.0
2020-10-06,lábrea,AM,1302405.0
2020-10-06,macapá,AP,1600303.0
2020-10-06,manacapuru,AM,1302504.0
2020-10-06,manaquiri,AM,1302553.0
2020-10-06,manaus,AM,1302603.0
2020-10-06,mangaratiba,RJ,3302601.0
2020-10-06,manicoré,AM,1302702.0
2020-10-06,marabá,PA,1504208.0
2020-10-06,maraã,AM,1302801.0
2020-10-06,marechal thaumaturgo,AC,1200351.0
2020-10-06,maués,AM,1302900.0
2020-10-06,melgaço,PA,1504505.0
2020-10-06,mocajuba,PA,1504604.0
2020-10-06,monte alegre,PA,1504802.0
2020-10-06,muaná,PA,1504901.0
2020-10-06,nhamundá,AM,1303007.0
2020-10-06,nova olinda do norte,AM,1303106.0
2020-10-06,novo airão,AM,1303205.0
2020-10-06,novo aripuanã,AM,1303304.0
2020-10-06,oeiras do pará,PA,1505205.0
2020-10-06,oriximiná,PA,1505304.0
2020-10-06,paranaguá,PR,4118204.0
2020-10-06,parintins,AM,1303403.0
2020-10-06,penedo,AL,2706703.0
2020-10-06,piaçabuçu,AL,2706802.0
2020-10-06,pilão arcado,BA,2924405.0
2020-10-06,pinheirinho do vale,RS,4314498.0
2020-10-06,ponta de pedras,PA,1505700.0
2020-10-06,portel,PA,1505809.0
2020-10-06,porto real do colégio,AL,2707503.0
2020-10-06,porto velho,RO,1100205.0
2020-10-06,porto walter,AC,1200393.0
2020-10-06,porto de moz,PA,1505908.0
2020-10-06,prainha,PA,1506005.0
2020-10-06,primeira cruz,MA,2109403.0
2020-10-06,propriá,SE,2805703.0
2020-10-06,remanso,BA,2926004.0
2020-10-06,rio grande,RS,4315602.0
2020-10-06,salvador,BA,2927408.0
2020-10-06,salvaterra,PA,1506302.0
2020-10-06,santa cruz do arari,PA,1506401.0
2020-10-06,santa isabel do rio negro,AM,1303601.0
2020-10-06,santana do são francisco,SE,2806404.0
2020-10-06,santana,AP,1600600.0
2020-10-06,santarém,PA,1506807.0
2020-10-06,santo antônio do içá,AM,1303700.0
2020-10-06,senador josé porfírio,PA,1507805.0
2020-10-06,sento sé,BA,2930204.0
2020-10-06,soure,PA,1507904.0
2020-10-06,são gabriel da cachoeira,AM,1303809.0
2020-10-06,são josé de ribamar,MA,2111201.0
2020-10-06,são josé do norte,RS,4318507.0
2020-10-06,são luís,MA,2111300.0
2020-10-06,são paulo de olivença,AM,1303908.0
2020-10-06,são sebastião da boa vista,PA,1507706.0
2020-10-06,são sebastião do uatumã,AM,1303957.0
2020-10-06,tabatinga,AM,1304062.0
2020-10-06,tapauá,AM,1304104.0
2020-10-06,tefé,AM,1304203.0
2020-10-06,terra santa,PA,1507979.0
2020-10-06,tonantins,AM,1304237.0
2020-10-06,traipu,AL,2709202.0
2020-10-06,tucumã,PA,1508084.0
2020-10-06,tucuruí,PA,1508100.0
2020-10-06,uarini,AM,1304260.0
2020-10-06,urucará,AM,1304302.0
2020-10-06,urucurituba,AM,1304401.0
2020-10-06,vera cruz,BA,2933208.0
2020-10-06,viseu,PA,1508308.0
2020-10-06,vitória do jari,AP,1600808.0
2020-10-06,vitória do xingu,PA,1508357.0
2020-10-06,xique-xique,BA,2933604.0
2020-10-06,óbidos,PA,1505106.0
2020-10-07,abaetetuba,PA,1500107.0
2020-10-07,acará,PA,1500206.0
2020-10-07,afuá,PA,1500305.0
2020-10-07,alcântara,MA,2100204.0
2020-10-07,alenquer,PA,1500404.0
2020-10-07,almeirim,PA,1500503.0
2020-10-07,altamira,PA,1500602.0
2020-10-07,alvarães,AM,1300029.0
2020-10-07,amaturá,AM,1300060.0
2020-10-07,anajás,PA,1500701.0
2020-10-07,anamã,AM,1300086.0
2020-10-07,angra dos reis,RJ,3300100.0
2020-10-07,anori,AM,1300102.0
2020-10-07,areia branca,RN,2401107.0
2020-10-07,autazes,AM,1300300.0
2020-10-07,aveiro,PA,1501006.0
2020-10-07,bagre,PA,1501105.0
2020-10-07,baião,PA,1501204.0
2020-10-07,barcarena,PA,1501303.0
2020-10-07,barcelos,AM,1300409.0
2020-10-07,barreirinha,AM,1300508.0
2020-10-07,belém,PA,1501402.0
2020-10-07,benjamin constant,AM,1300607.0
2020-10-07,beruri,AM,1300631.0
2020-10-07,boa vista do ramos,AM,1300680.0
2020-10-07,borba,AM,1300805.0
2020-10-07,brejo grande,SE,2800704.0
2020-10-07,breves,PA,1501808.0
2020-10-07,caapiranga,AM,1300839.0
2020-10-07,cachoeira do arari,PA,1502004.0
2020-10-07,cametá,PA,1502103.0
2020-10-07,canutama,AM,1300904.0
2020-10-07,carauari,AM,1301001.0
2020-10-07,careiro da várzea,AM,1301159.0
2020-10-07,carutapera,MA,2102903.0
2020-10-07,chaves,PA,1502509.0
2020-10-07,coari,AM,1301209.0
2020-10-07,codajás,AM,1301308.0
2020-10-07,cruzeiro do sul,AC,1200203.0
2020-10-07,curralinho,PA,1502806.0
2020-10-07,curuá,PA,1502855.0
2020-10-07,faro,PA,1503002.0
2020-10-07,fonte boa,AM,1301605.0
2020-10-07,gararu,SE,2802403.0
2020-10-07,grossos,RN,2404408.0
2020-10-07,guaraqueçaba,PR,4109500.0
2020-10-07,gurupá,PA,1503101.0
2020-10-07,humaitá,AM,1301704.0
2020-10-07,humberto de campos,MA,2105005.0
2020-10-07,icatu,MA,2105104.0
2020-10-07,imaruí,SC,4207205.0
2020-10-07,imperatriz,MA,2105302.0
2020-10-07,ipixuna,AM,1301803.0
2020-10-07,iranduba,AM,1301852.0
2020-10-07,itacoatiara,AM,1301902.0
2020-10-07,itaguatins,TO,1710706.0
2020-10-07,itaituba,PA,1503606.0
2020-10-07,itaparica,BA,2916104.0
2020-10-07,itapiranga,AM,1302009.0
2020-10-07,itapiranga,SC,4208401.0
2020-10-07,japurá,AM,1302108.0
2020-10-07,juruti,PA,1503903.0
2020-10-07,juruá,AM,1302207.0
2020-10-07,jutaí,AM,1302306.0
2020-10-07,laguna,SC,4209409.0
2020-10-07,laranjal do jari,AP,1600279.0
2020-10-07,limoeiro do ajuru,PA,1504000.0
2020-10-07,lábrea,AM,1302405.0
2020-10-07,macapá,AP,1600303.0
2020-10-07,manacapuru,AM,1302504.0
2020-10-07,manaquiri,AM,1302553.0
2020-10-07,manaus,AM,1302603.0
2020-10-07,mangaratiba,RJ,3302601.0
2020-10-07,manicoré,AM,1302702.0
2020-10-07,marabá,PA,1504208.0
2020-10-07,maraã,AM,1302801.0
2020-10-07,marechal thaumaturgo,AC,1200351.0
2020-10-07,maués,AM,1302900.0
2020-10-07,melgaço,PA,1504505.0
2020-10-07,mocajuba,PA,1504604.0
2020-10-07,monte alegre,PA,1504802.0
2020-10-07,muaná,PA,1504901.0
2020-10-07,nhamundá,AM,1303007.0
2020-10-07,nova olinda do norte,AM,1303106.0
2020-10-07,novo airão,AM,1303205.0
2020-10-07,novo aripuanã,AM,1303304.0
2020-10-07,oeiras do pará,PA,1505205.0
2020-10-07,oriximiná,PA,1505304.0
2020-10-07,paranaguá,PR,4118204.0
2020-10-07,parintins,AM,1303403.0
2020-10-07,penedo,AL,2706703.0
2020-10-07,piaçabuçu,AL,2706802.0
2020-10-07,pilão arcado,BA,2924405.0
2020-10-07,pinheirinho do vale,RS,4314498.0
2020-10-07,ponta de pedras,PA,1505700.0
2020-10-07,portel,PA,1505809.0
2020-10-07,porto real do colégio,AL,2707503.0
2020-10-07,porto velho,RO,1100205.0
2020-10-07,porto walter,AC,1200393.0
2020-10-07,porto de moz,PA,1505908.0
2020-10-07,prainha,PA,1506005.0
2020-10-07,primeira cruz,MA,2109403.0
2020-10-07,propriá,SE,2805703.0
2020-10-07,remanso,BA,2926004.0
2020-10-07,rio grande,RS,4315602.0
2020-10-07,salvador,BA,2927408.0
2020-10-07,salvaterra,PA,1506302.0
2020-10-07,santa cruz do arari,PA,1506401.0
2020-10-07,santa isabel do rio negro,AM,1303601.0
2020-10-07,santana do são francisco,SE,2806404.0
2020-10-07,santana,AP,1600600.0
2020-10-07,santarém,PA,1506807.0
2020-10-07,santo antônio do içá,AM,1303700.0
2020-10-07,senador josé porfírio,PA,1507805.0
2020-10-07,sento sé,BA,2930204.0
2020-10-07,soure,PA,1507904.0
2020-10-07,são gabriel da cachoeira,AM,1303809.0
2020-10-07,são josé de ribamar,MA,2111201.0
2020-10-07,são josé do norte,RS,4318507.0
2020-10-07,são luís,MA,2111300.0
