Datas,Cidades,Estados,Geocode
2020-10-07,são paulo de olivença,AM,1303908.0
2020-10-07,são sebastião da boa vista,PA,1507706.0
2020-10-07,são sebastião do uatumã,AM,1303957.0
2020-10-07,tabatinga,AM,1304062.0
2020-10-07,tapauá,AM,1304104.0
2020-10-07,tefé,AM,1304203.0
2020-10-07,terra santa,PA,1507979.0
2020-10-07,tonantins,AM,1304237.0
2020-10-07,traipu,AL,2709202.0
2020-10-07,tucumã,PA,1508084.0
2020-10-07,tucuruí,PA,1508100.0
2020-10-07,uarini,AM,1304260.0
2020-10-07,urucará,AM,1304302.0
2020-10-07,urucurituba,AM,1304401.0
2020-10-07,vera cruz,BA,2933208.0
2020-10-07,viseu,PA,1508308.0
2020-10-07,vitória do jari,AP,1600808.0
2020-10-07,vitória do xingu,PA,1508357.0
2020-10-07,xique-xique,BA,2933604.0
2020-10-07,óbidos,PA,1505106.0
2020-10-08,abaetetuba,PA,1500107.0
2020-10-08,acará,PA,1500206.0
2020-10-08,afuá,PA,1500305.0
2020-10-08,alcântara,MA,2100204.0
2020-10-08,alenquer,PA,1500404.0
2020-10-08,almeirim,PA,1500503.0
2020-10-08,altamira,PA,1500602.0
2020-10-08,alvarães,AM,1300029.0
2020-10-08,amaturá,AM,1300060.0
2020-10-08,anajás,PA,1500701.0
2020-10-08,anamã,AM,1300086.0
2020-10-08,angra dos reis,RJ,3300100.0
2020-10-08,anori,AM,1300102.0
2020-10-08,areia branca,RN,2401107.0
2020-10-08,autazes,AM,1300300.0
2020-10-08,aveiro,PA,1501006.0
2020-10-08,bagre,PA,1501105.0
2020-10-08,baião,PA,1501204.0
2020-10-08,barcarena,PA,1501303.0
2020-10-08,barcelos,AM,1300409.0
2020-10-08,barreirinha,AM,1300508.0
2020-10-08,belém,PA,1501402.0
2020-10-08,benjamin constant,AM,1300607.0
2020-10-08,beruri,AM,1300631.0
2020-10-08,boa vista do ramos,AM,1300680.0
2020-10-08,borba,AM,1300805.0
2020-10-08,brejo grande,SE,2800704.0
2020-10-08,breves,PA,1501808.0
2020-10-08,caapiranga,AM,1300839.0
2020-10-08,cachoeira do arari,PA,1502004.0
2020-10-08,cametá,PA,1502103.0
2020-10-08,canutama,AM,1300904.0
2020-10-08,carauari,AM,1301001.0
2020-10-08,careiro da várzea,AM,1301159.0
2020-10-08,carutapera,MA,2102903.0
2020-10-08,chaves,PA,1502509.0
2020-10-08,coari,AM,1301209.0
2020-10-08,codajás,AM,1301308.0
2020-10-08,cruzeiro do sul,AC,1200203.0
2020-10-08,curralinho,PA,1502806.0
2020-10-08,curuá,PA,1502855.0
2020-10-08,faro,PA,1503002.0
2020-10-08,fonte boa,AM,1301605.0
2020-10-08,gararu,SE,2802403.0
2020-10-08,grossos,RN,2404408.0
2020-10-08,guaraqueçaba,PR,4109500.0
2020-10-08,gurupá,PA,1503101.0
2020-10-08,humaitá,AM,1301704.0
2020-10-08,humberto de campos,MA,2105005.0
2020-10-08,icatu,MA,2105104.0
2020-10-08,imaruí,SC,4207205.0
2020-10-08,imperatriz,MA,2105302.0
2020-10-08,ipixuna,AM,1301803.0
2020-10-08,iranduba,AM,1301852.0
2020-10-08,itacoatiara,AM,1301902.0
2020-10-08,itaguatins,TO,1710706.0
2020-10-08,itaituba,PA,1503606.0
2020-10-08,itaparica,BA,2916104.0
2020-10-08,itapiranga,AM,1302009.0
2020-10-08,itapiranga,SC,4208401.0
2020-10-08,japurá,AM,1302108.0
2020-10-08,juruti,PA,1503903.0
2020-10-08,juruá,AM,1302207.0
2020-10-08,jutaí,AM,1302306.0
2020-10-08,laguna,SC,4209409.0
2020-10-08,laranjal do jari,AP,1600279.0
2020-10-08,limoeiro do ajuru,PA,1504000.0
2020-10-08,lábrea,AM,1302405.0
2020-10-08,macapá,AP,1600303.0
2020-10-08,manacapuru,AM,1302504.0
2020-10-08,manaquiri,AM,1302553.0
2020-10-08,manaus,AM,1302603.0
2020-10-08,mangaratiba,RJ,3302601.0
2020-10-08,manicoré,AM,1302702.0
2020-10-08,marabá,PA,1504208.0
2020-10-08,maraã,AM,1302801.0
2020-10-08,marechal thaumaturgo,AC,1200351.0
2020-10-08,maués,AM,1302900.0
2020-10-08,melgaço,PA,1504505.0
2020-10-08,mocajuba,PA,1504604.0
2020-10-08,monte alegre,PA,1504802.0
2020-10-08,muaná,PA,1504901.0
2020-10-08,nhamundá,AM,1303007.0
2020-10-08,nova olinda do norte,AM,1303106.0
2020-10-08,novo airão,AM,1303205.0
2020-10-08,novo aripuanã,AM,1303304.0
2020-10-08,oeiras do pará,PA,1505205.0
2020-10-08,oriximiná,PA,1505304.0
2020-10-08,paranaguá,PR,4118204.0
2020-10-08,parintins,AM,1303403.0
2020-10-08,penedo,AL,2706703.0
2020-10-08,piaçabuçu,AL,2706802.0
2020-10-08,pilão arcado,BA,2924405.0
2020-10-08,pinheirinho do vale,RS,4314498.0
2020-10-08,ponta de pedras,PA,1505700.0
2020-10-08,portel,PA,1505809.0
2020-10-08,porto real do colégio,AL,2707503.0
2020-10-08,porto velho,RO,1100205.0
2020-10-08,porto walter,AC,1200393.0
2020-10-08,porto de moz,PA,1505908.0
2020-10-08,prainha,PA,1506005.0
2020-10-08,primeira cruz,MA,2109403.0
2020-10-08,propriá,SE,2805703.0
2020-10-08,remanso,BA,2926004.0
2020-10-08,rio grande,RS,4315602.0
2020-10-08,salvador,BA,2927408.0
2020-10-08,salvaterra,PA,1506302.0
2020-10-08,santa cruz do arari,PA,1506401.0
2020-10-08,santa isabel do rio negro,AM,1303601.0
2020-10-08,santana do são francisco,SE,2806404.0
2020-10-08,santana,AP,1600600.0
2020-10-08,santarém,PA,1506807.0
2020-10-08,santo antônio do içá,AM,1303700.0
2020-10-08,senador josé porfírio,PA,1507805.0
2020-10-08,sento sé,BA,2930204.0
2020-10-08,soure,PA,1507904.0
2020-10-08,são gabriel da cachoeira,AM,1303809.0
2020-10-08,são josé de ribamar,MA,2111201.0
2020-10-08,são josé do norte,RS,4318507.0
2020-10-08,são luís,MA,2111300.0
2020-10-08,são paulo de olivença,AM,1303908.0
2020-10-08,são sebastião da boa vista,PA,1507706.0
2020-10-08,são sebastião do uatumã,AM,1303957.0
2020-10-08,tabatinga,AM,1304062.0
2020-10-08,tapauá,AM,1304104.0
2020-10-08,tefé,AM,1304203.0
2020-10-08,terra santa,PA,1507979.0
2020-10-08,tonantins,AM,1304237.0
2020-10-08,traipu,AL,2709202.0
2020-10-08,tucumã,PA,1508084.0
2020-10-08,tucuruí,PA,1508100.0
2020-10-08,uarini,AM,1304260.0
2020-10-08,urucará,AM,1304302.0
2020-10-08,urucurituba,AM,1304401.0
2020-10-08,vera cruz,BA,2933208.0
2020-10-08,viseu,PA,1508308.0
2020-10-08,vitória do jari,AP,1600808.0
2020-10-08,vitória do xingu,PA,1508357.0
2020-10-08,xique-xique,BA,2933604.0
2020-10-08,óbidos,PA,1505106.0
2020-10-09,abaetetuba,PA,1500107.0
2020-10-09,acará,PA,1500206.0
2020-10-09,afuá,PA,1500305.0
2020-10-09,alcântara,MA,2100204.0
2020-10-09,alenquer,PA,1500404.0
2020-10-09,almeirim,PA,1500503.0
2020-10-09,altamira,PA,1500602.0
2020-10-09,alvarães,AM,1300029.0
2020-10-09,amaturá,AM,1300060.0
2020-10-09,anajás,PA,1500701.0
2020-10-09,anamã,AM,1300086.0
2020-10-09,angra dos reis,RJ,3300100.0
2020-10-09,anori,AM,1300102.0
2020-10-09,areia branca,RN,2401107.0
2020-10-09,autazes,AM,1300300.0
2020-10-09,aveiro,PA,1501006.0
2020-10-09,bagre,PA,1501105.0
2020-10-09,baião,PA,1501204.0
2020-10-09,barcarena,PA,1501303.0
2020-10-09,barcelos,AM,1300409.0
2020-10-09,barreirinha,AM,1300508.0
2020-10-09,belém,PA,1501402.0
2020-10-09,benjamin constant,AM,1300607.0
2020-10-09,beruri,AM,1300631.0
2020-10-09,boa vista do ramos,AM,1300680.0
2020-10-09,borba,AM,1300805.0
2020-10-09,brejo grande,SE,2800704.0
2020-10-09,breves,PA,1501808.0
2020-10-09,caapiranga,AM,1300839.0
2020-10-09,cachoeira do arari,PA,1502004.0
2020-10-09,cametá,PA,1502103.0
2020-10-09,canutama,AM,1300904.0
2020-10-09,carauari,AM,1301001.0
2020-10-09,careiro da várzea,AM,1301159.0
2020-10-09,carutapera,MA,2102903.0
2020-10-09,chaves,PA,1502509.0
2020-10-09,coari,AM,1301209.0
2020-10-09,codajás,AM,1301308.0
2020-10-09,cruzeiro do sul,AC,1200203.0
2020-10-09,curralinho,PA,1502806.0
2020-10-09,curuá,PA,1502855.0
2020-10-09,faro,PA,1503002.0
2020-10-09,fonte boa,AM,1301605.0
2020-10-09,gararu,SE,2802403.0
2020-10-09,grossos,RN,2404408.0
2020-10-09,guaraqueçaba,PR,4109500.0
2020-10-09,gurupá,PA,1503101.0
2020-10-09,humaitá,AM,1301704.0
2020-10-09,humberto de campos,MA,2105005.0
2020-10-09,icatu,MA,2105104.0
2020-10-09,imaruí,SC,4207205.0
2020-10-09,imperatriz,MA,2105302.0
2020-10-09,ipixuna,AM,1301803.0
2020-10-09,iranduba,AM,1301852.0
2020-10-09,itacoatiara,AM,1301902.0
2020-10-09,itaguatins,TO,1710706.0
2020-10-09,itaituba,PA,1503606.0
2020-10-09,itaparica,BA,2916104.0
2020-10-09,itapiranga,AM,1302009.0
2020-10-09,itapiranga,SC,4208401.0
2020-10-09,japurá,AM,1302108.0
2020-10-09,juruti,PA,1503903.0
2020-10-09,juruá,AM,1302207.0
2020-10-09,jutaí,AM,1302306.0
2020-10-09,laguna,SC,4209409.0
2020-10-09,laranjal do jari,AP,1600279.0
2020-10-09,limoeiro do ajuru,PA,1504000.0
2020-10-09,lábrea,AM,1302405.0
2020-10-09,macapá,AP,1600303.0
2020-10-09,manacapuru,AM,1302504.0
2020-10-09,manaquiri,AM,1302553.0
2020-10-09,manaus,AM,1302603.0
2020-10-09,mangaratiba,RJ,3302601.0
2020-10-09,manicoré,AM,1302702.0
2020-10-09,marabá,PA,1504208.0
2020-10-09,maraã,AM,1302801.0
2020-10-09,marechal thaumaturgo,AC,1200351.0
2020-10-09,maués,AM,1302900.0
2020-10-09,melgaço,PA,1504505.0
2020-10-09,mocajuba,PA,1504604.0
2020-10-09,monte alegre,PA,1504802.0
2020-10-09,muaná,PA,1504901.0
2020-10-09,nhamundá,AM,1303007.0
2020-10-09,nova olinda do norte,AM,1303106.0
2020-10-09,novo airão,AM,1303205.0
2020-10-09,novo aripuanã,AM,1303304.0
2020-10-09,oeiras do pará,PA,1505205.0
2020-10-09,oriximiná,PA,1505304.0
2020-10-09,paranaguá,PR,4118204.0
2020-10-09,parintins,AM,1303403.0
2020-10-09,penedo,AL,2706703.0
2020-10-09,piaçabuçu,AL,2706802.0
2020-10-09,pilão arcado,BA,2924405.0
2020-10-09,pinheirinho do vale,RS,4314498.0
2020-10-09,ponta de pedras,PA,1505700.0
2020-10-09,portel,PA,1505809.0
2020-10-09,porto real do colégio,AL,2707503.0
2020-10-09,porto velho,RO,1100205.0
2020-10-09,porto walter,AC,1200393.0
2020-10-09,porto de moz,PA,1505908.0
2020-10-09,prainha,PA,1506005.0
2020-10-09,primeira cruz,MA,2109403.0
2020-10-09,propriá,SE,2805703.0
2020-10-09,remanso,BA,2926004.0
2020-10-09,rio grande,RS,4315602.0
2020-10-09,salvador,BA,2927408.0
2020-10-09,salvaterra,PA,1506302.0
2020-10-09,santa cruz do arari,PA,1506401.0
2020-10-09,santa isabel do rio negro,AM,1303601.0
2020-10-09,santana do são francisco,SE,2806404.0
2020-10-09,santana,AP,1600600.0
2020-10-09,santarém,PA,1506807.0
2020-10-09,santo antônio do içá,AM,1303700.0
2020-10-09,senador josé porfírio,PA,1507805.0
2020-10-09,sento sé,BA,2930204.0
2020-10-09,soure,PA,1507904.0
2020-10-09,são gabriel da cachoeira,AM,1303809.0
2020-10-09,são josé de ribamar,MA,2111201.0
2020-10-09,são josé do norte,RS,4318507.0
2020-10-09,são luís,MA,2111300.0
2020-10-09,são paulo de olivença,AM,1303908.0
2020-10-09,são sebastião da boa vista,PA,1507706.0
2020-10-09,são sebastião do uatumã,AM,1303957.0
2020-10-09,tabatinga,AM,1304062.0
2020-10-09,tapauá,AM,1304104.0
2020-10-09,tefé,AM,1304203.0
2020-10-09,terra santa,PA,1507979.0
2020-10-09,tonantins,AM,1304237.0
2020-10-09,traipu,AL,2709202.0
2020-10-09,tucumã,PA,1508084.0
2020-10-09,tucuruí,PA,1508100.0
2020-10-09,uarini,AM,1304260.0
2020-10-09,urucará,AM,1304302.0
2020-10-09,urucurituba,AM,1304401.0
2020-10-09,vera cruz,BA,2933208.0
2020-10-09,viseu,PA,1508308.0
2020-10-09,vitória do jari,AP,1600808.0
2020-10-09,vitória do xingu,PA,1508357.0
2020-10-09,xique-xique,BA,2933604.0
2020-10-09,óbidos,PA,1505106.0
2020-10-10,abaetetuba,PA,1500107.0
2020-10-10,acará,PA,1500206.0
2020-10-10,afuá,PA,1500305.0
2020-10-10,alcântara,MA,2100204.0
2020-10-10,alenquer,PA,1500404.0
2020-10-10,almeirim,PA,1500503.0
2020-10-10,altamira,PA,1500602.0
2020-10-10,alvarães,AM,1300029.0
2020-10-10,amaturá,AM,1300060.0
2020-10-10,anajás,PA,1500701.0
2020-10-10,anamã,AM,1300086.0
2020-10-10,angra dos reis,RJ,3300100.0
2020-10-10,anori,AM,1300102.0
2020-10-10,areia branca,RN,2401107.0
2020-10-10,autazes,AM,1300300.0
2020-10-10,aveiro,PA,1501006.0
2020-10-10,bagre,PA,1501105.0
2020-10-10,baião,PA,1501204.0
2020-10-10,barcarena,PA,1501303.0
2020-10-10,barcelos,AM,1300409.0
2020-10-10,barreirinha,AM,1300508.0
2020-10-10,belém,PA,1501402.0
2020-10-10,benjamin constant,AM,1300607.0
2020-10-10,beruri,AM,1300631.0
2020-10-10,boa vista do ramos,AM,1300680.0
2020-10-10,borba,AM,1300805.0
2020-10-10,brejo grande,SE,2800704.0
2020-10-10,breves,PA,1501808.0
2020-10-10,caapiranga,AM,1300839.0
2020-10-10,cachoeira do arari,PA,1502004.0
2020-10-10,cametá,PA,1502103.0
2020-10-10,canutama,AM,1300904.0
2020-10-10,carauari,AM,1301001.0
2020-10-10,careiro da várzea,AM,1301159.0
2020-10-10,carutapera,MA,2102903.0
2020-10-10,chaves,PA,1502509.0
2020-10-10,coari,AM,1301209.0
2020-10-10,codajás,AM,1301308.0
2020-10-10,cruzeiro do sul,AC,1200203.0
2020-10-10,curralinho,PA,1502806.0
2020-10-10,curuá,PA,1502855.0
2020-10-10,faro,PA,1503002.0
2020-10-10,fonte boa,AM,1301605.0
2020-10-10,gararu,SE,2802403.0
2020-10-10,grossos,RN,2404408.0
2020-10-10,guaraqueçaba,PR,4109500.0
2020-10-10,gurupá,PA,1503101.0
2020-10-10,humaitá,AM,1301704.0
2020-10-10,humberto de campos,MA,2105005.0
2020-10-10,icatu,MA,2105104.0
2020-10-10,imaruí,SC,4207205.0
2020-10-10,imperatriz,MA,2105302.0
2020-10-10,ipixuna,AM,1301803.0
2020-10-10,iranduba,AM,1301852.0
2020-10-10,itacoatiara,AM,1301902.0
2020-10-10,itaguatins,TO,1710706.0
2020-10-10,itaituba,PA,1503606.0
2020-10-10,itaparica,BA,2916104.0
2020-10-10,itapiranga,AM,1302009.0
2020-10-10,itapiranga,SC,4208401.0
2020-10-10,japurá,AM,1302108.0
2020-10-10,juruti,PA,1503903.0
2020-10-10,juruá,AM,1302207.0
2020-10-10,jutaí,AM,1302306.0
2020-10-10,laguna,SC,4209409.0
2020-10-10,laranjal do jari,AP,1600279.0
2020-10-10,limoeiro do ajuru,PA,1504000.0
2020-10-10,lábrea,AM,1302405.0
2020-10-10,macapá,AP,1600303.0
2020-10-10,manacapuru,AM,1302504.0
2020-10-10,manaquiri,AM,1302553.0
2020-10-10,manaus,AM,1302603.0
2020-10-10,mangaratiba,RJ,3302601.0
2020-10-10,manicoré,AM,1302702.0
2020-10-10,marabá,PA,1504208.0
2020-10-10,maraã,AM,1302801.0
2020-10-10,marechal thaumaturgo,AC,1200351.0
2020-10-10,maués,AM,1302900.0
2020-10-10,melgaço,PA,1504505.0
2020-10-10,mocajuba,PA,1504604.0
2020-10-10,monte alegre,PA,1504802.0
2020-10-10,muaná,PA,1504901.0
2020-10-10,nhamundá,AM,1303007.0
2020-10-10,nova olinda do norte,AM,1303106.0
2020-10-10,novo airão,AM,1303205.0
2020-10-10,novo aripuanã,AM,1303304.0
2020-10-10,oeiras do pará,PA,1505205.0
2020-10-10,oriximiná,PA,1505304.0
2020-10-10,paranaguá,PR,4118204.0
2020-10-10,parintins,AM,1303403.0
2020-10-10,penedo,AL,2706703.0
2020-10-10,piaçabuçu,AL,2706802.0
2020-10-10,pilão arcado,BA,2924405.0
2020-10-10,pinheirinho do vale,RS,4314498.0
2020-10-10,ponta de pedras,PA,1505700.0
2020-10-10,portel,PA,1505809.0
2020-10-10,porto real do colégio,AL,2707503.0
2020-10-10,porto velho,RO,1100205.0
2020-10-10,porto walter,AC,1200393.0
2020-10-10,porto de moz,PA,1505908.0
2020-10-10,prainha,PA,1506005.0
2020-10-10,primeira cruz,MA,2109403.0
2020-10-10,propriá,SE,2805703.0
2020-10-10,remanso,BA,2926004.0
2020-10-10,rio grande,RS,4315602.0
2020-10-10,salvador,BA,2927408.0
2020-10-10,salvaterra,PA,1506302.0
2020-10-10,santa cruz do arari,PA,1506401.0
2020-10-10,santa isabel do rio negro,AM,1303601.0
2020-10-10,santana do são francisco,SE,2806404.0
2020-10-10,santana,AP,1600600.0
2020-10-10,santarém,PA,1506807.0
2020-10-10,santo antônio do içá,AM,1303700.0
2020-10-10,senador josé porfírio,PA,1507805.0
2020-10-10,sento sé,BA,2930204.0
2020-10-10,soure,PA,1507904.0
2020-10-10,são gabriel da cachoeira,AM,1303809.0
2020-10-10,são josé de ribamar,MA,2111201.0
2020-10-10,são josé do norte,RS,4318507.0
2020-10-10,são luís,MA,2111300.0
2020-10-10,são paulo de olivença,AM,1303908.0
2020-10-10,são sebastião da boa vista,PA,1507706.0
2020-10-10,são sebastião do uatumã,AM,1303957.0
2020-10-10,tabatinga,AM,1304062.0
2020-10-10,tapauá,AM,1304104.0
2020-10-10,tefé,AM,1304203.0
2020-10-10,terra santa,PA,1507979.0
2020-10-10,tonantins,AM,1304237.0
2020-10-10,traipu,AL,2709202.0
2020-10-10,tucumã,PA,1508084.0
2020-10-10,tucuruí,PA,1508100.0
2020-10-10,uarini,AM,1304260.0
2020-10-10,urucará,AM,1304302.0
2020-10-10,urucurituba,AM,1304401.0
2020-10-10,vera cruz,BA,2933208.0
2020-10-10,viseu,PA,1508308.0
2020-10-10,vitória do jari,AP,1600808.0
2020-10-10,vitória do xingu,PA,1508357.0
2020-10-10,xique-xique,BA,2933604.0
2020-10-10,óbidos,PA,1505106.0
2020-10-11,abaetetuba,PA,1500107.0
2020-10-11,acará,PA,1500206.0
2020-10-11,afuá,PA,1500305.0
2020-10-11,alcântara,MA,2100204.0
2020-10-11,alenquer,PA,1500404.0
2020-10-11,almeirim,PA,1500503.0
2020-10-11,altamira,PA,1500602.0
2020-10-11,alvarães,AM,1300029.0
2020-10-11,amaturá,AM,1300060.0
2020-10-11,anajás,PA,1500701.0
2020-10-11,anamã,AM,1300086.0
2020-10-11,angra dos reis,RJ,3300100.0
2020-10-11,anori,AM,1300102.0
2020-10-11,areia branca,RN,2401107.0
2020-10-11,autazes,AM,1300300.0
2020-10-11,aveiro,PA,1501006.0
2020-10-11,bagre,PA,1501105.0
2020-10-11,baião,PA,1501204.0
2020-10-11,barcarena,PA,1501303.0
2020-10-11,barcelos,AM,1300409.0
2020-10-11,barreirinha,AM,1300508.0
2020-10-11,belém,PA,1501402.0
2020-10-11,benjamin constant,AM,1300607.0
2020-10-11,beruri,AM,1300631.0
2020-10-11,boa vista do ramos,AM,1300680.0
2020-10-11,borba,AM,1300805.0
2020-10-11,brejo grande,SE,2800704.0
2020-10-11,breves,PA,1501808.0
2020-10-11,caapiranga,AM,1300839.0
2020-10-11,cachoeira do arari,PA,1502004.0
2020-10-11,cametá,PA,1502103.0
2020-10-11,canutama,AM,1300904.0
2020-10-11,carauari,AM,1301001.0
2020-10-11,careiro da várzea,AM,1301159.0
2020-10-11,carutapera,MA,2102903.0
2020-10-11,chaves,PA,1502509.0
2020-10-11,coari,AM,1301209.0
2020-10-11,codajás,AM,1301308.0
2020-10-11,cruzeiro do sul,AC,1200203.0
2020-10-11,curralinho,PA,1502806.0
2020-10-11,curuá,PA,1502855.0
2020-10-11,faro,PA,1503002.0
2020-10-11,fonte boa,AM,1301605.0
2020-10-11,gararu,SE,2802403.0
2020-10-11,grossos,RN,2404408.0
2020-10-11,guaraqueçaba,PR,4109500.0
2020-10-11,gurupá,PA,1503101.0
2020-10-11,humaitá,AM,1301704.0
2020-10-11,humberto de campos,MA,2105005.0
2020-10-11,icatu,MA,2105104.0
2020-10-11,imaruí,SC,4207205.0
2020-10-11,imperatriz,MA,2105302.0
2020-10-11,ipixuna,AM,1301803.0
2020-10-11,iranduba,AM,1301852.0
2020-10-11,itacoatiara,AM,1301902.0
2020-10-11,itaguatins,TO,1710706.0
2020-10-11,itaituba,PA,1503606.0
2020-10-11,itaparica,BA,2916104.0
2020-10-11,itapiranga,AM,1302009.0
2020-10-11,itapiranga,SC,4208401.0
2020-10-11,japurá,AM,1302108.0
2020-10-11,juruti,PA,1503903.0
2020-10-11,juruá,AM,1302207.0
2020-10-11,jutaí,AM,1302306.0
2020-10-11,laguna,SC,4209409.0
2020-10-11,laranjal do jari,AP,1600279.0
2020-10-11,limoeiro do ajuru,PA,1504000.0
2020-10-11,lábrea,AM,1302405.0
2020-10-11,macapá,AP,1600303.0
2020-10-11,manacapuru,AM,1302504.0
2020-10-11,manaquiri,AM,1302553.0
2020-10-11,manaus,AM,1302603.0
2020-10-11,mangaratiba,RJ,3302601.0
2020-10-11,manicoré,AM,1302702.0
2020-10-11,marabá,PA,1504208.0
2020-10-11,maraã,AM,1302801.0
2020-10-11,marechal thaumaturgo,AC,1200351.0
2020-10-11,maués,AM,1302900.0
2020-10-11,melgaço,PA,1504505.0
2020-10-11,mocajuba,PA,1504604.0
2020-10-11,monte alegre,PA,1504802.0
2020-10-11,muaná,PA,1504901.0
2020-10-11,nhamundá,AM,1303007.0
2020-10-11,nova olinda do norte,AM,1303106.0
2020-10-11,novo airão,AM,1303205.0
2020-10-11,novo aripuanã,AM,1303304.0
2020-10-11,oeiras do pará,PA,1505205.0
2020-10-11,oriximiná,PA,1505304.0
2020-10-11,paranaguá,PR,4118204.0
2020-10-11,parintins,AM,1303403.0
2020-10-11,penedo,AL,2706703.0
2020-10-11,piaçabuçu,AL,2706802.0
2020-10-11,pilão arcado,BA,2924405.0
2020-10-11,pinheirinho do vale,RS,4314498.0
2020-10-11,ponta de pedras,PA,1505700.0
2020-10-11,portel,PA,1505809.0
2020-10-11,porto real do colégio,AL,2707503.0
2020-10-11,porto velho,RO,1100205.0
2020-10-11,porto walter,AC,1200393.0
2020-10-11,porto de moz,PA,1505908.0
2020-10-11,prainha,PA,1506005.0
2020-10-11,primeira cruz,MA,2109403.0
2020-10-11,propriá,SE,2805703.0
2020-10-11,remanso,BA,2926004.0
2020-10-11,rio grande,RS,4315602.0
2020-10-11,salvador,BA,2927408.0
2020-10-11,salvaterra,PA,1506302.0
2020-10-11,santa cruz do arari,PA,1506401.0
2020-10-11,santa isabel do rio negro,AM,1303601.0
2020-10-11,santana do são francisco,SE,2806404.0
2020-10-11,santana,AP,1600600.0
2020-10-11,santarém,PA,1506807.0
2020-10-11,santo antônio do içá,AM,1303700.0
2020-10-11,senador josé porfírio,PA,1507805.0
2020-10-11,sento sé,BA,2930204.0
2020-10-11,soure,PA,1507904.0
2020-10-11,são gabriel da cachoeira,AM,1303809.0
2020-10-11,são josé de ribamar,MA,2111201.0
2020-10-11,são josé do norte,RS,4318507.0
2020-10-11,são luís,MA,2111300.0
2020-10-11,são paulo de olivença,AM,1303908.0
2020-10-11,são sebastião da boa vista,PA,1507706.0
2020-10-11,são sebastião do uatumã,AM,1303957.0
2020-10-11,tabatinga,AM,1304062.0
2020-10-11,tapauá,AM,1304104.0
2020-10-11,tefé,AM,1304203.0
2020-10-11,terra santa,PA,1507979.0
2020-10-11,tonantins,AM,1304237.0
2020-10-11,traipu,AL,2709202.0
2020-10-11,tucumã,PA,1508084.0
2020-10-11,tucuruí,PA,1508100.0
2020-10-11,uarini,AM,1304260.0
2020-10-11,urucará,AM,1304302.0
2020-10-11,urucurituba,AM,1304401.0
2020-10-11,vera cruz,BA,2933208.0
2020-10-11,viseu,PA,1508308.0
2020-10-11,vitória do jari,AP,1600808.0
2020-10-11,vitória do xingu,PA,1508357.0
2020-10-11,xique-xique,BA,2933604.0
2020-10-11,óbidos,PA,1505106.0
2020-10-12,abaetetuba,PA,1500107.0
2020-10-12,acará,PA,1500206.0
2020-10-12,afuá,PA,1500305.0
2020-10-12,alcântara,MA,2100204.0
2020-10-12,alenquer,PA,1500404.0
2020-10-12,almeirim,PA,1500503.0
2020-10-12,altamira,PA,1500602.0
2020-10-12,alvarães,AM,1300029.0
2020-10-12,amaturá,AM,1300060.0
2020-10-12,anajás,PA,1500701.0
2020-10-12,anamã,AM,1300086.0
2020-10-12,angra dos reis,RJ,3300100.0
2020-10-12,anori,AM,1300102.0
2020-10-12,areia branca,RN,2401107.0
2020-10-12,autazes,AM,1300300.0
2020-10-12,aveiro,PA,1501006.0
2020-10-12,bagre,PA,1501105.0
2020-10-12,baião,PA,1501204.0
2020-10-12,barcarena,PA,1501303.0
2020-10-12,barcelos,AM,1300409.0
2020-10-12,barreirinha,AM,1300508.0
2020-10-12,belém,PA,1501402.0
2020-10-12,benjamin constant,AM,1300607.0
2020-10-12,beruri,AM,1300631.0
2020-10-12,boa vista do ramos,AM,1300680.0
2020-10-12,borba,AM,1300805.0
2020-10-12,brejo grande,SE,2800704.0
2020-10-12,breves,PA,1501808.0
2020-10-12,caapiranga,AM,1300839.0
2020-10-12,cachoeira do arari,PA,1502004.0
2020-10-12,cametá,PA,1502103.0
2020-10-12,canutama,AM,1300904.0
2020-10-12,carauari,AM,1301001.0
2020-10-12,careiro da várzea,AM,1301159.0
2020-10-12,carutapera,MA,2102903.0
2020-10-12,chaves,PA,1502509.0
2020-10-12,coari,AM,1301209.0
2020-10-12,codajás,AM,1301308.0
2020-10-12,cruzeiro do sul,AC,1200203.0
2020-10-12,curralinho,PA,1502806.0
2020-10-12,curuá,PA,1502855.0
2020-10-12,faro,PA,1503002.0
2020-10-12,fonte boa,AM,1301605.0
2020-10-12,gararu,SE,2802403.0
2020-10-12,grossos,RN,2404408.0
2020-10-12,guaraqueçaba,PR,4109500.0
