Datas,Cidades,Estados,Geocode,UTP
2020-05-24,recife,PE,2611606.0,278.0
2020-05-24,ribeirão preto,SP,3543402.0,281.0
2020-05-24,rio branco,AC,1200401.0,282.0
2020-05-24,rio verde,GO,5218805.0,287.0
2020-05-24,rio de janeiro,RJ,3304557.0,284.0
2020-05-24,rondonópolis,MT,5107602.0,289.0
2020-05-24,salvador,BA,2927408.0,291.0
2020-05-24,santarém,PA,1506807.0,298.0
2020-05-24,serra,ES,3205002.0,363.0
2020-05-24,sinop,MT,5107909.0,324.0
2020-05-24,sorriso,MT,5107925.0,725.0
2020-05-24,são josé do rio preto,SP,3549805.0,311.0
2020-05-24,são josé dos campos,SP,3549904.0,312.0
2020-05-24,são luís,MA,2111300.0,314.0
2020-05-24,são paulo,SP,3550308.0,316.0
2020-05-24,tefé,AM,1304203.0,734.0
2020-05-24,teixeira de freitas,BA,2931350.0,334.0
2020-05-24,teresina,PI,2211001.0,336.0
2020-05-24,três lagoas,MS,5008305.0,344.0
2020-05-24,uberaba,MG,3170107.0,351.0
2020-05-24,uberlândia,MG,3170206.0,352.0
2020-05-24,varginha,MG,3170701.0,358.0
2020-05-24,vilhena,RO,1100304.0,759.0
2020-05-24,vitória da conquista,BA,2933307.0,362.0
2020-05-25,altamira,PA,1500602.0,375.0
2020-05-25,angra dos reis,RJ,3300100.0,767.0
2020-05-25,aracaju,SE,2800308.0,19.0
2020-05-25,aracati,CE,2301109.0,388.0
2020-05-25,araguaína,TO,1702109.0,20.0
2020-05-25,barra do garças,MT,5101803.0,37.0
2020-05-25,barreiras,BA,2903201.0,38.0
2020-05-25,bauru,SP,3506003.0,40.0
2020-05-25,belo horizonte,MG,3106200.0,42.0
2020-05-25,belém,PA,1501402.0,41.0
2020-05-25,boa vista,RR,1400100.0,47.0
2020-05-25,bonito,PA,1501600.0,414.0
2020-05-25,brasília,DF,5300108.0,53.0
2020-05-25,cabo frio,RJ,3300704.0,56.0
2020-05-25,cacoal,RO,1100049.0,430.0
2020-05-25,caldas novas,GO,5204508.0,62.0
2020-05-25,campina grande,PB,2504009.0,65.0
2020-05-25,campo grande,AL,2701506.0,67.0
2020-05-25,cascavel,CE,2303501.0,79.0
2020-05-25,caxias do sul,RS,4305108.0,84.0
2020-05-25,chapecó,SC,4204202.0,88.0
2020-05-25,conceição do almeida,BA,2908309.0,93.0
2020-05-25,corumbá,MS,5003207.0,138.0
2020-05-25,cruzeiro do sul,AC,1200203.0,492.0
2020-05-25,cuiabá,MT,5103403.0,98.0
2020-05-25,curitiba,PR,4106902.0,100.0
2020-05-25,dourados,MS,5003702.0,103.0
2020-05-25,feira de santana,BA,2910800.0,107.0
2020-05-25,fernando de noronha,PE,2605459.0,508.0
2020-05-25,florianópolis,SC,4205407.0,110.0
2020-05-25,fortaleza,CE,2304400.0,111.0
2020-05-25,foz do iguaçu,PR,4108304.0,140.0
2020-05-25,goiânia,GO,5208707.0,117.0
2020-05-25,guarapuava,PR,4109401.0,121.0
2020-05-25,ilhéus,BA,2913606.0,126.0
2020-05-25,imperatriz,MA,2105302.0,128.0
2020-05-25,itaituba,PA,1503606.0,541.0
2020-05-25,itajaí,SC,4208203.0,160.0
2020-05-25,jaguaruna,SC,4208807.0,551.0
2020-05-25,ji-paraná,RO,1100122.0,182.0
2020-05-25,jijoca de jericoacoara,CE,2307254.0,557.0
2020-05-25,joinville,SC,4209102.0,186.0
2020-05-25,joão pessoa,PB,2507507.0,185.0
2020-05-25,juazeiro do norte,CE,2307304.0,187.0
2020-05-25,juiz de fora,MG,3136702.0,189.0
2020-05-25,lages,SC,4209300.0,191.0
2020-05-25,londrina,PR,4113700.0,199.0
2020-05-25,lábrea,AM,1302405.0,567.0
2020-05-25,macapá,AP,1600303.0,202.0
2020-05-25,macaé,RJ,3302403.0,201.0
2020-05-25,maceió,AL,2704302.0,203.0
2020-05-25,manaus,AM,1302603.0,206.0
2020-05-25,marabá,PA,1504208.0,208.0
2020-05-25,maringá,PR,4115200.0,211.0
2020-05-25,montes claros,MG,3143302.0,218.0
2020-05-25,mossoró,RN,2408003.0,220.0
2020-05-25,natal,RN,2408102.0,222.0
2020-05-25,oriximiná,PA,1505304.0,618.0
2020-05-25,palmas,TO,1721000.0,231.0
2020-05-25,parauapebas,PA,1505536.0,237.0
2020-05-25,parintins,AM,1303403.0,238.0
2020-05-25,parnaíba,PI,2207702.0,239.0
2020-05-25,passo fundo,RS,4314100.0,240.0
2020-05-25,patos,PB,2510808.0,244.0
2020-05-25,paulo afonso,BA,2924009.0,246.0
2020-05-25,petrolina,PE,2611101.0,253.0
2020-05-25,ponta grossa,PR,4119905.0,264.0
2020-05-25,porto alegre,RS,4314902.0,267.0
2020-05-25,porto seguro,BA,2925303.0,268.0
2020-05-25,porto velho,RO,1100205.0,269.0
2020-05-25,presidente prudente,SP,3541406.0,274.0
2020-05-25,recife,PE,2611606.0,278.0
2020-05-25,ribeirão preto,SP,3543402.0,281.0
2020-05-25,rio branco,AC,1200401.0,282.0
2020-05-25,rio verde,GO,5218805.0,287.0
2020-05-25,rio de janeiro,RJ,3304557.0,284.0
2020-05-25,rondonópolis,MT,5107602.0,289.0
2020-05-25,salvador,BA,2927408.0,291.0
2020-05-25,santarém,PA,1506807.0,298.0
2020-05-25,serra,ES,3205002.0,363.0
2020-05-25,sinop,MT,5107909.0,324.0
2020-05-25,sorriso,MT,5107925.0,725.0
2020-05-25,são josé do rio preto,SP,3549805.0,311.0
2020-05-25,são josé dos campos,SP,3549904.0,312.0
2020-05-25,são luís,MA,2111300.0,314.0
2020-05-25,são paulo,SP,3550308.0,316.0
2020-05-25,tefé,AM,1304203.0,734.0
2020-05-25,teixeira de freitas,BA,2931350.0,334.0
2020-05-25,teresina,PI,2211001.0,336.0
2020-05-25,três lagoas,MS,5008305.0,344.0
2020-05-25,uberaba,MG,3170107.0,351.0
2020-05-25,uberlândia,MG,3170206.0,352.0
2020-05-25,varginha,MG,3170701.0,358.0
2020-05-25,vilhena,RO,1100304.0,759.0
2020-05-25,vitória da conquista,BA,2933307.0,362.0
2020-05-26,altamira,PA,1500602.0,375.0
2020-05-26,angra dos reis,RJ,3300100.0,767.0
2020-05-26,aracaju,SE,2800308.0,19.0
2020-05-26,aracati,CE,2301109.0,388.0
2020-05-26,araguaína,TO,1702109.0,20.0
2020-05-26,barra do garças,MT,5101803.0,37.0
2020-05-26,barreiras,BA,2903201.0,38.0
2020-05-26,bauru,SP,3506003.0,40.0
2020-05-26,belo horizonte,MG,3106200.0,42.0
2020-05-26,belém,PA,1501402.0,41.0
2020-05-26,boa vista,RR,1400100.0,47.0
2020-05-26,bonito,PA,1501600.0,414.0
2020-05-26,brasília,DF,5300108.0,53.0
2020-05-26,cabo frio,RJ,3300704.0,56.0
2020-05-26,cacoal,RO,1100049.0,430.0
2020-05-26,caldas novas,GO,5204508.0,62.0
2020-05-26,campina grande,PB,2504009.0,65.0
2020-05-26,campo grande,AL,2701506.0,67.0
2020-05-26,cascavel,CE,2303501.0,79.0
2020-05-26,caxias do sul,RS,4305108.0,84.0
2020-05-26,chapecó,SC,4204202.0,88.0
2020-05-26,conceição do almeida,BA,2908309.0,93.0
2020-05-26,corumbá,MS,5003207.0,138.0
2020-05-26,cruzeiro do sul,AC,1200203.0,492.0
2020-05-26,cuiabá,MT,5103403.0,98.0
2020-05-26,curitiba,PR,4106902.0,100.0
2020-05-26,dourados,MS,5003702.0,103.0
2020-05-26,feira de santana,BA,2910800.0,107.0
2020-05-26,fernando de noronha,PE,2605459.0,508.0
2020-05-26,florianópolis,SC,4205407.0,110.0
2020-05-26,fortaleza,CE,2304400.0,111.0
2020-05-26,foz do iguaçu,PR,4108304.0,140.0
2020-05-26,goiânia,GO,5208707.0,117.0
2020-05-26,guarapuava,PR,4109401.0,121.0
2020-05-26,ilhéus,BA,2913606.0,126.0
2020-05-26,imperatriz,MA,2105302.0,128.0
2020-05-26,itaituba,PA,1503606.0,541.0
2020-05-26,itajaí,SC,4208203.0,160.0
2020-05-26,jaguaruna,SC,4208807.0,551.0
2020-05-26,ji-paraná,RO,1100122.0,182.0
2020-05-26,jijoca de jericoacoara,CE,2307254.0,557.0
2020-05-26,joinville,SC,4209102.0,186.0
2020-05-26,joão pessoa,PB,2507507.0,185.0
2020-05-26,juazeiro do norte,CE,2307304.0,187.0
2020-05-26,juiz de fora,MG,3136702.0,189.0
2020-05-26,lages,SC,4209300.0,191.0
2020-05-26,londrina,PR,4113700.0,199.0
2020-05-26,lábrea,AM,1302405.0,567.0
2020-05-26,macapá,AP,1600303.0,202.0
2020-05-26,macaé,RJ,3302403.0,201.0
2020-05-26,maceió,AL,2704302.0,203.0
2020-05-26,manaus,AM,1302603.0,206.0
2020-05-26,marabá,PA,1504208.0,208.0
2020-05-26,maringá,PR,4115200.0,211.0
2020-05-26,montes claros,MG,3143302.0,218.0
2020-05-26,mossoró,RN,2408003.0,220.0
2020-05-26,natal,RN,2408102.0,222.0
2020-05-26,oriximiná,PA,1505304.0,618.0
2020-05-26,palmas,TO,1721000.0,231.0
2020-05-26,parauapebas,PA,1505536.0,237.0
2020-05-26,parintins,AM,1303403.0,238.0
2020-05-26,parnaíba,PI,2207702.0,239.0
2020-05-26,passo fundo,RS,4314100.0,240.0
2020-05-26,patos,PB,2510808.0,244.0
2020-05-26,paulo afonso,BA,2924009.0,246.0
2020-05-26,petrolina,PE,2611101.0,253.0
2020-05-26,ponta grossa,PR,4119905.0,264.0
2020-05-26,porto alegre,RS,4314902.0,267.0
2020-05-26,porto seguro,BA,2925303.0,268.0
2020-05-26,porto velho,RO,1100205.0,269.0
2020-05-26,presidente prudente,SP,3541406.0,274.0
2020-05-26,recife,PE,2611606.0,278.0
2020-05-26,ribeirão preto,SP,3543402.0,281.0
2020-05-26,rio branco,AC,1200401.0,282.0
2020-05-26,rio verde,GO,5218805.0,287.0
2020-05-26,rio de janeiro,RJ,3304557.0,284.0
2020-05-26,rondonópolis,MT,5107602.0,289.0
2020-05-26,salvador,BA,2927408.0,291.0
2020-05-26,santarém,PA,1506807.0,298.0
2020-05-26,serra,ES,3205002.0,363.0
2020-05-26,sinop,MT,5107909.0,324.0
2020-05-26,sorriso,MT,5107925.0,725.0
2020-05-26,são josé do rio preto,SP,3549805.0,311.0
2020-05-26,são josé dos campos,SP,3549904.0,312.0
2020-05-26,são luís,MA,2111300.0,314.0
2020-05-26,são paulo,SP,3550308.0,316.0
2020-05-26,tefé,AM,1304203.0,734.0
2020-05-26,teixeira de freitas,BA,2931350.0,334.0
2020-05-26,teresina,PI,2211001.0,336.0
2020-05-26,três lagoas,MS,5008305.0,344.0
2020-05-26,uberaba,MG,3170107.0,351.0
2020-05-26,uberlândia,MG,3170206.0,352.0
2020-05-26,varginha,MG,3170701.0,358.0
2020-05-26,vilhena,RO,1100304.0,759.0
2020-05-26,vitória da conquista,BA,2933307.0,362.0
2020-05-27,altamira,PA,1500602.0,375.0
2020-05-27,angra dos reis,RJ,3300100.0,767.0
2020-05-27,aracaju,SE,2800308.0,19.0
2020-05-27,aracati,CE,2301109.0,388.0
2020-05-27,araguaína,TO,1702109.0,20.0
2020-05-27,barra do garças,MT,5101803.0,37.0
2020-05-27,barreiras,BA,2903201.0,38.0
2020-05-27,bauru,SP,3506003.0,40.0
2020-05-27,belo horizonte,MG,3106200.0,42.0
2020-05-27,belém,PA,1501402.0,41.0
2020-05-27,boa vista,RR,1400100.0,47.0
2020-05-27,bonito,PA,1501600.0,414.0
2020-05-27,brasília,DF,5300108.0,53.0
2020-05-27,cabo frio,RJ,3300704.0,56.0
2020-05-27,cacoal,RO,1100049.0,430.0
2020-05-27,caldas novas,GO,5204508.0,62.0
2020-05-27,campina grande,PB,2504009.0,65.0
2020-05-27,campo grande,AL,2701506.0,67.0
2020-05-27,cascavel,CE,2303501.0,79.0
2020-05-27,caxias do sul,RS,4305108.0,84.0
2020-05-27,chapecó,SC,4204202.0,88.0
2020-05-27,conceição do almeida,BA,2908309.0,93.0
2020-05-27,corumbá,MS,5003207.0,138.0
2020-05-27,cruzeiro do sul,AC,1200203.0,492.0
2020-05-27,cuiabá,MT,5103403.0,98.0
2020-05-27,curitiba,PR,4106902.0,100.0
2020-05-27,dourados,MS,5003702.0,103.0
2020-05-27,feira de santana,BA,2910800.0,107.0
2020-05-27,fernando de noronha,PE,2605459.0,508.0
2020-05-27,florianópolis,SC,4205407.0,110.0
2020-05-27,fortaleza,CE,2304400.0,111.0
2020-05-27,foz do iguaçu,PR,4108304.0,140.0
2020-05-27,goiânia,GO,5208707.0,117.0
2020-05-27,guarapuava,PR,4109401.0,121.0
2020-05-27,ilhéus,BA,2913606.0,126.0
2020-05-27,imperatriz,MA,2105302.0,128.0
2020-05-27,itaituba,PA,1503606.0,541.0
2020-05-27,itajaí,SC,4208203.0,160.0
2020-05-27,jaguaruna,SC,4208807.0,551.0
2020-05-27,ji-paraná,RO,1100122.0,182.0
2020-05-27,jijoca de jericoacoara,CE,2307254.0,557.0
2020-05-27,joinville,SC,4209102.0,186.0
2020-05-27,joão pessoa,PB,2507507.0,185.0
2020-05-27,juazeiro do norte,CE,2307304.0,187.0
2020-05-27,juiz de fora,MG,3136702.0,189.0
2020-05-27,lages,SC,4209300.0,191.0
2020-05-27,londrina,PR,4113700.0,199.0
2020-05-27,lábrea,AM,1302405.0,567.0
2020-05-27,macapá,AP,1600303.0,202.0
2020-05-27,macaé,RJ,3302403.0,201.0
2020-05-27,maceió,AL,2704302.0,203.0
2020-05-27,manaus,AM,1302603.0,206.0
2020-05-27,marabá,PA,1504208.0,208.0
2020-05-27,maringá,PR,4115200.0,211.0
2020-05-27,montes claros,MG,3143302.0,218.0
2020-05-27,mossoró,RN,2408003.0,220.0
2020-05-27,natal,RN,2408102.0,222.0
2020-05-27,oriximiná,PA,1505304.0,618.0
2020-05-27,palmas,TO,1721000.0,231.0
2020-05-27,parauapebas,PA,1505536.0,237.0
2020-05-27,parintins,AM,1303403.0,238.0
2020-05-27,parnaíba,PI,2207702.0,239.0
2020-05-27,passo fundo,RS,4314100.0,240.0
2020-05-27,patos,PB,2510808.0,244.0
2020-05-27,paulo afonso,BA,2924009.0,246.0
2020-05-27,petrolina,PE,2611101.0,253.0
2020-05-27,ponta grossa,PR,4119905.0,264.0
2020-05-27,porto alegre,RS,4314902.0,267.0
2020-05-27,porto seguro,BA,2925303.0,268.0
2020-05-27,porto velho,RO,1100205.0,269.0
2020-05-27,presidente prudente,SP,3541406.0,274.0
2020-05-27,recife,PE,2611606.0,278.0
2020-05-27,ribeirão preto,SP,3543402.0,281.0
2020-05-27,rio branco,AC,1200401.0,282.0
2020-05-27,rio verde,GO,5218805.0,287.0
2020-05-27,rio de janeiro,RJ,3304557.0,284.0
2020-05-27,rondonópolis,MT,5107602.0,289.0
2020-05-27,salvador,BA,2927408.0,291.0
2020-05-27,santarém,PA,1506807.0,298.0
2020-05-27,serra,ES,3205002.0,363.0
2020-05-27,sinop,MT,5107909.0,324.0
2020-05-27,sorriso,MT,5107925.0,725.0
2020-05-27,são josé do rio preto,SP,3549805.0,311.0
2020-05-27,são josé dos campos,SP,3549904.0,312.0
2020-05-27,são luís,MA,2111300.0,314.0
2020-05-27,são paulo,SP,3550308.0,316.0
2020-05-27,tefé,AM,1304203.0,734.0
2020-05-27,teixeira de freitas,BA,2931350.0,334.0
2020-05-27,teresina,PI,2211001.0,336.0
2020-05-27,três lagoas,MS,5008305.0,344.0
2020-05-27,uberaba,MG,3170107.0,351.0
2020-05-27,uberlândia,MG,3170206.0,352.0
2020-05-27,varginha,MG,3170701.0,358.0
2020-05-27,vilhena,RO,1100304.0,759.0
2020-05-27,vitória da conquista,BA,2933307.0,362.0
2020-05-28,altamira,PA,1500602.0,375.0
2020-05-28,angra dos reis,RJ,3300100.0,767.0
2020-05-28,aracaju,SE,2800308.0,19.0
2020-05-28,aracati,CE,2301109.0,388.0
2020-05-28,araguaína,TO,1702109.0,20.0
2020-05-28,barra do garças,MT,5101803.0,37.0
2020-05-28,barreiras,BA,2903201.0,38.0
2020-05-28,bauru,SP,3506003.0,40.0
2020-05-28,belo horizonte,MG,3106200.0,42.0
2020-05-28,belém,PA,1501402.0,41.0
2020-05-28,boa vista,RR,1400100.0,47.0
2020-05-28,bonito,PA,1501600.0,414.0
2020-05-28,brasília,DF,5300108.0,53.0
2020-05-28,cabo frio,RJ,3300704.0,56.0
2020-05-28,cacoal,RO,1100049.0,430.0
2020-05-28,caldas novas,GO,5204508.0,62.0
2020-05-28,campina grande,PB,2504009.0,65.0
2020-05-28,campo grande,AL,2701506.0,67.0
2020-05-28,cascavel,CE,2303501.0,79.0
2020-05-28,caxias do sul,RS,4305108.0,84.0
2020-05-28,chapecó,SC,4204202.0,88.0
2020-05-28,conceição do almeida,BA,2908309.0,93.0
2020-05-28,corumbá,MS,5003207.0,138.0
2020-05-28,cruzeiro do sul,AC,1200203.0,492.0
2020-05-28,cuiabá,MT,5103403.0,98.0
2020-05-28,curitiba,PR,4106902.0,100.0
2020-05-28,dourados,MS,5003702.0,103.0
2020-05-28,feira de santana,BA,2910800.0,107.0
2020-05-28,fernando de noronha,PE,2605459.0,508.0
2020-05-28,florianópolis,SC,4205407.0,110.0
2020-05-28,fortaleza,CE,2304400.0,111.0
2020-05-28,foz do iguaçu,PR,4108304.0,140.0
2020-05-28,goiânia,GO,5208707.0,117.0
2020-05-28,guarapuava,PR,4109401.0,121.0
2020-05-28,ilhéus,BA,2913606.0,126.0
2020-05-28,imperatriz,MA,2105302.0,128.0
2020-05-28,itaituba,PA,1503606.0,541.0
2020-05-28,itajaí,SC,4208203.0,160.0
2020-05-28,jaguaruna,SC,4208807.0,551.0
2020-05-28,ji-paraná,RO,1100122.0,182.0
2020-05-28,jijoca de jericoacoara,CE,2307254.0,557.0
2020-05-28,joinville,SC,4209102.0,186.0
2020-05-28,joão pessoa,PB,2507507.0,185.0
2020-05-28,juazeiro do norte,CE,2307304.0,187.0
2020-05-28,juiz de fora,MG,3136702.0,189.0
2020-05-28,lages,SC,4209300.0,191.0
2020-05-28,londrina,PR,4113700.0,199.0
2020-05-28,lábrea,AM,1302405.0,567.0
2020-05-28,macapá,AP,1600303.0,202.0
2020-05-28,macaé,RJ,3302403.0,201.0
2020-05-28,maceió,AL,2704302.0,203.0
2020-05-28,manaus,AM,1302603.0,206.0
2020-05-28,marabá,PA,1504208.0,208.0
2020-05-28,maringá,PR,4115200.0,211.0
2020-05-28,montes claros,MG,3143302.0,218.0
2020-05-28,mossoró,RN,2408003.0,220.0
2020-05-28,natal,RN,2408102.0,222.0
2020-05-28,oriximiná,PA,1505304.0,618.0
2020-05-28,palmas,TO,1721000.0,231.0
2020-05-28,parauapebas,PA,1505536.0,237.0
2020-05-28,parintins,AM,1303403.0,238.0
2020-05-28,parnaíba,PI,2207702.0,239.0
2020-05-28,passo fundo,RS,4314100.0,240.0
2020-05-28,patos,PB,2510808.0,244.0
2020-05-28,paulo afonso,BA,2924009.0,246.0
2020-05-28,petrolina,PE,2611101.0,253.0
2020-05-28,ponta grossa,PR,4119905.0,264.0
2020-05-28,porto alegre,RS,4314902.0,267.0
2020-05-28,porto seguro,BA,2925303.0,268.0
2020-05-28,porto velho,RO,1100205.0,269.0
2020-05-28,presidente prudente,SP,3541406.0,274.0
2020-05-28,recife,PE,2611606.0,278.0
2020-05-28,ribeirão preto,SP,3543402.0,281.0
2020-05-28,rio branco,AC,1200401.0,282.0
2020-05-28,rio verde,GO,5218805.0,287.0
2020-05-28,rio de janeiro,RJ,3304557.0,284.0
2020-05-28,rondonópolis,MT,5107602.0,289.0
2020-05-28,salvador,BA,2927408.0,291.0
2020-05-28,santarém,PA,1506807.0,298.0
2020-05-28,serra,ES,3205002.0,363.0
2020-05-28,sinop,MT,5107909.0,324.0
2020-05-28,sorriso,MT,5107925.0,725.0
2020-05-28,são josé do rio preto,SP,3549805.0,311.0
2020-05-28,são josé dos campos,SP,3549904.0,312.0
2020-05-28,são luís,MA,2111300.0,314.0
2020-05-28,são paulo,SP,3550308.0,316.0
2020-05-28,tefé,AM,1304203.0,734.0
2020-05-28,teixeira de freitas,BA,2931350.0,334.0
2020-05-28,teresina,PI,2211001.0,336.0
2020-05-28,três lagoas,MS,5008305.0,344.0
2020-05-28,uberaba,MG,3170107.0,351.0
2020-05-28,uberlândia,MG,3170206.0,352.0
2020-05-28,varginha,MG,3170701.0,358.0
2020-05-28,vilhena,RO,1100304.0,759.0
2020-05-28,vitória da conquista,BA,2933307.0,362.0
2020-05-29,altamira,PA,1500602.0,375.0
2020-05-29,angra dos reis,RJ,3300100.0,767.0
2020-05-29,aracaju,SE,2800308.0,19.0
2020-05-29,aracati,CE,2301109.0,388.0
2020-05-29,araguaína,TO,1702109.0,20.0
2020-05-29,barra do garças,MT,5101803.0,37.0
2020-05-29,barreiras,BA,2903201.0,38.0
2020-05-29,bauru,SP,3506003.0,40.0
2020-05-29,belo horizonte,MG,3106200.0,42.0
2020-05-29,belém,PA,1501402.0,41.0
2020-05-29,boa vista,RR,1400100.0,47.0
2020-05-29,bonito,PA,1501600.0,414.0
2020-05-29,brasília,DF,5300108.0,53.0
2020-05-29,cabo frio,RJ,3300704.0,56.0
2020-05-29,cacoal,RO,1100049.0,430.0
2020-05-29,caldas novas,GO,5204508.0,62.0
2020-05-29,campina grande,PB,2504009.0,65.0
2020-05-29,campo grande,AL,2701506.0,67.0
2020-05-29,cascavel,CE,2303501.0,79.0
2020-05-29,caxias do sul,RS,4305108.0,84.0
2020-05-29,chapecó,SC,4204202.0,88.0
2020-05-29,conceição do almeida,BA,2908309.0,93.0
2020-05-29,corumbá,MS,5003207.0,138.0
2020-05-29,cruzeiro do sul,AC,1200203.0,492.0
2020-05-29,cuiabá,MT,5103403.0,98.0
2020-05-29,curitiba,PR,4106902.0,100.0
2020-05-29,dourados,MS,5003702.0,103.0
2020-05-29,feira de santana,BA,2910800.0,107.0
2020-05-29,fernando de noronha,PE,2605459.0,508.0
2020-05-29,florianópolis,SC,4205407.0,110.0
2020-05-29,fortaleza,CE,2304400.0,111.0
2020-05-29,foz do iguaçu,PR,4108304.0,140.0
2020-05-29,goiânia,GO,5208707.0,117.0
2020-05-29,guarapuava,PR,4109401.0,121.0
2020-05-29,ilhéus,BA,2913606.0,126.0
2020-05-29,imperatriz,MA,2105302.0,128.0
2020-05-29,itaituba,PA,1503606.0,541.0
2020-05-29,itajaí,SC,4208203.0,160.0
2020-05-29,jaguaruna,SC,4208807.0,551.0
2020-05-29,ji-paraná,RO,1100122.0,182.0
2020-05-29,jijoca de jericoacoara,CE,2307254.0,557.0
2020-05-29,joinville,SC,4209102.0,186.0
2020-05-29,joão pessoa,PB,2507507.0,185.0
2020-05-29,juazeiro do norte,CE,2307304.0,187.0
2020-05-29,juiz de fora,MG,3136702.0,189.0
2020-05-29,lages,SC,4209300.0,191.0
2020-05-29,londrina,PR,4113700.0,199.0
2020-05-29,lábrea,AM,1302405.0,567.0
2020-05-29,macapá,AP,1600303.0,202.0
2020-05-29,macaé,RJ,3302403.0,201.0
2020-05-29,maceió,AL,2704302.0,203.0
2020-05-29,manaus,AM,1302603.0,206.0
2020-05-29,marabá,PA,1504208.0,208.0
2020-05-29,maringá,PR,4115200.0,211.0
2020-05-29,montes claros,MG,3143302.0,218.0
2020-05-29,mossoró,RN,2408003.0,220.0
2020-05-29,natal,RN,2408102.0,222.0
2020-05-29,oriximiná,PA,1505304.0,618.0
2020-05-29,palmas,TO,1721000.0,231.0
2020-05-29,parauapebas,PA,1505536.0,237.0
2020-05-29,parintins,AM,1303403.0,238.0
2020-05-29,parnaíba,PI,2207702.0,239.0
2020-05-29,passo fundo,RS,4314100.0,240.0
2020-05-29,patos,PB,2510808.0,244.0
2020-05-29,paulo afonso,BA,2924009.0,246.0
2020-05-29,petrolina,PE,2611101.0,253.0
2020-05-29,ponta grossa,PR,4119905.0,264.0
2020-05-29,porto alegre,RS,4314902.0,267.0
2020-05-29,porto seguro,BA,2925303.0,268.0
2020-05-29,porto velho,RO,1100205.0,269.0
2020-05-29,presidente prudente,SP,3541406.0,274.0
2020-05-29,recife,PE,2611606.0,278.0
2020-05-29,ribeirão preto,SP,3543402.0,281.0
2020-05-29,rio branco,AC,1200401.0,282.0
2020-05-29,rio verde,GO,5218805.0,287.0
2020-05-29,rio de janeiro,RJ,3304557.0,284.0
2020-05-29,rondonópolis,MT,5107602.0,289.0
2020-05-29,salvador,BA,2927408.0,291.0
2020-05-29,santarém,PA,1506807.0,298.0
2020-05-29,serra,ES,3205002.0,363.0
2020-05-29,sinop,MT,5107909.0,324.0
2020-05-29,sorriso,MT,5107925.0,725.0
2020-05-29,são josé do rio preto,SP,3549805.0,311.0
2020-05-29,são josé dos campos,SP,3549904.0,312.0
2020-05-29,são luís,MA,2111300.0,314.0
2020-05-29,são paulo,SP,3550308.0,316.0
2020-05-29,tefé,AM,1304203.0,734.0
2020-05-29,teixeira de freitas,BA,2931350.0,334.0
2020-05-29,teresina,PI,2211001.0,336.0
2020-05-29,três lagoas,MS,5008305.0,344.0
2020-05-29,uberaba,MG,3170107.0,351.0
2020-05-29,uberlândia,MG,3170206.0,352.0
2020-05-29,varginha,MG,3170701.0,358.0
2020-05-29,vilhena,RO,1100304.0,759.0
2020-05-29,vitória da conquista,BA,2933307.0,362.0
2020-05-30,altamira,PA,1500602.0,375.0
2020-05-30,angra dos reis,RJ,3300100.0,767.0
2020-05-30,aracaju,SE,2800308.0,19.0
2020-05-30,aracati,CE,2301109.0,388.0
2020-05-30,araguaína,TO,1702109.0,20.0
2020-05-30,barra do garças,MT,5101803.0,37.0
2020-05-30,barreiras,BA,2903201.0,38.0
2020-05-30,bauru,SP,3506003.0,40.0
2020-05-30,belo horizonte,MG,3106200.0,42.0
2020-05-30,belém,PA,1501402.0,41.0
2020-05-30,boa vista,RR,1400100.0,47.0
2020-05-30,bonito,PA,1501600.0,414.0
2020-05-30,brasília,DF,5300108.0,53.0
2020-05-30,cabo frio,RJ,3300704.0,56.0
2020-05-30,cacoal,RO,1100049.0,430.0
2020-05-30,caldas novas,GO,5204508.0,62.0
2020-05-30,campina grande,PB,2504009.0,65.0
2020-05-30,campo grande,AL,2701506.0,67.0
2020-05-30,cascavel,CE,2303501.0,79.0
2020-05-30,caxias do sul,RS,4305108.0,84.0
2020-05-30,chapecó,SC,4204202.0,88.0
2020-05-30,conceição do almeida,BA,2908309.0,93.0
2020-05-30,corumbá,MS,5003207.0,138.0
2020-05-30,cruzeiro do sul,AC,1200203.0,492.0
2020-05-30,cuiabá,MT,5103403.0,98.0
2020-05-30,curitiba,PR,4106902.0,100.0
2020-05-30,dourados,MS,5003702.0,103.0
2020-05-30,feira de santana,BA,2910800.0,107.0
2020-05-30,fernando de noronha,PE,2605459.0,508.0
2020-05-30,florianópolis,SC,4205407.0,110.0
2020-05-30,fortaleza,CE,2304400.0,111.0
2020-05-30,foz do iguaçu,PR,4108304.0,140.0
2020-05-30,goiânia,GO,5208707.0,117.0
2020-05-30,guarapuava,PR,4109401.0,121.0
2020-05-30,ilhéus,BA,2913606.0,126.0
2020-05-30,imperatriz,MA,2105302.0,128.0
2020-05-30,itaituba,PA,1503606.0,541.0
2020-05-30,itajaí,SC,4208203.0,160.0
2020-05-30,jaguaruna,SC,4208807.0,551.0
2020-05-30,ji-paraná,RO,1100122.0,182.0
2020-05-30,jijoca de jericoacoara,CE,2307254.0,557.0
2020-05-30,joinville,SC,4209102.0,186.0
2020-05-30,joão pessoa,PB,2507507.0,185.0
2020-05-30,juazeiro do norte,CE,2307304.0,187.0
2020-05-30,juiz de fora,MG,3136702.0,189.0
2020-05-30,lages,SC,4209300.0,191.0
