Datas,Cidades,Estados,Geocode,UTP
2020-05-19,altamira,PA,1500602.0,375.0
2020-05-19,angra dos reis,RJ,3300100.0,767.0
2020-05-19,aracaju,SE,2800308.0,19.0
2020-05-19,aracati,CE,2301109.0,388.0
2020-05-19,araguaína,TO,1702109.0,20.0
2020-05-19,barra do garças,MT,5101803.0,37.0
2020-05-19,barreiras,BA,2903201.0,38.0
2020-05-19,bauru,SP,3506003.0,40.0
2020-05-19,belo horizonte,MG,3106200.0,42.0
2020-05-19,belém,PA,1501402.0,41.0
2020-05-19,boa vista,RR,1400100.0,47.0
2020-05-19,bonito,PA,1501600.0,414.0
2020-05-19,brasília,DF,5300108.0,53.0
2020-05-19,cabo frio,RJ,3300704.0,56.0
2020-05-19,cacoal,RO,1100049.0,430.0
2020-05-19,caldas novas,GO,5204508.0,62.0
2020-05-19,campina grande,PB,2504009.0,65.0
2020-05-19,campo grande,AL,2701506.0,67.0
2020-05-19,cascavel,CE,2303501.0,79.0
2020-05-19,caxias do sul,RS,4305108.0,84.0
2020-05-19,chapecó,SC,4204202.0,88.0
2020-05-19,conceição do almeida,BA,2908309.0,93.0
2020-05-19,corumbá,MS,5003207.0,138.0
2020-05-19,cruzeiro do sul,AC,1200203.0,492.0
2020-05-19,cuiabá,MT,5103403.0,98.0
2020-05-19,curitiba,PR,4106902.0,100.0
2020-05-19,dourados,MS,5003702.0,103.0
2020-05-19,feira de santana,BA,2910800.0,107.0
2020-05-19,fernando de noronha,PE,2605459.0,508.0
2020-05-19,florianópolis,SC,4205407.0,110.0
2020-05-19,fortaleza,CE,2304400.0,111.0
2020-05-19,foz do iguaçu,PR,4108304.0,140.0
2020-05-19,goiânia,GO,5208707.0,117.0
2020-05-19,guarapuava,PR,4109401.0,121.0
2020-05-19,ilhéus,BA,2913606.0,126.0
2020-05-19,imperatriz,MA,2105302.0,128.0
2020-05-19,itaituba,PA,1503606.0,541.0
2020-05-19,itajaí,SC,4208203.0,160.0
2020-05-19,jaguaruna,SC,4208807.0,551.0
2020-05-19,ji-paraná,RO,1100122.0,182.0
2020-05-19,jijoca de jericoacoara,CE,2307254.0,557.0
2020-05-19,joinville,SC,4209102.0,186.0
2020-05-19,joão pessoa,PB,2507507.0,185.0
2020-05-19,juazeiro do norte,CE,2307304.0,187.0
2020-05-19,juiz de fora,MG,3136702.0,189.0
2020-05-19,lages,SC,4209300.0,191.0
2020-05-19,londrina,PR,4113700.0,199.0
2020-05-19,lábrea,AM,1302405.0,567.0
2020-05-19,macapá,AP,1600303.0,202.0
2020-05-19,macaé,RJ,3302403.0,201.0
2020-05-19,maceió,AL,2704302.0,203.0
2020-05-19,manaus,AM,1302603.0,206.0
2020-05-19,marabá,PA,1504208.0,208.0
2020-05-19,maringá,PR,4115200.0,211.0
2020-05-19,montes claros,MG,3143302.0,218.0
2020-05-19,mossoró,RN,2408003.0,220.0
2020-05-19,natal,RN,2408102.0,222.0
2020-05-19,oriximiná,PA,1505304.0,618.0
2020-05-19,palmas,TO,1721000.0,231.0
2020-05-19,parauapebas,PA,1505536.0,237.0
2020-05-19,parintins,AM,1303403.0,238.0
2020-05-19,parnaíba,PI,2207702.0,239.0
2020-05-19,passo fundo,RS,4314100.0,240.0
2020-05-19,patos,PB,2510808.0,244.0
2020-05-19,paulo afonso,BA,2924009.0,246.0
2020-05-19,petrolina,PE,2611101.0,253.0
2020-05-19,ponta grossa,PR,4119905.0,264.0
2020-05-19,porto alegre,RS,4314902.0,267.0
2020-05-19,porto seguro,BA,2925303.0,268.0
2020-05-19,porto velho,RO,1100205.0,269.0
2020-05-19,presidente prudente,SP,3541406.0,274.0
2020-05-19,recife,PE,2611606.0,278.0
2020-05-19,ribeirão preto,SP,3543402.0,281.0
2020-05-19,rio branco,AC,1200401.0,282.0
2020-05-19,rio verde,GO,5218805.0,287.0
2020-05-19,rio de janeiro,RJ,3304557.0,284.0
2020-05-19,rondonópolis,MT,5107602.0,289.0
2020-05-19,salvador,BA,2927408.0,291.0
2020-05-19,santarém,PA,1506807.0,298.0
2020-05-19,serra,ES,3205002.0,363.0
2020-05-19,sinop,MT,5107909.0,324.0
2020-05-19,sorriso,MT,5107925.0,725.0
2020-05-19,são josé do rio preto,SP,3549805.0,311.0
2020-05-19,são josé dos campos,SP,3549904.0,312.0
2020-05-19,são luís,MA,2111300.0,314.0
2020-05-19,são paulo,SP,3550308.0,316.0
2020-05-19,tefé,AM,1304203.0,734.0
2020-05-19,teixeira de freitas,BA,2931350.0,334.0
2020-05-19,teresina,PI,2211001.0,336.0
2020-05-19,três lagoas,MS,5008305.0,344.0
2020-05-19,uberaba,MG,3170107.0,351.0
2020-05-19,uberlândia,MG,3170206.0,352.0
2020-05-19,varginha,MG,3170701.0,358.0
2020-05-19,vilhena,RO,1100304.0,759.0
2020-05-19,vitória da conquista,BA,2933307.0,362.0
2020-05-20,altamira,PA,1500602.0,375.0
2020-05-20,angra dos reis,RJ,3300100.0,767.0
2020-05-20,aracaju,SE,2800308.0,19.0
2020-05-20,aracati,CE,2301109.0,388.0
2020-05-20,araguaína,TO,1702109.0,20.0
2020-05-20,barra do garças,MT,5101803.0,37.0
2020-05-20,barreiras,BA,2903201.0,38.0
2020-05-20,bauru,SP,3506003.0,40.0
2020-05-20,belo horizonte,MG,3106200.0,42.0
2020-05-20,belém,PA,1501402.0,41.0
2020-05-20,boa vista,RR,1400100.0,47.0
2020-05-20,bonito,PA,1501600.0,414.0
2020-05-20,brasília,DF,5300108.0,53.0
2020-05-20,cabo frio,RJ,3300704.0,56.0
2020-05-20,cacoal,RO,1100049.0,430.0
2020-05-20,caldas novas,GO,5204508.0,62.0
2020-05-20,campina grande,PB,2504009.0,65.0
2020-05-20,campo grande,AL,2701506.0,67.0
2020-05-20,cascavel,CE,2303501.0,79.0
2020-05-20,caxias do sul,RS,4305108.0,84.0
2020-05-20,chapecó,SC,4204202.0,88.0
2020-05-20,conceição do almeida,BA,2908309.0,93.0
2020-05-20,corumbá,MS,5003207.0,138.0
2020-05-20,cruzeiro do sul,AC,1200203.0,492.0
2020-05-20,cuiabá,MT,5103403.0,98.0
2020-05-20,curitiba,PR,4106902.0,100.0
2020-05-20,dourados,MS,5003702.0,103.0
2020-05-20,feira de santana,BA,2910800.0,107.0
2020-05-20,fernando de noronha,PE,2605459.0,508.0
2020-05-20,florianópolis,SC,4205407.0,110.0
2020-05-20,fortaleza,CE,2304400.0,111.0
2020-05-20,foz do iguaçu,PR,4108304.0,140.0
2020-05-20,goiânia,GO,5208707.0,117.0
2020-05-20,guarapuava,PR,4109401.0,121.0
2020-05-20,ilhéus,BA,2913606.0,126.0
2020-05-20,imperatriz,MA,2105302.0,128.0
2020-05-20,itaituba,PA,1503606.0,541.0
2020-05-20,itajaí,SC,4208203.0,160.0
2020-05-20,jaguaruna,SC,4208807.0,551.0
2020-05-20,ji-paraná,RO,1100122.0,182.0
2020-05-20,jijoca de jericoacoara,CE,2307254.0,557.0
2020-05-20,joinville,SC,4209102.0,186.0
2020-05-20,joão pessoa,PB,2507507.0,185.0
2020-05-20,juazeiro do norte,CE,2307304.0,187.0
2020-05-20,juiz de fora,MG,3136702.0,189.0
2020-05-20,lages,SC,4209300.0,191.0
2020-05-20,londrina,PR,4113700.0,199.0
2020-05-20,lábrea,AM,1302405.0,567.0
2020-05-20,macapá,AP,1600303.0,202.0
2020-05-20,macaé,RJ,3302403.0,201.0
2020-05-20,maceió,AL,2704302.0,203.0
2020-05-20,manaus,AM,1302603.0,206.0
2020-05-20,marabá,PA,1504208.0,208.0
2020-05-20,maringá,PR,4115200.0,211.0
2020-05-20,montes claros,MG,3143302.0,218.0
2020-05-20,mossoró,RN,2408003.0,220.0
2020-05-20,natal,RN,2408102.0,222.0
2020-05-20,oriximiná,PA,1505304.0,618.0
2020-05-20,palmas,TO,1721000.0,231.0
2020-05-20,parauapebas,PA,1505536.0,237.0
2020-05-20,parintins,AM,1303403.0,238.0
2020-05-20,parnaíba,PI,2207702.0,239.0
2020-05-20,passo fundo,RS,4314100.0,240.0
2020-05-20,patos,PB,2510808.0,244.0
2020-05-20,paulo afonso,BA,2924009.0,246.0
2020-05-20,petrolina,PE,2611101.0,253.0
2020-05-20,ponta grossa,PR,4119905.0,264.0
2020-05-20,porto alegre,RS,4314902.0,267.0
2020-05-20,porto seguro,BA,2925303.0,268.0
2020-05-20,porto velho,RO,1100205.0,269.0
2020-05-20,presidente prudente,SP,3541406.0,274.0
2020-05-20,recife,PE,2611606.0,278.0
2020-05-20,ribeirão preto,SP,3543402.0,281.0
2020-05-20,rio branco,AC,1200401.0,282.0
2020-05-20,rio verde,GO,5218805.0,287.0
2020-05-20,rio de janeiro,RJ,3304557.0,284.0
2020-05-20,rondonópolis,MT,5107602.0,289.0
2020-05-20,salvador,BA,2927408.0,291.0
2020-05-20,santarém,PA,1506807.0,298.0
2020-05-20,serra,ES,3205002.0,363.0
2020-05-20,sinop,MT,5107909.0,324.0
2020-05-20,sorriso,MT,5107925.0,725.0
2020-05-20,são josé do rio preto,SP,3549805.0,311.0
2020-05-20,são josé dos campos,SP,3549904.0,312.0
2020-05-20,são luís,MA,2111300.0,314.0
2020-05-20,são paulo,SP,3550308.0,316.0
2020-05-20,tefé,AM,1304203.0,734.0
2020-05-20,teixeira de freitas,BA,2931350.0,334.0
2020-05-20,teresina,PI,2211001.0,336.0
2020-05-20,três lagoas,MS,5008305.0,344.0
2020-05-20,uberaba,MG,3170107.0,351.0
2020-05-20,uberlândia,MG,3170206.0,352.0
2020-05-20,varginha,MG,3170701.0,358.0
2020-05-20,vilhena,RO,1100304.0,759.0
2020-05-20,vitória da conquista,BA,2933307.0,362.0
2020-05-21,altamira,PA,1500602.0,375.0
2020-05-21,angra dos reis,RJ,3300100.0,767.0
2020-05-21,aracaju,SE,2800308.0,19.0
2020-05-21,aracati,CE,2301109.0,388.0
2020-05-21,araguaína,TO,1702109.0,20.0
2020-05-21,barra do garças,MT,5101803.0,37.0
2020-05-21,barreiras,BA,2903201.0,38.0
2020-05-21,bauru,SP,3506003.0,40.0
2020-05-21,belo horizonte,MG,3106200.0,42.0
2020-05-21,belém,PA,1501402.0,41.0
2020-05-21,boa vista,RR,1400100.0,47.0
2020-05-21,bonito,PA,1501600.0,414.0
2020-05-21,brasília,DF,5300108.0,53.0
2020-05-21,cabo frio,RJ,3300704.0,56.0
2020-05-21,cacoal,RO,1100049.0,430.0
2020-05-21,caldas novas,GO,5204508.0,62.0
2020-05-21,campina grande,PB,2504009.0,65.0
2020-05-21,campo grande,AL,2701506.0,67.0
2020-05-21,cascavel,CE,2303501.0,79.0
2020-05-21,caxias do sul,RS,4305108.0,84.0
2020-05-21,chapecó,SC,4204202.0,88.0
2020-05-21,conceição do almeida,BA,2908309.0,93.0
2020-05-21,corumbá,MS,5003207.0,138.0
2020-05-21,cruzeiro do sul,AC,1200203.0,492.0
2020-05-21,cuiabá,MT,5103403.0,98.0
2020-05-21,curitiba,PR,4106902.0,100.0
2020-05-21,dourados,MS,5003702.0,103.0
2020-05-21,feira de santana,BA,2910800.0,107.0
2020-05-21,fernando de noronha,PE,2605459.0,508.0
2020-05-21,florianópolis,SC,4205407.0,110.0
2020-05-21,fortaleza,CE,2304400.0,111.0
2020-05-21,foz do iguaçu,PR,4108304.0,140.0
2020-05-21,goiânia,GO,5208707.0,117.0
2020-05-21,guarapuava,PR,4109401.0,121.0
2020-05-21,ilhéus,BA,2913606.0,126.0
2020-05-21,imperatriz,MA,2105302.0,128.0
2020-05-21,itaituba,PA,1503606.0,541.0
2020-05-21,itajaí,SC,4208203.0,160.0
2020-05-21,jaguaruna,SC,4208807.0,551.0
2020-05-21,ji-paraná,RO,1100122.0,182.0
2020-05-21,jijoca de jericoacoara,CE,2307254.0,557.0
2020-05-21,joinville,SC,4209102.0,186.0
2020-05-21,joão pessoa,PB,2507507.0,185.0
2020-05-21,juazeiro do norte,CE,2307304.0,187.0
2020-05-21,juiz de fora,MG,3136702.0,189.0
2020-05-21,lages,SC,4209300.0,191.0
2020-05-21,londrina,PR,4113700.0,199.0
2020-05-21,lábrea,AM,1302405.0,567.0
2020-05-21,macapá,AP,1600303.0,202.0
2020-05-21,macaé,RJ,3302403.0,201.0
2020-05-21,maceió,AL,2704302.0,203.0
2020-05-21,manaus,AM,1302603.0,206.0
2020-05-21,marabá,PA,1504208.0,208.0
2020-05-21,maringá,PR,4115200.0,211.0
2020-05-21,montes claros,MG,3143302.0,218.0
2020-05-21,mossoró,RN,2408003.0,220.0
2020-05-21,natal,RN,2408102.0,222.0
2020-05-21,oriximiná,PA,1505304.0,618.0
2020-05-21,palmas,TO,1721000.0,231.0
2020-05-21,parauapebas,PA,1505536.0,237.0
2020-05-21,parintins,AM,1303403.0,238.0
2020-05-21,parnaíba,PI,2207702.0,239.0
2020-05-21,passo fundo,RS,4314100.0,240.0
2020-05-21,patos,PB,2510808.0,244.0
2020-05-21,paulo afonso,BA,2924009.0,246.0
2020-05-21,petrolina,PE,2611101.0,253.0
2020-05-21,ponta grossa,PR,4119905.0,264.0
2020-05-21,porto alegre,RS,4314902.0,267.0
2020-05-21,porto seguro,BA,2925303.0,268.0
2020-05-21,porto velho,RO,1100205.0,269.0
2020-05-21,presidente prudente,SP,3541406.0,274.0
2020-05-21,recife,PE,2611606.0,278.0
2020-05-21,ribeirão preto,SP,3543402.0,281.0
2020-05-21,rio branco,AC,1200401.0,282.0
2020-05-21,rio verde,GO,5218805.0,287.0
2020-05-21,rio de janeiro,RJ,3304557.0,284.0
2020-05-21,rondonópolis,MT,5107602.0,289.0
2020-05-21,salvador,BA,2927408.0,291.0
2020-05-21,santarém,PA,1506807.0,298.0
2020-05-21,serra,ES,3205002.0,363.0
2020-05-21,sinop,MT,5107909.0,324.0
2020-05-21,sorriso,MT,5107925.0,725.0
2020-05-21,são josé do rio preto,SP,3549805.0,311.0
2020-05-21,são josé dos campos,SP,3549904.0,312.0
2020-05-21,são luís,MA,2111300.0,314.0
2020-05-21,são paulo,SP,3550308.0,316.0
2020-05-21,tefé,AM,1304203.0,734.0
2020-05-21,teixeira de freitas,BA,2931350.0,334.0
2020-05-21,teresina,PI,2211001.0,336.0
2020-05-21,três lagoas,MS,5008305.0,344.0
2020-05-21,uberaba,MG,3170107.0,351.0
2020-05-21,uberlândia,MG,3170206.0,352.0
2020-05-21,varginha,MG,3170701.0,358.0
2020-05-21,vilhena,RO,1100304.0,759.0
2020-05-21,vitória da conquista,BA,2933307.0,362.0
2020-05-22,altamira,PA,1500602.0,375.0
2020-05-22,angra dos reis,RJ,3300100.0,767.0
2020-05-22,aracaju,SE,2800308.0,19.0
2020-05-22,aracati,CE,2301109.0,388.0
2020-05-22,araguaína,TO,1702109.0,20.0
2020-05-22,barra do garças,MT,5101803.0,37.0
2020-05-22,barreiras,BA,2903201.0,38.0
2020-05-22,bauru,SP,3506003.0,40.0
2020-05-22,belo horizonte,MG,3106200.0,42.0
2020-05-22,belém,PA,1501402.0,41.0
2020-05-22,boa vista,RR,1400100.0,47.0
2020-05-22,bonito,PA,1501600.0,414.0
2020-05-22,brasília,DF,5300108.0,53.0
2020-05-22,cabo frio,RJ,3300704.0,56.0
2020-05-22,cacoal,RO,1100049.0,430.0
2020-05-22,caldas novas,GO,5204508.0,62.0
2020-05-22,campina grande,PB,2504009.0,65.0
2020-05-22,campo grande,AL,2701506.0,67.0
2020-05-22,cascavel,CE,2303501.0,79.0
2020-05-22,caxias do sul,RS,4305108.0,84.0
2020-05-22,chapecó,SC,4204202.0,88.0
2020-05-22,conceição do almeida,BA,2908309.0,93.0
2020-05-22,corumbá,MS,5003207.0,138.0
2020-05-22,cruzeiro do sul,AC,1200203.0,492.0
2020-05-22,cuiabá,MT,5103403.0,98.0
2020-05-22,curitiba,PR,4106902.0,100.0
2020-05-22,dourados,MS,5003702.0,103.0
2020-05-22,feira de santana,BA,2910800.0,107.0
2020-05-22,fernando de noronha,PE,2605459.0,508.0
2020-05-22,florianópolis,SC,4205407.0,110.0
2020-05-22,fortaleza,CE,2304400.0,111.0
2020-05-22,foz do iguaçu,PR,4108304.0,140.0
2020-05-22,goiânia,GO,5208707.0,117.0
2020-05-22,guarapuava,PR,4109401.0,121.0
2020-05-22,ilhéus,BA,2913606.0,126.0
2020-05-22,imperatriz,MA,2105302.0,128.0
2020-05-22,itaituba,PA,1503606.0,541.0
2020-05-22,itajaí,SC,4208203.0,160.0
2020-05-22,jaguaruna,SC,4208807.0,551.0
2020-05-22,ji-paraná,RO,1100122.0,182.0
2020-05-22,jijoca de jericoacoara,CE,2307254.0,557.0
2020-05-22,joinville,SC,4209102.0,186.0
2020-05-22,joão pessoa,PB,2507507.0,185.0
2020-05-22,juazeiro do norte,CE,2307304.0,187.0
2020-05-22,juiz de fora,MG,3136702.0,189.0
2020-05-22,lages,SC,4209300.0,191.0
2020-05-22,londrina,PR,4113700.0,199.0
2020-05-22,lábrea,AM,1302405.0,567.0
2020-05-22,macapá,AP,1600303.0,202.0
2020-05-22,macaé,RJ,3302403.0,201.0
2020-05-22,maceió,AL,2704302.0,203.0
2020-05-22,manaus,AM,1302603.0,206.0
2020-05-22,marabá,PA,1504208.0,208.0
2020-05-22,maringá,PR,4115200.0,211.0
2020-05-22,montes claros,MG,3143302.0,218.0
2020-05-22,mossoró,RN,2408003.0,220.0
2020-05-22,natal,RN,2408102.0,222.0
2020-05-22,oriximiná,PA,1505304.0,618.0
2020-05-22,palmas,TO,1721000.0,231.0
2020-05-22,parauapebas,PA,1505536.0,237.0
2020-05-22,parintins,AM,1303403.0,238.0
2020-05-22,parnaíba,PI,2207702.0,239.0
2020-05-22,passo fundo,RS,4314100.0,240.0
2020-05-22,patos,PB,2510808.0,244.0
2020-05-22,paulo afonso,BA,2924009.0,246.0
2020-05-22,petrolina,PE,2611101.0,253.0
2020-05-22,ponta grossa,PR,4119905.0,264.0
2020-05-22,porto alegre,RS,4314902.0,267.0
2020-05-22,porto seguro,BA,2925303.0,268.0
2020-05-22,porto velho,RO,1100205.0,269.0
2020-05-22,presidente prudente,SP,3541406.0,274.0
2020-05-22,recife,PE,2611606.0,278.0
2020-05-22,ribeirão preto,SP,3543402.0,281.0
2020-05-22,rio branco,AC,1200401.0,282.0
2020-05-22,rio verde,GO,5218805.0,287.0
2020-05-22,rio de janeiro,RJ,3304557.0,284.0
2020-05-22,rondonópolis,MT,5107602.0,289.0
2020-05-22,salvador,BA,2927408.0,291.0
2020-05-22,santarém,PA,1506807.0,298.0
2020-05-22,serra,ES,3205002.0,363.0
2020-05-22,sinop,MT,5107909.0,324.0
2020-05-22,sorriso,MT,5107925.0,725.0
2020-05-22,são josé do rio preto,SP,3549805.0,311.0
2020-05-22,são josé dos campos,SP,3549904.0,312.0
2020-05-22,são luís,MA,2111300.0,314.0
2020-05-22,são paulo,SP,3550308.0,316.0
2020-05-22,tefé,AM,1304203.0,734.0
2020-05-22,teixeira de freitas,BA,2931350.0,334.0
2020-05-22,teresina,PI,2211001.0,336.0
2020-05-22,três lagoas,MS,5008305.0,344.0
2020-05-22,uberaba,MG,3170107.0,351.0
2020-05-22,uberlândia,MG,3170206.0,352.0
2020-05-22,varginha,MG,3170701.0,358.0
2020-05-22,vilhena,RO,1100304.0,759.0
2020-05-22,vitória da conquista,BA,2933307.0,362.0
2020-05-23,altamira,PA,1500602.0,375.0
2020-05-23,angra dos reis,RJ,3300100.0,767.0
2020-05-23,aracaju,SE,2800308.0,19.0
2020-05-23,aracati,CE,2301109.0,388.0
2020-05-23,araguaína,TO,1702109.0,20.0
2020-05-23,barra do garças,MT,5101803.0,37.0
2020-05-23,barreiras,BA,2903201.0,38.0
2020-05-23,bauru,SP,3506003.0,40.0
2020-05-23,belo horizonte,MG,3106200.0,42.0
2020-05-23,belém,PA,1501402.0,41.0
2020-05-23,boa vista,RR,1400100.0,47.0
2020-05-23,bonito,PA,1501600.0,414.0
2020-05-23,brasília,DF,5300108.0,53.0
2020-05-23,cabo frio,RJ,3300704.0,56.0
2020-05-23,cacoal,RO,1100049.0,430.0
2020-05-23,caldas novas,GO,5204508.0,62.0
2020-05-23,campina grande,PB,2504009.0,65.0
2020-05-23,campo grande,AL,2701506.0,67.0
2020-05-23,cascavel,CE,2303501.0,79.0
2020-05-23,caxias do sul,RS,4305108.0,84.0
2020-05-23,chapecó,SC,4204202.0,88.0
2020-05-23,conceição do almeida,BA,2908309.0,93.0
2020-05-23,corumbá,MS,5003207.0,138.0
2020-05-23,cruzeiro do sul,AC,1200203.0,492.0
2020-05-23,cuiabá,MT,5103403.0,98.0
2020-05-23,curitiba,PR,4106902.0,100.0
2020-05-23,dourados,MS,5003702.0,103.0
2020-05-23,feira de santana,BA,2910800.0,107.0
2020-05-23,fernando de noronha,PE,2605459.0,508.0
2020-05-23,florianópolis,SC,4205407.0,110.0
2020-05-23,fortaleza,CE,2304400.0,111.0
2020-05-23,foz do iguaçu,PR,4108304.0,140.0
2020-05-23,goiânia,GO,5208707.0,117.0
2020-05-23,guarapuava,PR,4109401.0,121.0
2020-05-23,ilhéus,BA,2913606.0,126.0
2020-05-23,imperatriz,MA,2105302.0,128.0
2020-05-23,itaituba,PA,1503606.0,541.0
2020-05-23,itajaí,SC,4208203.0,160.0
2020-05-23,jaguaruna,SC,4208807.0,551.0
2020-05-23,ji-paraná,RO,1100122.0,182.0
2020-05-23,jijoca de jericoacoara,CE,2307254.0,557.0
2020-05-23,joinville,SC,4209102.0,186.0
2020-05-23,joão pessoa,PB,2507507.0,185.0
2020-05-23,juazeiro do norte,CE,2307304.0,187.0
2020-05-23,juiz de fora,MG,3136702.0,189.0
2020-05-23,lages,SC,4209300.0,191.0
2020-05-23,londrina,PR,4113700.0,199.0
2020-05-23,lábrea,AM,1302405.0,567.0
2020-05-23,macapá,AP,1600303.0,202.0
2020-05-23,macaé,RJ,3302403.0,201.0
2020-05-23,maceió,AL,2704302.0,203.0
2020-05-23,manaus,AM,1302603.0,206.0
2020-05-23,marabá,PA,1504208.0,208.0
2020-05-23,maringá,PR,4115200.0,211.0
2020-05-23,montes claros,MG,3143302.0,218.0
2020-05-23,mossoró,RN,2408003.0,220.0
2020-05-23,natal,RN,2408102.0,222.0
2020-05-23,oriximiná,PA,1505304.0,618.0
2020-05-23,palmas,TO,1721000.0,231.0
2020-05-23,parauapebas,PA,1505536.0,237.0
2020-05-23,parintins,AM,1303403.0,238.0
2020-05-23,parnaíba,PI,2207702.0,239.0
2020-05-23,passo fundo,RS,4314100.0,240.0
2020-05-23,patos,PB,2510808.0,244.0
2020-05-23,paulo afonso,BA,2924009.0,246.0
2020-05-23,petrolina,PE,2611101.0,253.0
2020-05-23,ponta grossa,PR,4119905.0,264.0
2020-05-23,porto alegre,RS,4314902.0,267.0
2020-05-23,porto seguro,BA,2925303.0,268.0
2020-05-23,porto velho,RO,1100205.0,269.0
2020-05-23,presidente prudente,SP,3541406.0,274.0
2020-05-23,recife,PE,2611606.0,278.0
2020-05-23,ribeirão preto,SP,3543402.0,281.0
2020-05-23,rio branco,AC,1200401.0,282.0
2020-05-23,rio verde,GO,5218805.0,287.0
2020-05-23,rio de janeiro,RJ,3304557.0,284.0
2020-05-23,rondonópolis,MT,5107602.0,289.0
2020-05-23,salvador,BA,2927408.0,291.0
2020-05-23,santarém,PA,1506807.0,298.0
2020-05-23,serra,ES,3205002.0,363.0
2020-05-23,sinop,MT,5107909.0,324.0
2020-05-23,sorriso,MT,5107925.0,725.0
2020-05-23,são josé do rio preto,SP,3549805.0,311.0
2020-05-23,são josé dos campos,SP,3549904.0,312.0
2020-05-23,são luís,MA,2111300.0,314.0
2020-05-23,são paulo,SP,3550308.0,316.0
2020-05-23,tefé,AM,1304203.0,734.0
2020-05-23,teixeira de freitas,BA,2931350.0,334.0
2020-05-23,teresina,PI,2211001.0,336.0
2020-05-23,três lagoas,MS,5008305.0,344.0
2020-05-23,uberaba,MG,3170107.0,351.0
2020-05-23,uberlândia,MG,3170206.0,352.0
2020-05-23,varginha,MG,3170701.0,358.0
2020-05-23,vilhena,RO,1100304.0,759.0
2020-05-23,vitória da conquista,BA,2933307.0,362.0
2020-05-24,altamira,PA,1500602.0,375.0
2020-05-24,angra dos reis,RJ,3300100.0,767.0
2020-05-24,aracaju,SE,2800308.0,19.0
2020-05-24,aracati,CE,2301109.0,388.0
2020-05-24,araguaína,TO,1702109.0,20.0
2020-05-24,barra do garças,MT,5101803.0,37.0
2020-05-24,barreiras,BA,2903201.0,38.0
2020-05-24,bauru,SP,3506003.0,40.0
2020-05-24,belo horizonte,MG,3106200.0,42.0
2020-05-24,belém,PA,1501402.0,41.0
2020-05-24,boa vista,RR,1400100.0,47.0
2020-05-24,bonito,PA,1501600.0,414.0
2020-05-24,brasília,DF,5300108.0,53.0
2020-05-24,cabo frio,RJ,3300704.0,56.0
2020-05-24,cacoal,RO,1100049.0,430.0
2020-05-24,caldas novas,GO,5204508.0,62.0
2020-05-24,campina grande,PB,2504009.0,65.0
2020-05-24,campo grande,AL,2701506.0,67.0
2020-05-24,cascavel,CE,2303501.0,79.0
2020-05-24,caxias do sul,RS,4305108.0,84.0
2020-05-24,chapecó,SC,4204202.0,88.0
2020-05-24,conceição do almeida,BA,2908309.0,93.0
2020-05-24,corumbá,MS,5003207.0,138.0
2020-05-24,cruzeiro do sul,AC,1200203.0,492.0
2020-05-24,cuiabá,MT,5103403.0,98.0
2020-05-24,curitiba,PR,4106902.0,100.0
2020-05-24,dourados,MS,5003702.0,103.0
2020-05-24,feira de santana,BA,2910800.0,107.0
2020-05-24,fernando de noronha,PE,2605459.0,508.0
2020-05-24,florianópolis,SC,4205407.0,110.0
2020-05-24,fortaleza,CE,2304400.0,111.0
2020-05-24,foz do iguaçu,PR,4108304.0,140.0
2020-05-24,goiânia,GO,5208707.0,117.0
2020-05-24,guarapuava,PR,4109401.0,121.0
2020-05-24,ilhéus,BA,2913606.0,126.0
2020-05-24,imperatriz,MA,2105302.0,128.0
2020-05-24,itaituba,PA,1503606.0,541.0
2020-05-24,itajaí,SC,4208203.0,160.0
2020-05-24,jaguaruna,SC,4208807.0,551.0
2020-05-24,ji-paraná,RO,1100122.0,182.0
2020-05-24,jijoca de jericoacoara,CE,2307254.0,557.0
2020-05-24,joinville,SC,4209102.0,186.0
2020-05-24,joão pessoa,PB,2507507.0,185.0
2020-05-24,juazeiro do norte,CE,2307304.0,187.0
2020-05-24,juiz de fora,MG,3136702.0,189.0
2020-05-24,lages,SC,4209300.0,191.0
2020-05-24,londrina,PR,4113700.0,199.0
2020-05-24,lábrea,AM,1302405.0,567.0
2020-05-24,macapá,AP,1600303.0,202.0
2020-05-24,macaé,RJ,3302403.0,201.0
2020-05-24,maceió,AL,2704302.0,203.0
2020-05-24,manaus,AM,1302603.0,206.0
2020-05-24,marabá,PA,1504208.0,208.0
2020-05-24,maringá,PR,4115200.0,211.0
2020-05-24,montes claros,MG,3143302.0,218.0
2020-05-24,mossoró,RN,2408003.0,220.0
2020-05-24,natal,RN,2408102.0,222.0
2020-05-24,oriximiná,PA,1505304.0,618.0
2020-05-24,palmas,TO,1721000.0,231.0
2020-05-24,parauapebas,PA,1505536.0,237.0
2020-05-24,parintins,AM,1303403.0,238.0
2020-05-24,parnaíba,PI,2207702.0,239.0
2020-05-24,passo fundo,RS,4314100.0,240.0
2020-05-24,patos,PB,2510808.0,244.0
2020-05-24,paulo afonso,BA,2924009.0,246.0
2020-05-24,petrolina,PE,2611101.0,253.0
2020-05-24,ponta grossa,PR,4119905.0,264.0
2020-05-24,porto alegre,RS,4314902.0,267.0
2020-05-24,porto seguro,BA,2925303.0,268.0
2020-05-24,porto velho,RO,1100205.0,269.0
2020-05-24,presidente prudente,SP,3541406.0,274.0
