Cidades,Geocode
conde,2503803.0
contagem,2503902.0
coronel fabriciano,2504009.0
cotia,2504033.0
criciúma,2504074.0
cruzeiro do sul,2504108.0
cuiabá,2504157.0
curitiba,2504207.0
divinópolis,2504306.0
dois irmãos,2504355.0
dom pedrito,2504405.0
duque de caxias,2504504.0
eldorado do sul,2504603.0
embu das artes,2504702.0
erechim,2504801.0
estrela,2504850.0
estância velha,2504900.0
farroupilha,2505006.0
faxinal,2505105.0
feira de santana,2505204.0
ferraz de vasconcelos,2505238.0
florianópolis,2505279.0
fortaleza,2505303.0
fortim,2505352.0
foz do iguaçu,2505402.0
garibaldi,2505501.0
gaspar,2505600.0
goiânia,2505709.0
gravatal,2505808.0
gravataí,2505907.0
guapimirim,2506004.0
guarulhos,2506103.0
guaíra,2506202.0
hortolândia,2506251.0
igaracy,2506301.0
ilhéus,2506400.0
imbituba,2506509.0
ipatinga,2506608.0
iracemápolis,2506707.0
itabuna,2506806.0
itajaí,2506905.0
ivoti,2507002.0
jaboatão dos guararapes,2507101.0
jaguariúna,2507200.0
jaguaruna,2507309.0
jaraguá do sul,2507408.0
jataí,2507507.0
jequié,2507606.0
ji-paraná,2507705.0
joinville,2507804.0
joão pessoa,2507903.0
juazeiro do norte,2508000.0
juazeiro,2508109.0
juiz de fora,2508208.0
jundiaí,2508307.0
lages,2508406.0
lagoa da prata,2508505.0
laguna,2508554.0
lajeado,2508703.0
linhares,2508802.0
londrina,2508901.0
luziânia,2509008.0
macapá,2509057.0
maceió,2509107.0
manaus,2509156.0
marabá,2509206.0
mariana,2509305.0
maringá,2509339.0
mauriti,2509370.0
mauá,2509396.0
miguel pereira,2509404.0
mogi das cruzes,2509503.0
mossoró,2509602.0
natal,2509701.0
navegantes,2509800.0
niterói,2509909.0
nossa senhora da glória,2510006.0
nova lima,2510105.0
nova monte verde,2510204.0
osasco,2510303.0
osório,2510402.0
palmas,2510501.0
paranavaí,2510600.0
paraí,2510709.0
parnamirim,2510808.0
pato branco,2510907.0
patrocínio,2511004.0
pelotas,2511103.0
petrolina,2511202.0
petrópolis,2511301.0
pomerode,2511400.0
ponta grossa,2511509.0
ponta porã,2511608.0
porto alegre,2511707.0
porto belo,2511806.0
porto real do colégio,2511905.0
porto seguro,2512002.0
porto velho,2512036.0
poá,2512077.0
poços de caldas,2512101.0
prado,2512200.0
propriá,2512309.0
rancho queimado,2512408.0
recife,2512507.0
resende,2512606.0
ribeirão pires,2512705.0
rio branco,2512721.0
rio claro,2512754.0
rio grande,2512788.0
rio verde,2512804.0
rio de janeiro,2512903.0
salvador,2513000.0
sant'ana do livramento,2513109.0
santa maria,2513158.0
santa teresa,2513208.0
santana de parnaíba,2513307.0
santiago,2513356.0
santo andré,2513406.0
santo antônio da patrulha,2513505.0
sapiranga,2513604.0
serafina corrêa,2513653.0
serra,2513703.0
sete lagoas,2513802.0
sidrolândia,2513851.0
silvânia,2513901.0
sobral,2513927.0
suzano,2513943.0
são bernardo do campo,2513968.0
são caetano do sul,2513984.0
são domingos,2514008.0
são gonçalo,2514107.0
são josé do rio preto,2514206.0
são josé dos campos,2514305.0
são josé,2514404.0
são leopoldo,2514453.0
são ludgero,2514503.0
são luís,2514552.0
são paulo,2514602.0
são sebastião,2514800.0
taboão da serra,2514909.0
taquara,2515005.0
taubaté,2515104.0
teixeira de freitas,2515203.0
telêmaco borba,2515302.0
teresina,2515401.0
tijucas,2515500.0
timóteo,2515609.0
torres,2515708.0
tubarão,2515807.0
uberaba,2515906.0
uberlândia,2515930.0
umuarama,2515971.0
valença,2516003.0
valinhos,2516102.0
valparaíso de goiás,2516151.0
vargem grande paulista,2516201.0
viamão,2516300.0
vila velha,2516409.0
vitória,2516508.0
volta redonda,2516607.0
várzea grande,2516706.0
alagoinhas,2516805.0
alvorada,2516904.0
ananindeua,2517001.0
anta gorda,2517100.0
anápolis,2517209.0
aparecida de goiânia,2517407.0
aquiraz,2600054.0
aracaju,2600104.0
arujá,2600203.0
bagé,2600302.0
balneário camboriú,2600401.0
barra mansa,2600500.0
barreiras,2600609.0
barueri,2600708.0
belo horizonte,2600807.0
belo jardim,2600906.0
belém,2601003.0
bento gonçalves,2601052.0
betim,2601102.0
blumenau,2601201.0
boa esperança,2601300.0
boa vista,2601409.0
boca do acre,2601508.0
bom despacho,2601607.0
bonfim,2601706.0
brasília,2601805.0
braço do norte,2601904.0
brumado,2602001.0
cachoeiro de itapemirim,2602100.0
camaquã,2602209.0
camaçari,2602308.0
camboriú,2602407.0
campinas,2602506.0
campo bom,2602605.0
campo grande,2602704.0
campo largo,2602803.0
campo mourão,2602902.0
campos altos,2603009.0
campos dos goytacazes,2603108.0
canarana,2603207.0
canelinha,2603306.0
canoas,2603405.0
capão da canoa,2603454.0
cariacica,2603504.0
carlos barbosa,2603603.0
caruaru,2603702.0
cascavel,2603801.0
castanhal,2603900.0
castelo,2603926.0
catalão,2604007.0
caxias do sul,2604106.0
cerro grande do sul,2604155.0
chapecó,2604205.0
charqueadas,2604304.0
cianorte,2604403.0
conceição do jacuípe,2604502.0
conde,2604601.0
contagem,2604700.0
coronel fabriciano,2604809.0
cotia,2604908.0
criciúma,2605004.0
cruzeiro do sul,2605103.0
cuiabá,2605152.0
curitiba,2605202.0
divinópolis,2605301.0
dois irmãos,2605400.0
dom pedrito,2605509.0
duque de caxias,2605608.0
eldorado do sul,2605707.0
embu das artes,2605806.0
erechim,2605905.0
estrela,2606002.0
estância velha,2606101.0
farroupilha,2606200.0
faxinal,2606309.0
feira de santana,2606408.0
ferraz de vasconcelos,2606507.0
florianópolis,2606606.0
fortaleza,2606705.0
fortim,2606804.0
foz do iguaçu,2606903.0
garibaldi,2607000.0
gaspar,2607109.0
goiânia,2607208.0
governador valadares,2607307.0
gravatal,2607406.0
gravataí,2607505.0
guapimirim,2607653.0
guarulhos,2607703.0
guaíra,2607802.0
hortolândia,2607901.0
igaracy,2607950.0
ilhéus,2608008.0
imbituba,2608057.0
ipatinga,2608107.0
iracemápolis,2608206.0
itabuna,2608255.0
itaituba,2608305.0
itajaí,2608404.0
itapema,2608453.0
ivoti,2608503.0
jaboatão dos guararapes,2608602.0
jaguariúna,2608701.0
jaguaruna,2608750.0
jaraguá do sul,2608800.0
jataí,2608909.0
jequié,2609006.0
ji-paraná,2609105.0
joinville,2609154.0
joão pessoa,2609204.0
juazeiro do norte,2609303.0
juazeiro,2609402.0
juiz de fora,2609501.0
jundiaí,2609709.0
lages,2609808.0
lagoa da prata,2609907.0
laguna,2610004.0
lajeado,2610103.0
linhares,2610202.0
londrina,2610301.0
louveira,2610400.0
luziânia,2610509.0
macapá,2610608.0
maceió,2610707.0
mairiporã,2610806.0
manaus,2610905.0
marabá,2611002.0
marau,2611101.0
mariana,2611200.0
maringá,2611309.0
mauriti,2611408.0
mauá,2611507.0
miguel pereira,2611533.0
mogi das cruzes,2611606.0
mossoró,2611705.0
natal,2611804.0
navegantes,2611903.0
niterói,2612000.0
nossa senhora da glória,2612109.0
nova lima,2612208.0
nova monte verde,2612307.0
nova palma,2612406.0
osasco,2612455.0
osório,2612471.0
palmas,2612505.0
paranavaí,2612554.0
paraí,2612604.0
parnamirim,2612703.0
passo fundo,2612802.0
pato branco,2612901.0
patrocínio,2613008.0
pelotas,2613107.0
petrolina,2613206.0
petrópolis,2613305.0
piratini,2613404.0
pomerode,2613503.0
ponta grossa,2613602.0
ponta porã,2613701.0
porto alegre,2613800.0
porto belo,2613909.0
porto real do colégio,2614006.0
porto seguro,2614105.0
porto velho,2614204.0
poá,2614303.0
poços de caldas,2614402.0
prado,2614501.0
propriá,2614600.0
rancho queimado,2614709.0
recife,2614808.0
resende,2614857.0
ribeirão pires,2615003.0
ribeirão preto,2615102.0
rio branco,2615201.0
rio claro,2615300.0
rio grande,2615409.0
rio verde,2615508.0
rio de janeiro,2615607.0
rolante,2615706.0
salvador,2615805.0
sant'ana do livramento,2615904.0
santa maria,2616001.0
santa teresa,2616100.0
santana de parnaíba,2616183.0
santiago,2616209.0
santo andré,2616308.0
santo antônio da patrulha,2616407.0
sapiranga,2616506.0
serafina corrêa,2700102.0
serra,2700201.0
sete lagoas,2700300.0
siderópolis,2700409.0
sidrolândia,2700508.0
silvânia,2700607.0
sobral,2700706.0
suzano,2700805.0
são bernardo do campo,2700904.0
são caetano do sul,2701001.0
são domingos,2701100.0
são gonçalo,2701209.0
são josé do rio preto,2701308.0
são josé dos campos,2701357.0
são josé,2701407.0
são joão del rei,2701506.0
são leopoldo,2701605.0
são ludgero,2701704.0
são luís,2701803.0
são paulo,2701902.0
são sebastião,2702009.0
taboão da serra,2702108.0
taquara,2702207.0
tatuí,2702306.0
taubaté,2702355.0
teixeira de freitas,2702405.0
telêmaco borba,2702504.0
teresina,2702553.0
tijucas,2702603.0
timbé do sul,2702702.0
timóteo,2702801.0
torres,2702900.0
tubarão,2703007.0
uberaba,2703106.0
uberlândia,2703205.0
umuarama,2703304.0
valença,2703403.0
valinhos,2703502.0
valparaíso de goiás,2703601.0
vargem grande paulista,2703700.0
viamão,2703759.0
vila velha,2703809.0
vitória,2703908.0
volta redonda,2704005.0
várzea grande,2704104.0
alagoinhas,2704203.0
alvorada,2704302.0
ananindeua,2704401.0
anta gorda,2704500.0
anápolis,2704609.0
aparecida de goiânia,2704708.0
aquiraz,2704807.0
aracaju,2704906.0
araguaína,2705002.0
arujá,2705101.0
bagé,2705200.0
balneário camboriú,2705309.0
barra mansa,2705408.0
barreiras,2705507.0
barueri,2705606.0
batayporã,2705705.0
belo horizonte,2705804.0
belo jardim,2705903.0
belém,2706000.0
bento gonçalves,2706109.0
betim,2706208.0
blumenau,2706307.0
boa esperança,2706406.0
boa vista,2706422.0
boca do acre,2706448.0
bom despacho,2706505.0
bonfim,2706604.0
brasília,2706703.0
braço do norte,2706802.0
brumado,2706901.0
cachoeira do sul,2707008.0
cachoeiro de itapemirim,2707107.0
camaquã,2707206.0
camaragibe,2707305.0
camaçari,2707404.0
camboriú,2707503.0
campina grande,2707602.0
campinas,2707701.0
campo belo,2707800.0
campo bom,2708006.0
campo grande,2708105.0
campo largo,2708204.0
campo mourão,2708303.0
campos altos,2708402.0
campos dos goytacazes,2708501.0
canarana,2708600.0
canelinha,2708709.0
canoas,2708808.0
capão da canoa,2708907.0
cariacica,2708956.0
carlos barbosa,2709004.0
carmo do cajuru,2709103.0
caruaru,2709152.0
cascavel,2709202.0
castanhal,2709301.0
castelo,2709400.0
catalão,2800100.0
caxias do sul,2800209.0
cerro grande do sul,2800308.0
chapecó,2800407.0
charqueadas,2800506.0
cianorte,2800670.0
conceição do jacuípe,2800704.0
conde,2801009.0
contagem,2801108.0
coronel fabriciano,2801207.0
cotia,2801306.0
criciúma,2801405.0
cruzeiro do sul,2801504.0
cuiabá,2801603.0
curitiba,2801702.0
diadema,2801900.0
divinópolis,2802007.0
dois irmãos,2802106.0
dom pedrito,2802205.0
duque de caxias,2802304.0
eldorado do sul,2802403.0
embu das artes,2802502.0
estrela,2802700.0
estância velha,2802809.0
farroupilha,2802908.0
faxinal,2803005.0
feira de santana,2803104.0
ferraz de vasconcelos,2803203.0
florianópolis,2803302.0
fortaleza,2803401.0
fortim,2803500.0
foz do iguaçu,2803609.0
garibaldi,2803708.0
gaspar,2803807.0
goiana,2803906.0
goiânia,2804003.0
governador valadares,2804102.0
gravatal,2804201.0
gravataí,2804300.0
guapimirim,2804409.0
guarapuava,2804458.0
guarulhos,2804508.0
guaíra,2804607.0
guimarânia,2804706.0
hidrolândia,2804805.0
hortolândia,2804904.0
igaracy,2805000.0
ilhéus,2805109.0
imbituba,2805208.0
ipatinga,2805307.0
ipiaú,2805406.0
iracemápolis,2805505.0
iretama,2805604.0
itaboraí,2805703.0
itabuna,2805802.0
itaituba,2805901.0
itajaí,2806008.0
itapema,2806107.0
ivoti,2806206.0
jaboatão dos guararapes,2806305.0
jaguariúna,2806404.0
jaguaruna,2806503.0
jaraguá do sul,2806602.0
jataí,2806701.0
jequié,2806800.0
ji-paraná,2806909.0
joinville,2807006.0
joão pessoa,2807105.0
juazeiro do norte,2807204.0
juazeiro,2807303.0
juiz de fora,2807402.0
jundiaí,2807501.0
lages,2807600.0
lagoa da prata,2900108.0
laguna,2900207.0
lajeado,2900306.0
linhares,2900355.0
londrina,2900405.0
louveira,2900504.0
luziânia,2900603.0
macapá,2900702.0
maceió,2900801.0
mairiporã,2900900.0
manacapuru,2901007.0
manaus,2901106.0
marabá,2901155.0
maranguape,2901205.0
marau,2901304.0
mariana,2901353.0
maringá,2901403.0
mauriti,2901502.0
mauá,2901601.0
miguel pereira,2901700.0
mogi das cruzes,2901809.0
mossoró,2901908.0
natal,2901957.0
navegantes,2902005.0
niterói,2902054.0
nossa senhora da glória,2902104.0
nova lima,2902203.0
nova monte verde,2902252.0
nova palma,2902302.0
osasco,2902500.0
osório,2902609.0
palmas,2902658.0
paranavaí,2902708.0
paraí,2902807.0
parnamirim,2902906.0
passo fundo,2903003.0
pato branco,2903102.0
patrocínio,2903201.0
pelotas,2903235.0
petrolina,2903276.0
petrópolis,2903300.0
piratini,2903409.0
pomerode,2903508.0
ponta grossa,2903607.0
ponta porã,2903706.0
porto alegre,2903805.0
porto belo,2903904.0
porto real do colégio,2903953.0
porto seguro,2904001.0
porto velho,2904050.0
poá,2904100.0
poços de caldas,2904209.0
prado,2904308.0
propriá,2904407.0
rancho queimado,2904506.0
recife,2904605.0
resende,2904704.0
ribeirão pires,2904753.0
ribeirão preto,2904803.0
rio branco,2904852.0
rio claro,2904902.0
rio grande,2905008.0
rio negro,2905107.0
rio verde de mato grosso,2905156.0
rio verde,2905206.0
rio de janeiro,2905305.0
rolante,2905404.0
sabará,2905503.0
salvador,2905602.0
sant'ana do livramento,2905701.0
santa maria,2905800.0
santa rosa,2905909.0
santa teresa,2906006.0
santana de parnaíba,2906105.0
santiago,2906204.0
santo andré,2906303.0
santo antônio da patrulha,2906402.0
sapiranga,2906501.0
serafina corrêa,2906600.0
serra,2906709.0
sete lagoas,2906808.0
siderópolis,2906824.0
sidrolândia,2906857.0
silvânia,2906873.0
sobral,2906899.0
sorocaba,2906907.0
sousa,2907004.0
suzano,2907103.0
são bernardo do campo,2907202.0
são caetano do sul,2907301.0
são domingos,2907400.0
são gonçalo,2907509.0
são josé do divino,2907558.0
são josé do rio preto,2907608.0
são josé dos campos,2907707.0
são josé,2907806.0
são joão del rei,2907905.0
são leopoldo,2908002.0
são lourenço do oeste,2908101.0
são ludgero,2908200.0
são luís,2908309.0
são paulo,2908408.0
são roque do canaã,2908507.0
são sebastião,2908606.0
taboão da serra,2908705.0
taquara,2908804.0
tatuí,2908903.0
taubaté,2909000.0
teixeira de freitas,2909109.0
telêmaco borba,2909208.0
teresina,2909307.0
tijucas,2909406.0
timbé do sul,2909505.0
timóteo,2909604.0
torres,2909703.0
tubarão,2909802.0
uberaba,2909901.0
uberlândia,2910008.0
umuarama,2910057.0
união da vitória,2910107.0
valença,2910206.0
valinhos,2910305.0
valparaíso de goiás,2910404.0
vargem grande paulista,2910503.0
viamão,2910602.0
vila velha,2910701.0
vitória,2910727.0
volta redonda,2910750.0
várzea grande,2910776.0
alagoinhas,2910800.0
alvorada,2910859.0
ananindeua,2910909.0
anta gorda,2911006.0
anápolis,2911105.0
aparecida de goiânia,2911204.0
aquiraz,2911253.0
aracaju,2911303.0
araguaína,2911402.0
arujá,2911501.0
açu,2911600.0
bagé,2911659.0
balneário camboriú,2911709.0
barra mansa,2911808.0
barreiras,2911857.0
barueri,2911907.0
batayporã,2912004.0
belo horizonte,2912103.0
belo jardim,2912202.0
belém,2912301.0
bento gonçalves,2912400.0
betim,2912509.0
blumenau,2912608.0
boa esperança,2912707.0
boa vista,2912806.0
boca do acre,2912905.0
bom despacho,2913002.0
bonfim,2913101.0
brasília,2913200.0
braço do norte,2913309.0
brumado,2913408.0
brusque,2913457.0
cachoeira do sul,2913507.0
cachoeiro de itapemirim,2913606.0
caicó,2913705.0
camaquã,2913804.0
camaragibe,2913903.0
camaçari,2914000.0
camboriú,2914109.0
campina grande,2914208.0
campinas,2914307.0
campo belo,2914406.0
campo bom,2914505.0
campo grande,2914604.0
campo largo,2914653.0
campo mourão,2914703.0
campos altos,2914802.0
campos dos goytacazes,2914901.0
canarana,2915007.0
canelinha,2915106.0
canguçu,2915205.0
canoas,2915304.0
capão da canoa,2915353.0
cariacica,2915403.0
carlos barbosa,2915502.0
carmo do cajuru,2915601.0
caruaru,2915700.0
cascavel,2915809.0
castanhal,2915908.0
castelo,2916005.0
catalão,2916104.0
caucaia,2916203.0
caxias do sul,2916302.0
cerro grande do sul,2916401.0
chapecó,2916500.0
charqueadas,2916609.0
cianorte,2916708.0
conceição do jacuípe,2916807.0
conde,2916856.0
contagem,2916906.0
coronel fabriciano,2917003.0
cotia,2917102.0
criciúma,2917201.0
cruzeiro do sul,2917300.0
cuiabá,2917334.0
curitiba,2917359.0
diadema,2917409.0
divinópolis,2917508.0
dois irmãos,2917607.0
dom pedrito,2917706.0
dourados,2917805.0
duque de caxias,2917904.0
eldorado do sul,2918001.0
embu das artes,2918100.0
erechim,2918209.0
estrela,2918308.0
estância velha,2918357.0
farroupilha,2918407.0
faxinal,2918456.0
feira de santana,2918506.0
ferraz de vasconcelos,2918555.0
florianópolis,2918605.0
fortaleza,2918704.0
fortim,2918753.0
foz do iguaçu,2918803.0
garibaldi,2918902.0
gaspar,2919009.0
goiana,2919058.0
goianésia,2919108.0
goiânia,2919157.0
governador valadares,2919306.0
gravatal,2919405.0
gravataí,2919504.0
guapimirim,2919553.0
guarapari,2919603.0
guarapuava,2919702.0
guarulhos,2919801.0
guaíra,2919900.0
guimarânia,2919926.0
hidrolândia,2919959.0
hortolândia,2920007.0
igaracy,2920106.0
ilhéus,2920205.0
imbituba,2920304.0
ipatinga,2920403.0
ipiaú,2920452.0
iracemápolis,2920502.0
iretama,2920601.0
itaboraí,2920700.0
itabuna,2920809.0
itagibá,2920908.0
itaituba,2921005.0
itajaí,2921054.0
itapema,2921104.0
itapemirim,2921203.0
ivoti,2921302.0
jaboatão dos guararapes,2921401.0
jaguariúna,2921450.0
jaguaruna,2921500.0
jaraguá do sul,2921609.0
jataí,2921708.0
jequié,2921807.0
ji-paraná,2921906.0
joinville,2922003.0
joão pessoa,2922052.0
juazeiro do norte,2922102.0
juazeiro,2922201.0
juiz de fora,2922250.0
jundiaí,2922300.0
lages,2922409.0
lagoa da prata,2922508.0
laguna,2922607.0
lajeado,2922656.0
linhares,2922706.0
londrina,2922730.0
louveira,2922755.0
luziânia,2922805.0
macapá,2922854.0
macaíba,2922904.0
maceió,2923001.0
mairiporã,2923035.0
manacapuru,2923050.0
manaus,2923100.0
mangaratiba,2923209.0
marabá,2923308.0
maranguape,2923357.0
marau,2923407.0
mariana,2923506.0
maringá,2923605.0
mariópolis,2923704.0
mauriti,2923803.0
mauá,2923902.0
miguel pereira,2924009.0
mogi das cruzes,2924058.0
monte alegre,2924108.0
mossoró,2924207.0
natal,2924306.0
navegantes,2924405.0
niterói,2924504.0
nossa senhora da glória,2924603.0
nova iguaçu,2924652.0
nova lima,2924678.0
nova monte verde,2924702.0
nova palma,2924801.0
osasco,2924900.0
osório,2925006.0
palmas,2925105.0
papanduva,2925204.0
paranavaí,2925253.0
parauapebas,2925303.0
paraí,2925402.0
parnamirim,2925501.0
parnaíba,2925600.0
passa e fica,2925709.0
passo fundo,2925758.0
pato branco,2925808.0
patrocínio,2925907.0
pelotas,2925931.0
petrolina,2925956.0
petrópolis,2926004.0
piratini,2926103.0
pomerode,2926202.0
ponta grossa,2926301.0
ponta porã,2926400.0
porto alegre,2926509.0
porto belo,2926608.0
porto real do colégio,2926657.0
porto seguro,2926707.0
porto velho,2926806.0
poá,2926905.0
poços de caldas,2927002.0
prado,2927101.0
propriá,2927200.0
quatiguá,2927309.0
quixadá,2927408.0
rancho queimado,2927507.0
recife,2927606.0
resende,2927705.0
ribeirão pires,2927804.0
ribeirão preto,2927903.0
rio branco,2928000.0
rio claro,2928059.0
rio grande,2928109.0
rio negro,2928208.0
rio verde de mato grosso,2928307.0
rio verde,2928406.0
rio de janeiro,2928505.0
rolante,2928604.0
sabará,2928703.0
salvador,2928802.0
sant'ana do livramento,2928901.0
santa maria,2928950.0
santa rosa,2929008.0
santa teresa,2929057.0
santana de parnaíba,2929107.0
santiago,2929206.0
santo andré,2929255.0
santo antônio da patrulha,2929305.0
sapiranga,2929354.0
serafina corrêa,2929370.0
serra,2929404.0
sete lagoas,2929503.0
siderópolis,2929602.0
sidrolândia,2929701.0
silvânia,2929750.0
sobral,2929800.0
sorocaba,2929909.0
sousa,2930006.0
suzano,2930105.0
são bernardo do campo,2930154.0
são caetano do sul,2930204.0
são domingos,2930303.0
são francisco do sul,2930402.0
são gonçalo do amarante,2930501.0
são gonçalo,2930600.0
são josé de mipibu,2930709.0
são josé do divino,2930758.0
são josé do rio preto,2930766.0
são josé dos campos,2930774.0
são josé,2930808.0
são joão del rei,2930907.0
são leopoldo,2931004.0
são lourenço da mata,2931053.0
são lourenço do oeste,2931103.0
são ludgero,2931202.0
são luís,2931301.0
são paulo,2931350.0
são roque do canaã,2931400.0
são sebastião,2931509.0
taboão da serra,2931608.0
taquara,2931707.0
tatuí,2931806.0
taubaté,2931905.0
teixeira de freitas,2932002.0
telêmaco borba,2932101.0
teresina,2932200.0
tibau,2932309.0
tijucas,2932408.0
timbé do sul,2932457.0
timóteo,2932507.0
torres,2932606.0
tubarão,2932705.0
uberaba,2932804.0
uberlândia,2932903.0
umuarama,2933000.0
união da vitória,2933059.0
urussanga,2933109.0
valença,2933158.0
valinhos,2933174.0
valparaíso de goiás,2933257.0
vargem grande paulista,2933307.0
viamão,2933406.0
vila velha,2933455.0
vitória,2933505.0
volta redonda,2933604.0
várzea grande,3100104.0
águas lindas de goiás,3100203.0
acrelândia,3100302.0
alagoinhas,3100401.0
alvorada,3100500.0
ananindeua,3100609.0
anta gorda,3100708.0
anápolis,3100807.0
aparecida de goiânia,3100906.0
aquiraz,3101003.0
aracaju,3101102.0
araguaína,3101201.0
arujá,3101300.0
açu,3101508.0
bagé,3101607.0
balneário camboriú,3101631.0
barra mansa,3101706.0
barreiras,3101805.0
barueri,3101904.0
batayporã,3102001.0
belo horizonte,3102050.0
belo jardim,3102100.0
belém,3102209.0
bento gonçalves,3102308.0
betim,3102407.0
blumenau,3102506.0
boa esperança,3102605.0
boa vista,3102803.0
boca do acre,3102852.0
bom despacho,3102902.0
bonfim,3103009.0
brasília,3103108.0
braço do norte,3103207.0
brumado,3103306.0
brusque,3103405.0
cachoeira do sul,3103504.0
cachoeiro de itapemirim,3103603.0
caicó,3103702.0
camaquã,3103751.0
camaragibe,3103801.0
camaçari,3103900.0
camboriú,3104007.0
campina grande,3104106.0
campinas,3104205.0
campo belo,3104304.0
campo bom,3104403.0
campo grande,3104452.0
campo largo,3104502.0
campo mourão,3104601.0
campos altos,3104700.0
campos dos goytacazes,3104809.0
canarana,3104908.0
canelinha,3105004.0
canguçu,3105103.0
canoas,3105202.0
capão da canoa,3105301.0
cariacica,3105400.0
carlos barbosa,3105509.0
carmo do cajuru,3105608.0
caruaru,3105707.0
cascavel,3105905.0
castanhal,3106002.0
castelo,3106101.0
castro,3106200.0
catalão,3106309.0
caucaia,3106408.0
caxias do sul,3106507.0
cerro grande do sul,3106606.0
chapecó,3106655.0
charqueadas,3106705.0
cianorte,3106804.0
conceição do jacuípe,3106903.0
conde,3107000.0
contagem,3107109.0
contenda,3107307.0
coronel fabriciano,3107406.0
cotia,3107505.0
criciúma,3107604.0
cruzeiro do sul,3107703.0
cuiabá,3107802.0
curitiba,3107901.0
diadema,3108008.0
divinópolis,3108107.0
dois irmãos,3108206.0
dom pedrito,3108255.0
dourados,3108305.0
duque de caxias,3108404.0
eldorado do sul,3108503.0
embu das artes,3108552.0
erechim,3108602.0
estrela,3108701.0
estância velha,3108800.0
extrema,3108909.0
farroupilha,3109006.0
faxinal,3109105.0
feira de santana,3109204.0
ferraz de vasconcelos,3109253.0
florianópolis,3109303.0
fortaleza,3109402.0
fortim,3109451.0
foz do iguaçu,3109501.0
garibaldi,3109600.0
gaspar,3109709.0
goiana,3109808.0
goianésia,3109907.0
goiânia,3110004.0
governador valadares,3110103.0
gravatal,3110202.0
gravataí,3110301.0
guapimirim,3110400.0
guarapari,3110509.0
guarapuava,3110608.0
guarulhos,3110707.0
guaíra,3110806.0
guimarânia,3110905.0
hidrolândia,3111002.0
hortolândia,3111101.0
igaracy,3111200.0
ilhéus,3111309.0
imbituba,3111408.0
indaial,3111507.0
ipatinga,3111606.0
ipiaú,3111705.0
iracemápolis,3111804.0
iretama,3111903.0
itaboraí,3112000.0
itabuna,3112059.0
itacoatiara,3112109.0
itagibá,3112208.0
itaitinga,3112307.0
itaituba,3112406.0
itajaí,3112505.0
itamaraju,3112604.0
itapema,3112653.0
itapemirim,3112703.0
itororó,3112802.0
ivoti,3112901.0
jaboatão dos guararapes,3113008.0
jaguariúna,3113107.0
jaguaruna,3113206.0
jaraguá do sul,3113305.0
jataí,3113404.0
jequié,3113503.0
ji-paraná,3113602.0
joinville,3113701.0
joão pessoa,3113800.0
juazeiro do norte,3113909.0
juazeiro,3114006.0
juiz de fora,3114105.0
jundiaí,3114204.0
lages,3114303.0
lagoa da prata,3114402.0
laguna,3114501.0
lajeado,3114550.0
linhares,3114600.0
londrina,3114709.0
louveira,3114808.0
luziânia,3114907.0
macapá,3115003.0
macaíba,3115102.0
maceió,3115201.0
mairiporã,3115300.0
manacapuru,3115359.0
manaus,3115409.0
mangaratiba,3115458.0
marabá,3115474.0
maracanaú,3115508.0
maranguape,3115706.0
marau,3115805.0
marechal cândido rondon,3115904.0
mariana,3116001.0
maringá,3116100.0
mariópolis,3116159.0
mauriti,3116209.0
mauá,3116308.0
medianeira,3116407.0
miguel pereira,3116506.0
mogi das cruzes,3116605.0
monte alegre,3116704.0
mossoró,3116803.0
muriaé,3116902.0
natal,3117009.0
navegantes,3117108.0
niterói,3117207.0
nossa senhora da glória,3117306.0
nova iguaçu,3117405.0
nova lima,3117504.0
nova monte verde,3117603.0
nova palma,3117702.0
novo hamburgo,3117801.0
osasco,3117836.0
osório,3117876.0
palmas,3117900.0
papanduva,3118007.0
paranavaí,3118106.0
parauapebas,3118205.0
paraí,3118304.0
parnamirim,3118403.0
parnaíba,3118502.0
passa e fica,3118601.0
passo fundo,3118700.0
pato branco,3118809.0
patrocínio,3118908.0
peabiru,3119005.0
pelotas,3119104.0
petrolina,3119203.0
petrópolis,3119302.0
piratini,3119401.0
pojuca,3119500.0
pomerode,3119609.0
ponta grossa,3119708.0
ponta porã,3119807.0
porto acre,3119906.0
porto alegre,3119955.0
porto belo,3120003.0
porto real do colégio,3120102.0
porto seguro,3120151.0
porto velho,3120201.0
poá,3120300.0
poços de caldas,3120409.0
prado,3120508.0
propriá,3120607.0
quatiguá,3120706.0
quixadá,3120805.0
rancho queimado,3120839.0
recife,3120870.0
resende,3120904.0
ribeirão pires,3121001.0
ribeirão preto,3121100.0
rio branco,3121209.0
rio claro,3121258.0
rio grande,3121308.0
rio negro,3121407.0
rio verde de mato grosso,3121506.0
rio verde,3121605.0
rio das ostras,3121803.0
rio de janeiro,3121902.0
rolante,3122009.0
sabará,3122108.0
salvador,3122207.0
sant'ana do livramento,3122306.0
santa luzia,3122355.0
santa maria,3122405.0
santa rosa,3122454.0
santa teresa,3122504.0
santana de parnaíba,3122603.0
santiago,3122702.0
santo andré,3122801.0
sapiranga,3123007.0
serafina corrêa,3123106.0
seropédica,3123205.0
serra do salitre,3123304.0
serra,3123403.0
sete lagoas,3123528.0
siderópolis,3123601.0
sidrolândia,3123700.0
