,Datas,Cidades,Estados,Geocode
582,2020-04-05,santa maria da vitória,BA,2928109.0
583,2020-04-05,santana,AP,1600600.0
584,2020-04-05,sarzedo,MG,3165537.0
585,2020-04-05,sertaneja,PR,4126405.0
586,2020-04-05,são domingos,SC,4216107.0
587,2020-04-05,são jorge,RS,4318440.0
588,2020-04-05,são joão da barra,RJ,3305000.0
589,2020-04-05,taipu,RN,2413904.0
590,2020-04-05,tanguá,RJ,3305752.0
591,2020-04-05,tenente ananias,RN,2414100.0
592,2020-04-05,terra roxa,SP,3554409.0
593,2020-04-05,trajano de moraes,RJ,3305901.0
594,2020-04-05,vilhena,RO,1100304.0
595,2020-04-06,amontada,CE,2300754.0
596,2020-04-06,aripuanã,MT,5101407.0
597,2020-04-06,bandeirantes,PR,4102406.0
598,2020-04-06,barra do choça,BA,2902906.0
599,2020-04-06,birigui,SP,3506508.0
600,2020-04-06,boituva,SP,3507001.0
601,2020-04-06,cachoeirinha,PE,2603108.0
602,2020-04-06,cajapió,MA,2102408.0
603,2020-04-06,cambuí,MG,3110608.0
604,2020-04-06,cametá,PA,1502103.0
605,2020-04-06,campo formoso,BA,2906006.0
606,2020-04-06,canarana,MT,5102702.0
607,2020-04-06,caraguatatuba,SP,3510500.0
608,2020-04-06,catarina,CE,2303600.0
609,2020-04-06,centralina,MG,3115805.0
610,2020-04-06,crateús,CE,2304103.0
611,2020-04-06,croatá,CE,2304236.0
612,2020-04-06,cáceres,MT,5102504.0
613,2020-04-06,divinésia,MG,3121902.0
614,2020-04-06,formiga,MG,3126109.0
615,2020-04-06,frutal,MG,3127107.0
616,2020-04-06,guaraciaba do norte,CE,2305001.0
617,2020-04-06,ibiraçu,ES,3202504.0
618,2020-04-06,ibotirama,BA,2913200.0
619,2020-04-06,ilha comprida,SP,3520426.0
620,2020-04-06,jeceaba,MG,3135407.0
621,2020-04-06,lagoa do carro,PE,2608453.0
622,2020-04-06,lavras da mangabeira,CE,2307502.0
623,2020-04-06,machado,MG,3139003.0
624,2020-04-06,matozinhos,MG,3141108.0
625,2020-04-06,minas do leão,RS,4312252.0
626,2020-04-06,mirassol,SP,3530300.0
627,2020-04-06,montes claros,MG,3143302.0
628,2020-04-06,ouro fino,MG,3146008.0
629,2020-04-06,palmeira dos índios,AL,2706307.0
630,2020-04-06,paudalho,PE,2610608.0
631,2020-04-06,piracuruca,PI,2208304.0
632,2020-04-06,plácido de castro,AC,1200385.0
633,2020-04-06,presidente venceslau,SP,3541505.0
634,2020-04-06,primeiro de maio,PR,4120507.0
635,2020-04-06,santa cruz do rio pardo,SP,3546405.0
636,2020-04-06,santana do acaraú,CE,2312007.0
637,2020-04-06,santo amaro da imperatriz,SC,4215703.0
638,2020-04-06,senador amaral,MG,3165578.0
639,2020-04-06,senador pompeu,CE,2312700.0
640,2020-04-06,são carlos,SP,3548906.0
641,2020-04-06,são francisco do conde,BA,2929206.0
642,2020-04-06,são josé dos quatro marcos,MT,5107107.0
643,2020-04-06,são lourenço do sul,RS,4318804.0
644,2020-04-06,tabaí,RS,4320859.0
645,2020-04-06,timbó,SC,4218202.0
646,2020-04-06,ubá,MG,3169901.0
647,2020-04-06,união do sul,MT,5108303.0
648,2020-04-06,videira,SC,4219309.0
649,2020-04-06,águas mornas,SC,4200606.0
650,2020-04-07,alto alegre,RR,1400050.0
651,2020-04-07,anita garibaldi,SC,4201000.0
652,2020-04-07,araras,SP,3503307.0
653,2020-04-07,barretos,SP,3505500.0
654,2020-04-07,bebedouro,SP,3506102.0
655,2020-04-07,boa esperança,ES,3201001.0
656,2020-04-07,bom jardim,PE,2602209.0
657,2020-04-07,bom jardim,RJ,3300506.0
658,2020-04-07,botelhos,MG,3108404.0
659,2020-04-07,bragança paulista,SP,3507605.0
660,2020-04-07,cabo frio,RJ,3300704.0
661,2020-04-07,cascavel,CE,2303501.0
662,2020-04-07,casimiro de abreu,RJ,3301306.0
663,2020-04-07,catanduva,SP,3511102.0
664,2020-04-07,catende,PE,2604205.0
665,2020-04-07,chapada dos guimarães,MT,5103007.0
666,2020-04-07,corumbá,MS,5003207.0
667,2020-04-07,encantado,RS,4306809.0
668,2020-04-07,harmonia,RS,4309555.0
669,2020-04-07,ibiúna,SP,3519709.0
670,2020-04-07,igarassu,PE,2606804.0
671,2020-04-07,itapeva,MG,3133600.0
672,2020-04-07,itatiba,SP,3523404.0
673,2020-04-07,japeri,RJ,3302270.0
674,2020-04-07,macaparana,PE,2609006.0
675,2020-04-07,monte alto,SP,3531308.0
676,2020-04-07,moreno,PE,2609402.0
677,2020-04-07,nova glória,GO,5214861.0
678,2020-04-07,nova venécia,ES,3203908.0
679,2020-04-07,pareci novo,RS,4314035.0
680,2020-04-07,peruíbe,SP,3537602.0
681,2020-04-07,pindamonhangaba,SP,3538006.0
682,2020-04-07,piumhi,MG,3151503.0
683,2020-04-07,porto real,RJ,3304110.0
684,2020-04-07,primavera do leste,MT,5107040.0
685,2020-04-07,quatis,RJ,3304128.0
686,2020-04-07,quitandinha,PR,4121208.0
687,2020-04-07,salgueiro,PE,2612208.0
688,2020-04-07,salto,SP,3545209.0
689,2020-04-07,sangão,SC,4215455.0
690,2020-04-07,santa inês,MA,2109908.0
691,2020-04-07,santa rita,PB,2513703.0
692,2020-04-07,santo antônio do tauá,PA,1507003.0
693,2020-04-07,sapucaia,RJ,3305406.0
694,2020-04-07,simão dias,SE,2807105.0
695,2020-04-07,sonora,MS,5007935.0
696,2020-04-07,sumaré,SP,3552403.0
697,2020-04-07,são benedito do rio preto,MA,2110401.0
698,2020-04-07,são roque,SP,3550605.0
699,2020-04-07,timbaúba,PE,2615300.0
700,2020-04-07,tupandi,RS,4322251.0
701,2020-04-07,vianópolis,GO,5222005.0
702,2020-04-07,vitorino,PR,4128708.0
703,2020-04-07,vitória de santo antão,PE,2616407.0
704,2020-04-08,alpercata,MG,3101805.0
705,2020-04-08,araci,BA,2902104.0
706,2020-04-08,arcoverde,PE,2601201.0
707,2020-04-08,arroio dos ratos,RS,4301107.0
708,2020-04-08,avaré,SP,3504503.0
709,2020-04-08,bady bassitt,SP,3504602.0
710,2020-04-08,batatais,SP,3505906.0
711,2020-04-08,bayeux,PB,2501807.0
712,2020-04-08,bela vista de goiás,GO,5203302.0
713,2020-04-08,bujari,AC,1200138.0
714,2020-04-08,carangola,MG,3113305.0
715,2020-04-08,caçapava,SP,3508504.0
716,2020-04-08,colinas,MA,2103505.0
717,2020-04-08,conceição do coité,BA,2908408.0
718,2020-04-08,euclides da cunha,BA,2910701.0
719,2020-04-08,forquilhinha,SC,4205456.0
720,2020-04-08,glorinha,RS,4309050.0
721,2020-04-08,goiandira,GO,5208509.0
722,2020-04-08,goiatuba,GO,5209101.0
723,2020-04-08,gongogi,BA,2911501.0
724,2020-04-08,guapó,GO,5209200.0
725,2020-04-08,guararema,SP,3518305.0
726,2020-04-08,gurupi,TO,1709500.0
727,2020-04-08,icapuí,CE,2305357.0
728,2020-04-08,icatu,MA,2105104.0
729,2020-04-08,ipaba,MG,3131158.0
730,2020-04-08,itagi,BA,2915106.0
731,2020-04-08,itaiçaba,CE,2306207.0
732,2020-04-08,itatim,BA,2916856.0
733,2020-04-08,ivaiporã,PR,4111506.0
734,2020-04-08,jacareí,SP,3524402.0
735,2020-04-08,jales,SP,3524808.0
736,2020-04-08,joanópolis,SP,3525508.0
737,2020-04-08,lambari d'oeste,MT,5105234.0
738,2020-04-08,laranjal paulista,SP,3526407.0
739,2020-04-08,manicoré,AM,1302702.0
740,2020-04-08,mococa,SP,3530508.0
741,2020-04-08,mombaça,CE,2308500.0
742,2020-04-08,montividiu,GO,5213756.0
743,2020-04-08,olímpia,SP,3533908.0
744,2020-04-08,ouro preto do oeste,RO,1100155.0
745,2020-04-08,pacatuba,SE,2804904.0
746,2020-04-08,passira,PE,2610509.0
747,2020-04-08,pindorama,SP,3538105.0
748,2020-04-08,pires do rio,GO,5217401.0
749,2020-04-08,presidente figueiredo,AM,1303536.0
750,2020-04-08,presidente prudente,SP,3541406.0
751,2020-04-08,rio das flores,RJ,3304508.0
752,2020-04-08,serrinha,BA,2930501.0
753,2020-04-08,sertãozinho,SP,3551702.0
754,2020-04-08,são bento do sul,SC,4215802.0
755,2020-04-08,são joão nepomuceno,MG,3162906.0
756,2020-04-08,são joão do ivaí,PR,4125001.0
757,2020-04-08,tanabi,SP,3553401.0
758,2020-04-08,tangará,SC,4217907.0
759,2020-04-08,toledo,PR,4127700.0
760,2020-04-08,urbano santos,MA,2112605.0
761,2020-04-08,vacaria,RS,4322509.0
762,2020-04-08,vazante,MG,3171006.0
763,2020-04-08,venda nova do imigrante,ES,3205069.0
764,2020-04-09,abreu e lima,PE,2600054.0
765,2020-04-09,anhanguera,GO,5201207.0
766,2020-04-09,artur nogueira,SP,3503802.0
767,2020-04-09,aurora,SC,4201901.0
768,2020-04-09,balneário piçarras,SC,4212809.0
769,2020-04-09,barra velha,SC,4202107.0
770,2020-04-09,barra do turvo,SP,3505401.0
771,2020-04-09,bom retiro do sul,RS,4302402.0
772,2020-04-09,borda da mata,MG,3108305.0
773,2020-04-09,campina da lagoa,PR,4103909.0
774,2020-04-09,cantagalo,RJ,3301108.0
775,2020-04-09,capoeiras,PE,2603801.0
776,2020-04-09,carpina,PE,2604007.0
777,2020-04-09,caçador,SC,4203006.0
778,2020-04-09,cidreira,RS,4305454.0
779,2020-04-09,cocal do sul,SC,4204251.0
780,2020-04-09,eldorado,SP,3514809.0
781,2020-04-09,frei miguelinho,PE,2605806.0
782,2020-04-09,garanhuns,PE,2606002.0
783,2020-04-09,garopaba,SC,4205704.0
784,2020-04-09,guaramirim,SC,4206504.0
785,2020-04-09,guaratinguetá,SP,3518404.0
786,2020-04-09,itanhandu,MG,3133105.0
787,2020-04-09,itapebi,BA,2916302.0
788,2020-04-09,itapeva,SP,3522406.0
789,2020-04-09,itatinga,SP,3523503.0
790,2020-04-09,ituberá,BA,2917300.0
791,2020-04-09,jaci,SP,3524501.0
792,2020-04-09,joão alfredo,PE,2608107.0
793,2020-04-09,joão monlevade,MG,3136207.0
794,2020-04-09,limoeiro,PE,2608909.0
795,2020-04-09,manoel ribas,PR,4114500.0
796,2020-04-09,massaranduba,SC,4210605.0
797,2020-04-09,montenegro,RS,4312401.0
798,2020-04-09,mário campos,MG,3140159.0
799,2020-04-09,orleans,SC,4211702.0
800,2020-04-09,paraty,RJ,3303807.0
801,2020-04-09,pará de minas,MG,3147105.0
802,2020-04-09,paty do alferes,RJ,3303856.0
803,2020-04-09,pombos,PE,2611309.0
804,2020-04-09,rio negrinho,SC,4215000.0
805,2020-04-09,santa luzia,BA,2928059.0
806,2020-04-09,santa maria de itabira,MG,3158003.0
807,2020-04-09,sumidouro,RJ,3305703.0
808,2020-04-09,são joão da boa vista,SP,3549102.0
809,2020-04-09,ubatã,BA,2932309.0
810,2020-04-09,vidal ramos,SC,4219200.0
811,2020-04-09,várzea alegre,CE,2314003.0
812,2020-04-10,araçoiaba da serra,SP,3502903.0
813,2020-04-10,ariquemes,RO,1100023.0
814,2020-04-10,bom conselho,PE,2602100.0
815,2020-04-10,bom jesus do itabapoana,RJ,3300605.0
816,2020-04-10,cachoeira grande,MA,2102374.0
817,2020-04-10,cachoeiras de macacu,RJ,3300803.0
818,2020-04-10,camacan,BA,2905602.0
819,2020-04-10,cansanção,BA,2906808.0
820,2020-04-10,cantanhede,MA,2102705.0
821,2020-04-10,chapadinha,MA,2103208.0
822,2020-04-10,crato,CE,2304202.0
823,2020-04-10,cubatão,SP,3513504.0
824,2020-04-10,independência,CE,2305605.0
825,2020-04-10,ipojuca,PE,2607208.0
826,2020-04-10,itajubá,MG,3132404.0
827,2020-04-10,itapecerica,MG,3133501.0
828,2020-04-10,itatiaia,RJ,3302254.0
829,2020-04-10,jaguaquara,BA,2917607.0
830,2020-04-10,marumbi,PR,4115507.0
831,2020-04-10,nova trento,SC,4211504.0
832,2020-04-10,ourinhos,SP,3534708.0
833,2020-04-10,paiçandu,PR,4117503.0
834,2020-04-10,paracambi,RJ,3303609.0
835,2020-04-10,pedra bela,SP,3536802.0
836,2020-04-10,pirapora,MG,3151206.0
837,2020-04-10,porto ferreira,SP,3540705.0
838,2020-04-10,professor jamil,GO,5218391.0
839,2020-04-10,quixeré,CE,2311504.0
840,2020-04-10,rio do pires,BA,2926905.0
841,2020-04-10,russas,CE,2311801.0
842,2020-04-10,santa bárbara d'oeste,SP,3545803.0
843,2020-04-10,sarandi,RS,4320107.0
844,2020-04-10,senador sá,CE,2312809.0
845,2020-04-10,serra talhada,PE,2613909.0
846,2020-04-10,são caitano,PE,2613107.0
847,2020-04-10,são francisco de itabapoana,RJ,3304755.0
848,2020-04-10,são gabriel da palha,ES,3204708.0
849,2020-04-10,são lourenço,MG,3163706.0
850,2020-04-10,são luís do curu,CE,2312601.0
851,2020-04-10,são miguel arcanjo,SP,3550209.0
852,2020-04-10,tabuleiro do norte,CE,2313104.0
853,2020-04-10,tupã,SP,3555000.0
854,2020-04-10,viana,MA,2112803.0
855,2020-04-10,águas de são pedro,SP,3500600.0
856,2020-04-11,acará,PA,1500206.0
857,2020-04-11,amparo,SP,3501905.0
858,2020-04-11,américo brasiliense,SP,3501707.0
859,2020-04-11,araçariguama,SP,3502754.0
860,2020-04-11,barroquinha,CE,2302057.0
861,2020-04-11,bujaru,PA,1501907.0
862,2020-04-11,caiabu,SP,3508900.0
863,2020-04-11,cambuquira,MG,3110707.0
864,2020-04-11,capim grosso,BA,2906873.0
865,2020-04-11,careiro,AM,1301100.0
866,2020-04-11,cariri do tocantins,TO,1703867.0
867,2020-04-11,conceição das alagoas,MG,3117306.0
868,2020-04-11,encanto,RN,2403301.0
869,2020-04-11,encruzilhada do sul,RS,4306908.0
870,2020-04-11,ferros,MG,3125903.0
871,2020-04-11,forquilha,CE,2304350.0
872,2020-04-11,gameleira,PE,2605905.0
873,2020-04-11,ibirité,MG,3129806.0
874,2020-04-11,ibirá,SP,3519402.0
875,2020-04-11,ipuiúna,MG,3131505.0
876,2020-04-11,itarema,CE,2306553.0
877,2020-04-11,ituiutaba,MG,3134202.0
878,2020-04-11,jaboticatubas,MG,3134608.0
879,2020-04-11,luís eduardo magalhães,BA,2919553.0
880,2020-04-11,monte carmelo,MG,3143104.0
881,2020-04-11,pacaraima,RR,1400456.0
882,2020-04-11,paranaíba,MS,5006309.0
883,2020-04-11,paraíso do tocantins,TO,1716109.0
884,2020-04-11,quatipuru,PA,1506112.0
885,2020-04-11,quipapá,PE,2611507.0
886,2020-04-11,rialma,GO,5218607.0
887,2020-04-11,santa cecília,SC,4215505.0
888,2020-04-11,santa cruz do capibaribe,PE,2612505.0
889,2020-04-11,santa cruz,RN,2411205.0
890,2020-04-11,santa lúcia,SP,3546900.0
891,2020-04-11,sertânia,PE,2614105.0
892,2020-04-11,são bento do una,PE,2613008.0
893,2020-04-11,são brás do suaçuí,MG,3160900.0
894,2020-04-11,são gotardo,MG,3162104.0
895,2020-04-11,são josé do calçado,ES,3204807.0
896,2020-04-11,são miguel do guamá,PA,1507607.0
897,2020-04-11,toritama,PE,2615409.0
898,2020-04-11,tracunhaém,PE,2615508.0
899,2020-04-11,vitória do mearim,MA,2112902.0
900,2020-04-12,abaeté,MG,3100203.0
901,2020-04-12,alfredo chaves,ES,3200300.0
902,2020-04-12,altamira do maranhão,MA,2100402.0
903,2020-04-12,bonfim,MG,3108107.0
904,2020-04-12,campos gerais,MG,3111606.0
905,2020-04-12,canguaretama,RN,2402204.0
906,2020-04-12,caxias,MA,2103000.0
907,2020-04-12,cerro corá,RN,2402709.0
908,2020-04-12,chã grande,PE,2604502.0
909,2020-04-12,espinosa,MG,3124302.0
910,2020-04-12,glória do goitá,PE,2606101.0
911,2020-04-12,imbé,RS,4310330.0
912,2020-04-12,itaguaru,GO,5210604.0
913,2020-04-12,ituporanga,SC,4208500.0
914,2020-04-12,jussara,PR,4113007.0
915,2020-04-12,lagoa de pedras,RN,2406304.0
916,2020-04-12,machados,PE,2609105.0
917,2020-04-12,marliéria,MG,3140308.0
918,2020-04-12,mirinzal,MA,2106805.0
919,2020-04-12,naviraí,MS,5005707.0
920,2020-04-12,nerópolis,GO,5214507.0
921,2020-04-12,nova serrana,MG,3145208.0
922,2020-04-12,pacajus,CE,2309607.0
923,2020-04-12,perdões,MG,3149903.0
924,2020-04-12,pirapetinga,MG,3151107.0
925,2020-04-12,piraí,RJ,3304003.0
926,2020-04-12,pirenópolis,GO,5217302.0
927,2020-04-12,santa leopoldina,ES,3204500.0
928,2020-04-12,santa mônica,PR,4123956.0
929,2020-04-12,santa rita,MA,2110203.0
930,2020-04-12,sapé,PB,2515302.0
931,2020-04-12,saquarema,RJ,3305505.0
932,2020-04-12,serra do ramalho,BA,2930154.0
933,2020-04-12,são fidélis,RJ,3304805.0
934,2020-04-12,são josé da coroa grande,PE,2613404.0
935,2020-04-12,uruaçu,GO,5221601.0
936,2020-04-12,veranópolis,RS,4322806.0
937,2020-04-12,zé doca,MA,2114007.0
938,2020-04-13,abaíra,BA,2900108.0
939,2020-04-13,acari,RN,2400109.0
940,2020-04-13,acopiara,CE,2300309.0
941,2020-04-13,ajuricaba,RS,4300208.0
942,2020-04-13,apucarana,PR,4101408.0
943,2020-04-13,araçoiaba,PE,2601052.0
944,2020-04-13,bezerros,PE,2601904.0
945,2020-04-13,campos do jordão,SP,3509700.0
946,2020-04-13,canavieiras,BA,2906303.0
947,2020-04-13,capanema,PA,1502202.0
948,2020-04-13,capivari de baixo,SC,4203956.0
949,2020-04-13,caracol,PI,2202505.0
950,2020-04-13,conceição do araguaia,PA,1502707.0
951,2020-04-13,coxim,MS,5003306.0
952,2020-04-13,cruzeiro do sul,AC,1200203.0
953,2020-04-13,currais novos,RN,2403103.0
954,2020-04-13,espumoso,RS,4307500.0
955,2020-04-13,formosa,GO,5208004.0
956,2020-04-13,garça,SP,3516705.0
957,2020-04-13,gravatá,PE,2606408.0
958,2020-04-13,graça,CE,2304657.0
959,2020-04-13,igaratá,SP,3520202.0
960,2020-04-13,ipumirim,SC,4207700.0
961,2020-04-13,itapé,BA,2916203.0
962,2020-04-13,jataizinho,PR,4112702.0
963,2020-04-13,lagoa dos gatos,PE,2608701.0
964,2020-04-13,macatuba,SP,3528007.0
965,2020-04-13,paraúna,GO,5216403.0
966,2020-04-13,pau dos ferros,RN,2409407.0
967,2020-04-13,pimenteiras,PI,2208106.0
968,2020-04-13,rio pardo,RS,4315701.0
969,2020-04-13,rio do sul,SC,4214805.0
970,2020-04-13,salinópolis,PA,1506203.0
971,2020-04-13,santo cristo,RS,4317905.0
972,2020-04-13,teutônia,RS,4321451.0
973,2020-04-13,trairi,CE,2313500.0
974,2020-04-13,ubatuba,SP,3555406.0
975,2020-04-13,venâncio aires,RS,4322608.0
976,2020-04-14,araxá,MG,3104007.0
977,2020-04-14,armação dos búzios,RJ,3300233.0
978,2020-04-14,bariri,SP,3505203.0
979,2020-04-14,barreira,CE,2301950.0
980,2020-04-14,bom jesus da lapa,BA,2903904.0
981,2020-04-14,bragança,PA,1501709.0
982,2020-04-14,cajuru,SP,3509403.0
983,2020-04-14,canaã dos carajás,PA,1502152.0
984,2020-04-14,capistrano,CE,2302909.0
985,2020-04-14,carnaíba,PE,2603900.0
986,2020-04-14,cataguases,MG,3115300.0
987,2020-04-14,chã de alegria,PE,2604403.0
988,2020-04-14,conchas,SP,3512308.0
989,2020-04-14,coronel joão pessoa,RN,2402907.0
990,2020-04-14,faina,GO,5207535.0
991,2020-04-14,floresta azul,BA,2911006.0
992,2020-04-14,goianira,GO,5208806.0
993,2020-04-14,goianá,MG,3127388.0
994,2020-04-14,governador nunes freire,MA,2104677.0
995,2020-04-14,guaranésia,MG,3128303.0
996,2020-04-14,jerônimo monteiro,ES,3203106.0
997,2020-04-14,leme,SP,3526704.0
998,2020-04-14,lins,SP,3527108.0
999,2020-04-14,lábrea,AM,1302405.0
1000,2020-04-14,mairinque,SP,3528403.0
1001,2020-04-14,matias barbosa,MG,3140803.0
1002,2020-04-14,mazagão,AP,1600402.0
1003,2020-04-14,mongaguá,SP,3531100.0
1004,2020-04-14,morrinhos,GO,5213806.0
1005,2020-04-14,nhandeara,SP,3532603.0
1006,2020-04-14,nova ipixuna,PA,1504976.0
1007,2020-04-14,paracuru,CE,2310209.0
1008,2020-04-14,passos,MG,3147907.0
1009,2020-04-14,pilar do sul,SP,3537909.0
1010,2020-04-14,pontal,SP,3540200.0
1011,2020-04-14,pontes e lacerda,MT,5106752.0
1012,2020-04-14,porto grande,AP,1600535.0
1013,2020-04-14,rincão,SP,3543709.0
1014,2020-04-14,rondon do pará,PA,1506187.0
1015,2020-04-14,santa bárbara do pará,PA,1506351.0
1016,2020-04-14,santa cruz de monte castelo,PR,4123303.0
1017,2020-04-14,santa maria de jetibá,ES,3204559.0
1018,2020-04-14,santa teresinha,BA,2928505.0
1019,2020-04-14,santana do itararé,PR,4124004.0
1020,2020-04-14,satuba,AL,2708907.0
1021,2020-04-14,são joão do caiuá,PR,4124905.0
1022,2020-04-14,são joão do rio do peixe,PB,2500700.0
1023,2020-04-14,são miguel do gostoso,RN,2412559.0
1024,2020-04-14,são raimundo nonato,PI,2210607.0
1025,2020-04-14,são tomás de aquino,MG,3165107.0
1026,2020-04-14,taperoá,PB,2516508.0
1027,2020-04-14,tucumã,PA,1508084.0
1028,2020-04-14,tupãssi,PR,4127957.0
1029,2020-04-14,una,BA,2932507.0
1030,2020-04-14,vitória do jari,AP,1600808.0
1031,2020-04-14,várzea paulista,SP,3556503.0
1032,2020-04-14,óbidos,PA,1505106.0
1033,2020-04-15,almenara,MG,3101706.0
1034,2020-04-15,altos,PI,2200400.0
1035,2020-04-15,andradina,SP,3502101.0
1036,2020-04-15,apiaí,SP,3502705.0
1037,2020-04-15,aracoiaba,CE,2301208.0
1038,2020-04-15,aragoiânia,GO,5201801.0
1039,2020-04-15,areal,RJ,3300225.0
1040,2020-04-15,assaí,PR,4101903.0
1041,2020-04-15,baturité,CE,2302107.0
1042,2020-04-15,belmiro braga,MG,3106101.0
1043,2020-04-15,bilac,SP,3506409.0
1044,2020-04-15,boca da mata,AL,2701001.0
1045,2020-04-15,bom jesus do norte,ES,3201100.0
1046,2020-04-15,bonfim do piauí,PI,2201929.0
1047,2020-04-15,buritama,SP,3508108.0
1048,2020-04-15,cachoeira do arari,PA,1502004.0
1049,2020-04-15,camocim,CE,2302602.0
1050,2020-04-15,candelária,RS,4304200.0
1051,2020-04-15,capitão poço,PA,1502301.0
1052,2020-04-15,capão bonito,SP,3510203.0
1053,2020-04-15,carapebus,RJ,3300936.0
1054,2020-04-15,caridade,CE,2303006.0
1055,2020-04-15,chapada,RS,4305306.0
1056,2020-04-15,conquista d'oeste,MT,5103361.0
1057,2020-04-15,cruzeiro,SP,3513405.0
1058,2020-04-15,eunápolis,BA,2910727.0
1059,2020-04-15,fernandópolis,SP,3515509.0
1060,2020-04-15,granja,CE,2304707.0
1061,2020-04-15,igarapava,SP,3520103.0
1062,2020-04-15,irecê,BA,2914604.0
1063,2020-04-15,jucás,CE,2307403.0
1064,2020-04-15,laranjal do jari,AP,1600279.0
1065,2020-04-15,lorena,SP,3527207.0
1066,2020-04-15,marapanim,PA,1504406.0
1067,2020-04-15,massapê,CE,2308005.0
1068,2020-04-15,mendes,RJ,3302809.0
1069,2020-04-15,mogi mirim,SP,3530805.0
1070,2020-04-15,monte alegre,PA,1504802.0
1071,2020-04-15,monte mor,SP,3531803.0
1072,2020-04-15,morro agudo,SP,3531902.0
1073,2020-04-15,morungaba,SP,3532009.0
1074,2020-04-15,mulungu,CE,2309102.0
1075,2020-04-15,nicolau vergueiro,RS,4312674.0
1076,2020-04-15,nossa senhora do socorro,SE,2804805.0
1077,2020-04-15,paramirim,BA,2923605.0
1078,2020-04-15,pederneiras,SP,3536703.0
1079,2020-04-15,picos,PI,2208007.0
1080,2020-04-15,piratininga,SP,3539400.0
1081,2020-04-15,pratânia,SP,3541059.0
1082,2020-04-15,quissamã,RJ,3304151.0
1083,2020-04-15,quiterianópolis,CE,2311264.0
1084,2020-04-15,redenção,CE,2311603.0
1085,2020-04-15,ribeirão,PE,2611804.0
1086,2020-04-15,rinópolis,SP,3543808.0
1087,2020-04-15,rio largo,AL,2707701.0
1088,2020-04-15,salitre,CE,2311959.0
1089,2020-04-15,santa rosa do sul,SC,4215653.0
1090,2020-04-15,santo antônio do descoberto,GO,5219753.0
1091,2020-04-15,silva jardim,RJ,3305604.0
1092,2020-04-15,são cristóvão,SE,2806701.0
1093,2020-04-15,taperoá,BA,2931202.0
1094,2020-04-15,tauá,CE,2313302.0
1095,2020-04-15,tio hugo,RS,4321469.0
1096,2020-04-15,tocantinópolis,TO,1721208.0
1097,2020-04-15,triunfo,PE,2615706.0
1098,2020-04-15,valente,BA,2933000.0
1099,2020-04-15,vigia,PA,1508209.0
1100,2020-04-15,vila valério,ES,3205176.0
1101,2020-04-16,aiquara,BA,2900603.0
1102,2020-04-16,alambari,SP,3500758.0
1103,2020-04-16,amaraji,PE,2600906.0
1104,2020-04-16,amélia rodrigues,BA,2901106.0
1105,2020-04-16,anchieta,ES,3200409.0
1106,2020-04-16,arabutã,SC,4201273.0
1107,2020-04-16,armazém,SC,4201505.0
1108,2020-04-16,bacabal,MA,2101202.0
1109,2020-04-16,bacabeira,MA,2101251.0
1110,2020-04-16,barcelona,RN,2401503.0
1111,2020-04-16,brejetuba,ES,3201159.0
1112,2020-04-16,buerarema,BA,2904704.0
1113,2020-04-16,buritis,RO,1100452.0
1114,2020-04-16,campo limpo paulista,SP,3509601.0
1115,2020-04-16,castilho,SP,3511003.0
1116,2020-04-16,concórdia,SC,4204301.0
1117,2020-04-16,cupira,PE,2605004.0
1118,2020-04-16,curaçá,BA,2909901.0
1119,2020-04-16,demerval lobão,PI,2203305.0
1120,2020-04-16,duartina,SP,3514502.0
1121,2020-04-16,escada,PE,2605202.0
1122,2020-04-16,fartura,SP,3515400.0
1123,2020-04-16,feira nova,PE,2605400.0
1124,2020-04-16,flores da cunha,RS,4308201.0
1125,2020-04-16,guairaçá,PR,4108908.0
1126,2020-04-16,inhuma,PI,2204709.0
