,Datas,Cidades,Estados,Geocode
2748,2020-05-11,aragarças,GO,5201702.0
2749,2020-05-11,barra de guabiraba,PE,2601300.0
2750,2020-05-11,bodocó,PE,2602001.0
2751,2020-05-11,cajuri,MG,3110202.0
2752,2020-05-11,campo alegre de goiás,GO,5204805.0
2753,2020-05-11,canhotinho,PE,2603702.0
2754,2020-05-11,capitão,RS,4304697.0
2755,2020-05-11,cascalho rico,MG,3115003.0
2756,2020-05-11,catiguá,SP,3511201.0
2757,2020-05-11,caxambu,MG,3115508.0
2758,2020-05-11,centenário do sul,PR,4105102.0
2759,2020-05-11,colinas do sul,GO,5205521.0
2760,2020-05-11,condor,RS,4305702.0
2761,2020-05-11,cuité de mamanguape,PB,2505238.0
2762,2020-05-11,dom expedito lopes,PI,2203404.0
2763,2020-05-11,duas estradas,PB,2505808.0
2764,2020-05-11,esperança do sul,RS,4307450.0
2765,2020-05-11,floresta do araguaia,PA,1503044.0
2766,2020-05-11,fontoura xavier,RS,4308300.0
2767,2020-05-11,fortuna,MA,2104206.0
2768,2020-05-11,gonçalves dias,MA,2104404.0
2769,2020-05-11,governador archer,MA,2104503.0
2770,2020-05-11,humaitá,RS,4309704.0
2771,2020-05-11,ibirubá,RS,4310009.0
2772,2020-05-11,igaci,AL,2703106.0
2773,2020-05-11,irará,BA,2914505.0
2774,2020-05-11,itaú,RN,2404903.0
2775,2020-05-11,juarez távora,PB,2507606.0
2776,2020-05-11,jucurutu,RN,2406106.0
2777,2020-05-11,lagoa de dentro,PB,2508208.0
2778,2020-05-11,laje do muriaé,RJ,3302304.0
2779,2020-05-11,malta,PB,2508802.0
2780,2020-05-11,maravilha,AL,2704609.0
2781,2020-05-11,maravilha,SC,4210506.0
2782,2020-05-11,natuba,PB,2509909.0
2783,2020-05-11,nova bassano,RS,4312906.0
2784,2020-05-11,padre bernardo,GO,5215603.0
2785,2020-05-11,palhano,CE,2310001.0
2786,2020-05-11,palmeiras de goiás,GO,5215702.0
2787,2020-05-11,palmácia,CE,2310100.0
2788,2020-05-11,pedro afonso,TO,1716505.0
2789,2020-05-11,porangatu,GO,5218003.0
2790,2020-05-11,portão,RS,4314803.0
2791,2020-05-11,praia norte,TO,1718303.0
2792,2020-05-11,progresso,RS,4315156.0
2793,2020-05-11,sacramento,MG,3156908.0
2794,2020-05-11,saloá,PE,2612307.0
2795,2020-05-11,santa teresinha,PB,2513802.0
2796,2020-05-11,santo antônio de goiás,GO,5219738.0
2797,2020-05-11,santo antônio do aventureiro,MG,3160009.0
2798,2020-05-11,silveiras,SP,3552007.0
2799,2020-05-11,são borja,RS,4318002.0
2800,2020-05-11,são domingos,SE,2806800.0
2801,2020-05-11,tapurah,MT,5108006.0
2802,2020-05-11,tuneiras do oeste,PR,4127908.0
2803,2020-05-11,vera mendes,PI,2211506.0
2804,2020-05-12,almino afonso,RN,2400604.0
2805,2020-05-12,alto longá,PI,2200301.0
2806,2020-05-12,alumínio,SP,3501152.0
2807,2020-05-12,bacuri,MA,2101301.0
2808,2020-05-12,belém,PB,2501906.0
2809,2020-05-12,cacaulândia,RO,1100601.0
2810,2020-05-12,cairu,BA,2905404.0
2811,2020-05-12,caiçara do norte,RN,2401859.0
2812,2020-05-12,campanha,MG,3110905.0
2813,2020-05-12,campestre,MG,3111002.0
2814,2020-05-12,congonhas,MG,3118007.0
2815,2020-05-12,coronel vivida,PR,4106506.0
2816,2020-05-12,cuité,PB,2505105.0
2817,2020-05-12,emilianópolis,SP,3515129.0
2818,2020-05-12,encruzilhada,BA,2910404.0
2819,2020-05-12,entre rios,BA,2910503.0
2820,2020-05-12,fernando prestes,SP,3515608.0
2821,2020-05-12,figueira,PR,4107751.0
2822,2020-05-12,general salgado,SP,3516903.0
2823,2020-05-12,godofredo viana,MA,2104305.0
2824,2020-05-12,governador dix-sept rosado,RN,2404309.0
2825,2020-05-12,guapiara,SP,3517604.0
2826,2020-05-12,guapé,MG,3128105.0
2827,2020-05-12,herculândia,SP,3519006.0
2828,2020-05-12,itatuba,PB,2507200.0
2829,2020-05-12,jacinto machado,SC,4208708.0
2830,2020-05-12,jardim do seridó,RN,2405702.0
2831,2020-05-12,lafaiete coutinho,BA,2918704.0
2832,2020-05-12,lagoa nova,RN,2406502.0
2833,2020-05-12,laranjal,MG,3138005.0
2834,2020-05-12,luís antônio,SP,3527603.0
2835,2020-05-12,mogeiro,PB,2509404.0
2836,2020-05-12,mojuí dos campos,PA,1504752.0
2837,2020-05-12,montauri,RS,4312351.0
2838,2020-05-12,nossa senhora do livramento,MT,5106109.0
2839,2020-05-12,nova mamoré,RO,1100338.0
2840,2020-05-12,nova ponte,MG,3145000.0
2841,2020-05-12,presidente médici,RO,1100254.0
2842,2020-05-12,quixabeira,BA,2925931.0
2843,2020-05-12,restinga sêca,RS,4315503.0
2844,2020-05-12,riachinho,MG,3154457.0
2845,2020-05-12,rio pomba,MG,3155801.0
2846,2020-05-12,rodelas,BA,2927101.0
2847,2020-05-12,rodolfo fernandes,RN,2411007.0
2848,2020-05-12,rodrigues alves,AC,1200427.0
2849,2020-05-12,santa tereza do oeste,PR,4124020.0
2850,2020-05-12,santo expedito,SP,3548302.0
2851,2020-05-12,sapucaia,PA,1507755.0
2852,2020-05-12,senhor do bonfim,BA,2930105.0
2853,2020-05-12,serra caiada,RN,2410306.0
2854,2020-05-12,serrita,PE,2614006.0
2855,2020-05-12,são miguel do guaporé,RO,1100320.0
2856,2020-05-12,são raimundo das mangabeiras,MA,2111607.0
2857,2020-05-12,tabapuã,SP,3552601.0
2858,2020-05-12,terezinha,PE,2615102.0
2859,2020-05-12,tijucas do sul,PR,4127601.0
2860,2020-05-12,trairão,PA,1508050.0
2861,2020-05-12,umarizal,RN,2414506.0
2862,2020-05-12,vertente do lério,PE,2616183.0
2863,2020-05-12,vicentina,MS,5008404.0
2864,2020-05-12,wenceslau braz,PR,4128500.0
2865,2020-05-13,altinópolis,SP,3501004.0
2866,2020-05-13,arapoema,TO,1702307.0
2867,2020-05-13,areial,PB,2501203.0
2868,2020-05-13,barra do ribeiro,RS,4301909.0
2869,2020-05-13,bom jardim de goiás,GO,5203401.0
2870,2020-05-13,boquira,BA,2904100.0
2871,2020-05-13,brotas,SP,3507902.0
2872,2020-05-13,campestre do maranhão,MA,2102556.0
2873,2020-05-13,candeias,MG,3112000.0
2874,2020-05-13,carmo do paranaíba,MG,3114303.0
2875,2020-05-13,casa branca,SP,3510807.0
2876,2020-05-13,caseara,TO,1703909.0
2877,2020-05-13,caçu,GO,5204300.0
2878,2020-05-13,central do maranhão,MA,2103125.0
2879,2020-05-13,chiador,MG,3116209.0
2880,2020-05-13,cristina,MG,3120508.0
2881,2020-05-13,cruzília,MG,3120805.0
2882,2020-05-13,doverlândia,GO,5207253.0
2883,2020-05-13,elisiário,SP,3514924.0
2884,2020-05-13,engenheiro caldas,MG,3123700.0
2885,2020-05-13,estrela do sul,MG,3124807.0
2886,2020-05-13,formosa da serra negra,MA,2104099.0
2887,2020-05-13,governador eugênio barros,MA,2104602.0
2888,2020-05-13,itaguatins,TO,1710706.0
2889,2020-05-13,itapuranga,GO,5211206.0
2890,2020-05-13,ivolândia,GO,5211602.0
2891,2020-05-13,jacutinga,MG,3134905.0
2892,2020-05-13,jundiá,AL,2703908.0
2893,2020-05-13,ladainha,MG,3137007.0
2894,2020-05-13,lagoa do piauí,PI,2205581.0
2895,2020-05-13,martins,RN,2407401.0
2896,2020-05-13,matias olímpio,PI,2206100.0
2897,2020-05-13,mondaí,SC,4211009.0
2898,2020-05-13,morro grande,SC,4211256.0
2899,2020-05-13,morro do chapéu,BA,2921708.0
2900,2020-05-13,nobres,MT,5105903.0
2901,2020-05-13,nova olinda,PB,2510204.0
2902,2020-05-13,paraguaçu,MG,3147204.0
2903,2020-05-13,paranatama,PE,2610301.0
2904,2020-05-13,paraná,RN,2408607.0
2905,2020-05-13,pedra azul,MG,3148707.0
2906,2020-05-13,picuí,PB,2511400.0
2907,2020-05-13,piracema,MG,3150604.0
2908,2020-05-13,piranga,MG,3150802.0
2909,2020-05-13,potirendaba,SP,3540804.0
2910,2020-05-13,quirinópolis,GO,5218508.0
2911,2020-05-13,quixaba,PB,2512606.0
2912,2020-05-13,rebouças,PR,4121505.0
2913,2020-05-13,ribeiro gonçalves,PI,2208908.0
2914,2020-05-13,ribeirão grande,SP,3543253.0
2915,2020-05-13,ribeirão dos índios,SP,3543238.0
2916,2020-05-13,rodeiro,MG,3156304.0
2917,2020-05-13,ruy barbosa,BA,2927200.0
2918,2020-05-13,salto da divisa,MG,3157104.0
2919,2020-05-13,santo antônio da platina,PR,4124103.0
2920,2020-05-13,serraria,PB,2515906.0
2921,2020-05-13,severínia,SP,3551900.0
2922,2020-05-13,socorro do piauí,PI,2210904.0
2923,2020-05-13,solânea,PB,2516003.0
2924,2020-05-13,são félix do araguaia,MT,5107859.0
2925,2020-05-13,são joaquim de bicas,MG,3162922.0
2926,2020-05-13,são miguel do iguaçu,PR,4125704.0
2927,2020-05-13,tacuru,MS,5007950.0
2928,2020-05-13,tambaú,SP,3553302.0
2929,2020-05-13,tenente laurentino cruz,RN,2414159.0
2930,2020-05-13,tremembé,SP,3554805.0
2931,2020-05-13,varjão de minas,MG,3170750.0
2932,2020-05-13,vera cruz,RS,4322707.0
2933,2020-05-13,vista serrana,PB,2505501.0
2934,2020-05-13,várzea da palma,MG,3170800.0
2935,2020-05-14,alto paraguai,MT,5100508.0
2936,2020-05-14,alto parnaíba,MA,2100501.0
2937,2020-05-14,anagé,BA,2901205.0
2938,2020-05-14,anchieta,SC,4200804.0
2939,2020-05-14,andradas,MG,3102605.0
2940,2020-05-14,andrelândia,MG,3102803.0
2941,2020-05-14,angicos,RN,2400802.0
2942,2020-05-14,aragominas,TO,1701309.0
2943,2020-05-14,araçás,BA,2902054.0
2944,2020-05-14,bacurituba,MA,2101350.0
2945,2020-05-14,bernardo do mearim,MA,2101939.0
2946,2020-05-14,bocaiúva,MG,3107307.0
2947,2020-05-14,cambuci,RJ,3300902.0
2948,2020-05-14,campo verde,MT,5102678.0
2949,2020-05-14,casinhas,PE,2604155.0
2950,2020-05-14,cerquilho,SP,3511508.0
2951,2020-05-14,chapadão do céu,GO,5205471.0
2952,2020-05-14,cidade gaúcha,PR,4105607.0
2953,2020-05-14,conceição da feira,BA,2908200.0
2954,2020-05-14,conceição,PB,2504405.0
2955,2020-05-14,cordilheira alta,SC,4204350.0
2956,2020-05-14,curral de cima,PB,2505279.0
2957,2020-05-14,delfim moreira,MG,3121100.0
2958,2020-05-14,entre rios,SC,4205175.0
2959,2020-05-14,esperantina,TO,1707405.0
2960,2020-05-14,feira nova do maranhão,MA,2104073.0
2961,2020-05-14,guaimbê,SP,3517307.0
2962,2020-05-14,guajará,AM,1301654.0
2963,2020-05-14,guaraci,SP,3517901.0
2964,2020-05-14,inhapim,MG,3130903.0
2965,2020-05-14,itaberá,SP,3521705.0
2966,2020-05-14,itaipulândia,PR,4110953.0
2967,2020-05-14,itápolis,SP,3522703.0
2968,2020-05-14,jacaraú,PB,2507309.0
2969,2020-05-14,joviânia,GO,5212105.0
2970,2020-05-14,juscimeira,MT,5105200.0
2971,2020-05-14,kaloré,PR,4113106.0
2972,2020-05-14,mamborê,PR,4114005.0
2973,2020-05-14,miradouro,MG,3142106.0
2974,2020-05-14,monte sião,MG,3143401.0
2975,2020-05-14,monteirópolis,AL,2705408.0
2976,2020-05-14,mucuri,BA,2922003.0
2977,2020-05-14,mundo novo,BA,2922102.0
2978,2020-05-14,muritiba,BA,2922300.0
2979,2020-05-14,olho d'água,PB,2510402.0
2980,2020-05-14,oliveira de fátima,TO,1715507.0
2981,2020-05-14,oliveira,MG,3145604.0
2982,2020-05-14,pacujá,CE,2309904.0
2983,2020-05-14,passa quatro,MG,3147600.0
2984,2020-05-14,pau d'arco do piauí,PI,2207793.0
2985,2020-05-14,piranguinho,MG,3151008.0
2986,2020-05-14,piraúba,MG,3151305.0
2987,2020-05-14,presidente kennedy,TO,1718402.0
2988,2020-05-14,queimadas,BA,2925808.0
2989,2020-05-14,roseira,SP,3544301.0
2990,2020-05-14,rurópolis,PA,1506195.0
2991,2020-05-14,salgado de são félix,PB,2513109.0
2992,2020-05-14,santa filomena do maranhão,MA,2109759.0
2993,2020-05-14,severiano melo,RN,2413607.0
2994,2020-05-14,sigefredo pacheco,PI,2210656.0
2995,2020-05-14,sobradinho,BA,2930774.0
2996,2020-05-14,são desidério,BA,2928901.0
2997,2020-05-14,são josé da tapera,AL,2708402.0
2998,2020-05-14,são joão do pau d'alho,SP,3549300.0
2999,2020-05-14,são simão,GO,5220405.0
3000,2020-05-14,teofilândia,BA,2931509.0
3001,2020-05-14,tibau do sul,RN,2414209.0
3002,2020-05-14,urupês,SP,3556008.0
3003,2020-05-14,vargem,SC,4219150.0
3004,2020-05-14,vereda,BA,2933257.0
3005,2020-05-14,visconde do rio branco,MG,3172004.0
3006,2020-05-14,várzea da roça,BA,2933059.0
3007,2020-05-15,abaré,BA,2900207.0
3008,2020-05-15,amparo,PB,2500734.0
3009,2020-05-15,andirá,PR,4101101.0
3010,2020-05-15,arara,PB,2500908.0
3011,2020-05-15,araçuaí,MG,3103405.0
3012,2020-05-15,banzaê,BA,2902658.0
3013,2020-05-15,barão de cotegipe,RS,4301701.0
3014,2020-05-15,bela vista do piauí,PI,2201556.0
3015,2020-05-15,belém do são francisco,PE,2601607.0
3016,2020-05-15,brochier,RS,4302659.0
3017,2020-05-15,buri,SP,3508009.0
3018,2020-05-15,cabaceiras do paraguaçu,BA,2904852.0
3019,2020-05-15,cachoeira de minas,MG,3109709.0
3020,2020-05-15,caibaté,RS,4303301.0
3021,2020-05-15,camapuã,MS,5002605.0
3022,2020-05-15,camargo,RS,4303558.0
3023,2020-05-15,cambará,PR,4103602.0
3024,2020-05-15,campina do monte alegre,SP,3509452.0
3025,2020-05-15,campo grande do piauí,PI,2202133.0
3026,2020-05-15,careaçu,MG,3113602.0
3027,2020-05-15,carneiros,AL,2701803.0
3028,2020-05-15,casca,RS,4304903.0
3029,2020-05-15,chácara,MG,3115904.0
3030,2020-05-15,conceição do almeida,BA,2908309.0
3031,2020-05-15,conceição do rio verde,MG,3117702.0
3032,2020-05-15,crissiumal,RS,4306007.0
3033,2020-05-15,cristópolis,BA,2909703.0
3034,2020-05-15,córrego do bom jesus,MG,3119906.0
3035,2020-05-15,diamantina,MG,3121605.0
3036,2020-05-15,erebango,RS,4306973.0
3037,2020-05-15,gramado,RS,4309100.0
3038,2020-05-15,graça aranha,MA,2104701.0
3039,2020-05-15,guarani d'oeste,SP,3518008.0
3040,2020-05-15,hulha negra,RS,4309654.0
3041,2020-05-15,iaçu,BA,2911907.0
3042,2020-05-15,ibitiara,BA,2913002.0
3043,2020-05-15,igrapiúna,BA,2913457.0
3044,2020-05-15,inhambupe,BA,2913705.0
3045,2020-05-15,ipecaetá,BA,2913804.0
3046,2020-05-15,irati,PR,4110706.0
3047,2020-05-15,jaguariaíva,PR,4112009.0
3048,2020-05-15,jenipapo dos vieiras,MA,2105476.0
3049,2020-05-15,lago verde,MA,2105906.0
3050,2020-05-15,lagoa grande,PE,2608750.0
3051,2020-05-15,landri sales,PI,2205607.0
3052,2020-05-15,lavras do sul,RS,4311502.0
3053,2020-05-15,luzerna,SC,4210035.0
3054,2020-05-15,magda,SP,3528304.0
3055,2020-05-15,malacacheta,MG,3139201.0
3056,2020-05-15,mangueirinha,PR,4114401.0
3057,2020-05-15,maximiliano de almeida,RS,4312203.0
3058,2020-05-15,mendonça,SP,3529500.0
3059,2020-05-15,miguel calmon,BA,2921203.0
3060,2020-05-15,mirangaba,BA,2921401.0
3061,2020-05-15,miraí,MG,3142205.0
3062,2020-05-15,murutinga do sul,SP,3532108.0
3063,2020-05-15,nina rodrigues,MA,2107209.0
3064,2020-05-15,nova ibiá,BA,2922755.0
3065,2020-05-15,nova olímpia,MT,5106232.0
3066,2020-05-15,nova ubiratã,MT,5106240.0
3067,2020-05-15,nova xavantina,MT,5106257.0
3068,2020-05-15,nuporanga,SP,3533601.0
3069,2020-05-15,orizânia,MG,3145877.0
3070,2020-05-15,ouroeste,SP,3534757.0
3071,2020-05-15,palestina do pará,PA,1505494.0
3072,2020-05-15,panorama,SP,3535408.0
3073,2020-05-15,paranhos,MS,5006358.0
3074,2020-05-15,paraopeba,MG,3147402.0
3075,2020-05-15,paula freitas,PR,4118600.0
3076,2020-05-15,pedra do indaiá,MG,3148905.0
3077,2020-05-15,piatã,BA,2924306.0
3078,2020-05-15,pirangi,SP,3539004.0
3079,2020-05-15,pitangui,MG,3151404.0
3080,2020-05-15,piên,PR,4119103.0
3081,2020-05-15,planalto,SP,3539608.0
3082,2020-05-15,ponto novo,BA,2925253.0
3083,2020-05-15,porto de pedras,AL,2707404.0
3084,2020-05-15,poção de pedras,MA,2108900.0
3085,2020-05-15,presidente jânio quadros,BA,2925709.0
3086,2020-05-15,primeira cruz,MA,2109403.0
3087,2020-05-15,ronda alta,RS,4316105.0
3088,2020-05-15,rondolândia,MT,5107578.0
3089,2020-05-15,santa luzia d'oeste,RO,1100296.0
3090,2020-05-15,santa rita do trivelato,MT,5107768.0
3091,2020-05-15,santo amaro do maranhão,MA,2110278.0
3092,2020-05-15,santo antônio do amparo,MG,3159902.0
3093,2020-05-15,saúde,BA,2929800.0
3094,2020-05-15,sento sé,BA,2930204.0
3095,2020-05-15,são bento do sapucaí,SP,3548609.0
3096,2020-05-15,são domingos do prata,MG,3161007.0
3097,2020-05-15,são jerônimo,RS,4318408.0
3098,2020-05-15,são josé do herval,RS,4318465.0
3099,2020-05-15,são josé dos basílios,MA,2111250.0
3100,2020-05-15,são joão da canabrava,PI,2209856.0
3101,2020-05-15,são joão do manteninha,MG,3162575.0
3102,2020-05-15,são joão,PR,4124806.0
3103,2020-05-15,são vendelino,RS,4319752.0
3104,2020-05-15,são vicente do seridó,PB,2515401.0
3105,2020-05-15,tanque d'arca,AL,2709004.0
3106,2020-05-15,vila rica,MT,5108600.0
3107,2020-05-16,altair,SP,3500907.0
3108,2020-05-16,alto araguaia,MT,5100300.0
3109,2020-05-16,anhumas,SP,3502408.0
3110,2020-05-16,aparecida do rio doce,GO,5201454.0
3111,2020-05-16,araguaçu,TO,1702000.0
3112,2020-05-16,babaçulândia,TO,1703008.0
3113,2020-05-16,boa vista,PB,2502151.0
3114,2020-05-16,boracéia,SP,3507308.0
3115,2020-05-16,cacimba de dentro,PB,2503506.0
3116,2020-05-16,calçado,PE,2603306.0
3117,2020-05-16,campina verde,MG,3111101.0
3118,2020-05-16,carolina,MA,2102804.0
3119,2020-05-16,catas altas,MG,3115359.0
3120,2020-05-16,caturité,PB,2504355.0
3121,2020-05-16,dirceu arcoverde,PI,2203354.0
3122,2020-05-16,dois riachos,AL,2702504.0
3123,2020-05-16,dourado,SP,3514304.0
3124,2020-05-16,eugenópolis,MG,3124906.0
3125,2020-05-16,feira grande,AL,2702603.0
3126,2020-05-16,feira nova,SE,2802205.0
3127,2020-05-16,fátima do sul,MS,5003801.0
3128,2020-05-16,general maynard,SE,2802502.0
3129,2020-05-16,glória de dourados,MS,5004007.0
3130,2020-05-16,guanhães,MG,3128006.0
3131,2020-05-16,guarará,MG,3128501.0
3132,2020-05-16,igaratinga,MG,3130200.0
3133,2020-05-16,inconfidentes,MG,3130606.0
3134,2020-05-16,itaipava do grajaú,MA,2105351.0
3135,2020-05-16,itaipé,MG,3132305.0
3136,2020-05-16,itaoca,SP,3522158.0
3137,2020-05-16,jacuípe,AL,2703502.0
3138,2020-05-16,jequitibá,MG,3135704.0
3139,2020-05-16,lagoa grande do maranhão,MA,2105963.0
3140,2020-05-16,lagoa do sítio,PI,2205599.0
3141,2020-05-16,laranjeiras do sul,PR,4113304.0
3142,2020-05-16,lastro,PB,2508406.0
3143,2020-05-16,logradouro,PB,2508554.0
3144,2020-05-16,mar vermelho,AL,2704906.0
3145,2020-05-16,missal,PR,4116059.0
3146,2020-05-16,monte alegre de sergipe,SE,2804201.0
3147,2020-05-16,monte santo,BA,2921500.0
3148,2020-05-16,monteiro lobato,SP,3531704.0
3149,2020-05-16,nossa senhora aparecida,SE,2804458.0
3150,2020-05-16,passagem,PB,2510709.0
3151,2020-05-16,piranhas,AL,2707107.0
3152,2020-05-16,pratápolis,MG,3152907.0
3153,2020-05-16,rio claro,RJ,3304409.0
3154,2020-05-16,roteiro,AL,2707800.0
3155,2020-05-16,sagres,SP,3544707.0
3156,2020-05-16,salgadinho,PE,2612109.0
3157,2020-05-16,santa fé do araguaia,TO,1718865.0
3158,2020-05-16,sertanópolis,PR,4126504.0
3159,2020-05-16,são domingos do azeitão,MA,2110658.0
3160,2020-05-16,são francisco de paula,MG,3161205.0
3161,2020-05-16,são francisco,SE,2806909.0
3162,2020-05-16,são gonçalo do sapucaí,MG,3162005.0
3163,2020-05-16,são josé de caiana,PB,2514305.0
3164,2020-05-16,são sebastião do rio preto,MG,3164803.0
3165,2020-05-16,são valério,TO,1720499.0
3166,2020-05-16,treviso,SC,4218350.0
3167,2020-05-16,valentim gentil,SP,3556107.0
3168,2020-05-16,várzea,RN,2414704.0
3169,2020-05-17,alto garças,MT,5100409.0
3170,2020-05-17,atalanta,SC,4201802.0
3171,2020-05-17,barroso,MG,3105905.0
3172,2020-05-17,cachoeira dourada,MG,3109808.0
3173,2020-05-17,catolé do rocha,PB,2504306.0
3174,2020-05-17,deodápolis,MS,5003454.0
3175,2020-05-17,descalvado,SP,3513702.0
3176,2020-05-17,douradina,MS,5003504.0
3177,2020-05-17,galinhos,RN,2404101.0
3178,2020-05-17,guaporé,RS,4309407.0
3179,2020-05-17,guarantã do norte,MT,5104104.0
3180,2020-05-17,igarapé grande,MA,2105203.0
3181,2020-05-17,ipuaçu,SC,4207684.0
3182,2020-05-17,lago do junco,MA,2105807.0
3183,2020-05-17,maria da fé,MG,3139904.0
3184,2020-05-17,mateus leme,MG,3140704.0
3185,2020-05-17,matões do norte,MA,2106631.0
3186,2020-05-17,monções,SP,3531001.0
3187,2020-05-17,nova colinas,MA,2107258.0
3188,2020-05-17,palmeirina,PE,2610103.0
3189,2020-05-17,pedro avelino,RN,2409704.0
3190,2020-05-17,riachinho,TO,1718550.0
3191,2020-05-17,siriri,SE,2807204.0
3192,2020-05-17,são joão do soter,MA,2111078.0
3193,2020-05-17,são raimundo do doca bezerra,MA,2111631.0
3194,2020-05-18,agronômica,SC,4200309.0
3195,2020-05-18,alecrim,RS,4300307.0
3196,2020-05-18,alvarenga,MG,3102209.0
3197,2020-05-18,angico,TO,1701051.0
3198,2020-05-18,avelino lopes,PI,2201101.0
3199,2020-05-18,belém do brejo do cruz,PB,2502003.0
3200,2020-05-18,brejo grande do araguaia,PA,1501758.0
3201,2020-05-18,brejo grande,SE,2800704.0
3202,2020-05-18,brejo de areia,MA,2102150.0
3203,2020-05-18,cachoeirinha,TO,1703826.0
3204,2020-05-18,caiçara do rio do vento,RN,2401909.0
3205,2020-05-18,caldas brandão,PB,2503803.0
3206,2020-05-18,campos novos,SC,4203600.0
3207,2020-05-18,cardeal da silva,BA,2907004.0
3208,2020-05-18,caém,BA,2905107.0
3209,2020-05-18,cesário lange,SP,3511607.0
3210,2020-05-18,comendador levy gasparian,RJ,3300951.0
3211,2020-05-18,cruzeiro do iguaçu,PR,4106571.0
3212,2020-05-18,delfinópolis,MG,3121209.0
3213,2020-05-18,dom inocêncio,PI,2203453.0
3214,2020-05-18,espírito santo,RN,2403509.0
3215,2020-05-18,florânia,RN,2403806.0
3216,2020-05-18,frutuoso gomes,RN,2404002.0
3217,2020-05-18,indiara,GO,5209952.0
3218,2020-05-18,itabi,SE,2803104.0
3219,2020-05-18,itamarati de minas,MG,3132602.0
3220,2020-05-18,itaporã,MS,5004502.0
3221,2020-05-18,itiúba,BA,2917003.0
3222,2020-05-18,janduís,RN,2405207.0
3223,2020-05-18,jardim de angicos,RN,2405504.0
3224,2020-05-18,jati,CE,2307205.0
3225,2020-05-18,lagoa d'anta,RN,2406205.0
3226,2020-05-18,mutuípe,BA,2922409.0
3227,2020-05-18,naque,MG,3144359.0
3228,2020-05-18,nova aurora,PR,4116703.0
3229,2020-05-18,nova santa rita,PI,2207959.0
3230,2020-05-18,olho d'água do piauí,PI,2207108.0
3231,2020-05-18,ouro preto,MG,3146107.0
3232,2020-05-18,palmares paulista,SP,3535101.0
3233,2020-05-18,passagem franca do piauí,PI,2207751.0
3234,2020-05-18,paulista,PB,2510907.0
3235,2020-05-18,penaforte,CE,2310605.0
3236,2020-05-18,petrolândia,SC,4212700.0
3237,2020-05-18,piquet carneiro,CE,2310902.0
3238,2020-05-18,piritiba,BA,2924801.0
3239,2020-05-18,piçarra,PA,1505635.0
3240,2020-05-18,porto alegre do norte,MT,5106778.0
3241,2020-05-18,pão de açúcar,AL,2706406.0
3242,2020-05-18,quilombo,SC,4214201.0
3243,2020-05-18,riacho das almas,PE,2611705.0
3244,2020-05-18,rio do fogo,RN,2408953.0
3245,2020-05-18,sambaíba,MA,2109700.0
3246,2020-05-18,santa adélia,SP,3545605.0
3247,2020-05-18,santa rita do araguaia,GO,5219407.0
3248,2020-05-18,saudade do iguaçu,PR,4126272.0
3249,2020-05-18,são josé da lagoa tapada,PB,2514206.0
3250,2020-05-18,são mamede,PB,2514909.0
3251,2020-05-18,tejupá,SP,3554201.0
3252,2020-05-18,urandi,BA,2932606.0
3253,2020-05-18,varre-sai,RJ,3306156.0
3254,2020-05-19,afonso cunha,MA,2100105.0
3255,2020-05-19,aguiar,PB,2500205.0
3256,2020-05-19,alfredo marcondes,SP,3500808.0
3257,2020-05-19,alto boa vista,MT,5100359.0
3258,2020-05-19,américa dourada,BA,2901155.0
3259,2020-05-19,açucena,MG,3100500.0
3260,2020-05-19,belém do piauí,PI,2201572.0
3261,2020-05-19,bodoquena,MS,5002159.0
3262,2020-05-19,bálsamo,SP,3504800.0
3263,2020-05-19,cabeceiras do piauí,PI,2202059.0
3264,2020-05-19,cachoeira dos índios,PB,2503308.0
3265,2020-05-19,caetité,BA,2905206.0
3266,2020-05-19,campos lindos,TO,1703842.0
3267,2020-05-19,campos de júlio,MT,5102686.0
3268,2020-05-19,capanema,PR,4104501.0
3269,2020-05-19,capitão de campos,PI,2202406.0
3270,2020-05-19,capivari,SP,3510401.0
3271,2020-05-19,cipotânea,MG,3116308.0
3272,2020-05-19,cocos,BA,2908101.0
3273,2020-05-19,colméia,TO,1716703.0
3274,2020-05-19,condeúba,BA,2908705.0
3275,2020-05-19,curimatá,PI,2203206.0
3276,2020-05-19,ervália,MG,3124005.0
3277,2020-05-19,fernandes pinheiro,PR,4107736.0
3278,2020-05-19,hugo napoleão,PI,2204600.0
3279,2020-05-19,ibiara,PB,2506608.0
3280,2020-05-19,imbuia,SC,4207403.0
3281,2020-05-19,ipeúna,SP,3521101.0
3282,2020-05-19,ipueira,RN,2404804.0
3283,2020-05-19,itaguaçu da bahia,BA,2915353.0
3284,2020-05-19,itajá,GO,5210802.0
3285,2020-05-19,itamogi,MG,3132909.0
3286,2020-05-19,itirapuã,SP,3523701.0
3287,2020-05-19,jaicós,PI,2205201.0
3288,2020-05-19,jauru,MT,5105002.0
3289,2020-05-19,jericó,PB,2507408.0
3290,2020-05-19,juazeiro do piauí,PI,2205516.0
3291,2020-05-19,juru,PB,2508000.0
3292,2020-05-19,leopoldo de bulhões,GO,5212303.0
3293,2020-05-19,manduri,SP,3528601.0
3294,2020-05-19,montadas,PB,2509503.0
3295,2020-05-19,nossa senhora dos remédios,PI,2206803.0
3296,2020-05-19,nova itaberaba,SC,4211454.0
3297,2020-05-19,olho d'água do casado,AL,2705804.0
3298,2020-05-19,olhos-d'água,MG,3145455.0
